donor_id,jenis_makanan,jumlah_makanan,lokasi_donor,makanan_layak_konsumsi,is_halal,is_for_child,is_for_elderly,is_alergan
D508,"['makanan', 'minuman']",10,"(-5.37327730982428, 105.28290010855635)",layak konsumsi,False,False,False,False
D509,['makanan'],8,"(-5.42055760554048, 105.23489593107898)",tidak layak konsumsi,False,False,False,False
D510,['minuman'],6,"(-5.37468433198766, 105.26437427346846)",hampir kadaluarsa,False,False,False,True
D511,"['makanan', 'minuman']",5,"(-5.41503826972018, 105.26313696527906)",hampir kadaluarsa,True,False,False,False
D512,"['makanan', 'minuman']",5,"(-5.37962846931555, 105.22034086757124)",tidak layak konsumsi,True,False,True,False
D513,['makanan'],8,"(-5.38092729194376, 105.27270450712923)",tidak layak konsumsi,False,True,True,False
D514,"['makanan', 'minuman']",6,"(-5.40853361156472, 105.29964394972487)",hampir kadaluarsa,False,False,True,False
D515,"['makanan', 'minuman']",10,"(-5.43033276477244, 105.2893914647845)",tidak layak konsumsi,True,False,True,True
D516,['makanan'],4,"(-5.40499003921561, 105.31016529660313)",tidak layak konsumsi,True,True,False,False
D517,['makanan'],3,"(-5.42177923873293, 105.26091647725906)",layak konsumsi,True,True,False,False
D518,"['makanan', 'minuman']",8,"(-5.39151525903867, 105.2487371052744)",tidak layak konsumsi,False,False,False,False
D519,"['makanan', 'minuman']",7,"(-5.37380217470522, 105.2590270730033)",hampir kadaluarsa,True,True,True,False
D520,"['makanan', 'minuman']",6,"(-5.39382184272561, 105.26272066695853)",tidak layak konsumsi,True,True,True,True
D521,"['makanan', 'minuman']",9,"(-5.42878676108288, 105.23995980742684)",hampir kadaluarsa,True,False,False,False
D522,"['makanan', 'minuman']",3,"(-5.43554179570476, 105.22567547825297)",tidak layak konsumsi,True,False,False,False
D523,['minuman'],2,"(-5.39821921300498, 105.2711618967787)",tidak layak konsumsi,True,False,False,True
D524,"['makanan', 'minuman']",1,"(-5.41567711945239, 105.28926191160782)",hampir kadaluarsa,False,True,True,False
D525,['makanan'],4,"(-5.41181809326091, 105.2099720710006)",hampir kadaluarsa,False,True,False,True
D526,['makanan'],2,"(-5.38121060002275, 105.26643123186601)",tidak layak konsumsi,False,True,False,True
D527,"['makanan', 'minuman']",4,"(-5.39426658593613, 105.25313368297076)",hampir kadaluarsa,False,False,True,False
D528,['minuman'],10,"(-5.39883876654586, 105.2451387930949)",hampir kadaluarsa,False,False,True,True
D529,['minuman'],4,"(-5.39255107541218, 105.21546513395761)",hampir kadaluarsa,False,False,False,True
D530,['makanan'],3,"(-5.38746222423818, 105.22656483666135)",tidak layak konsumsi,True,True,False,False
D531,['minuman'],1,"(-5.39107023789945, 105.24243375125724)",layak konsumsi,True,True,False,False
D532,"['makanan', 'minuman']",4,"(-5.41167707773472, 105.23737004159949)",tidak layak konsumsi,False,False,True,False
D533,"['makanan', 'minuman']",9,"(-5.41210318430061, 105.30004199621004)",hampir kadaluarsa,True,False,True,True
D534,['minuman'],3,"(-5.41669029289722, 105.29203686921855)",tidak layak konsumsi,False,True,True,True
D535,['makanan'],6,"(-5.38133039738865, 105.22665879599387)",tidak layak konsumsi,False,False,False,True
D536,['makanan'],5,"(-5.43508785538972, 105.287665088747)",hampir kadaluarsa,False,False,True,True
D537,"['makanan', 'minuman']",5,"(-5.41780035044713, 105.3017310583582)",tidak layak konsumsi,False,True,True,True
D538,['minuman'],2,"(-5.42462182405805, 105.25737093674074)",tidak layak konsumsi,False,True,True,False
D539,"['makanan', 'minuman']",6,"(-5.38240099740278, 105.21137056368207)",layak konsumsi,True,True,True,False
D540,"['makanan', 'minuman']",9,"(-5.37294661434124, 105.21596943437542)",hampir kadaluarsa,True,True,False,True
D541,['minuman'],4,"(-5.41728674747421, 105.23394061029882)",layak konsumsi,True,False,True,True
D542,['minuman'],10,"(-5.41000344125316, 105.28655997477857)",hampir kadaluarsa,True,True,True,True
D543,"['makanan', 'minuman']",3,"(-5.39714595871172, 105.27254113480575)",hampir kadaluarsa,False,True,True,True
D544,"['makanan', 'minuman']",2,"(-5.42528034518385, 105.30092575640387)",layak konsumsi,True,True,False,False
D545,['makanan'],2,"(-5.38860135345084, 105.31162345249888)",hampir kadaluarsa,False,True,False,True
D546,"['makanan', 'minuman']",4,"(-5.38233380831141, 105.23321886875837)",layak konsumsi,True,False,True,False
D547,"['makanan', 'minuman']",4,"(-5.39184823432192, 105.2627994843998)",tidak layak konsumsi,False,False,False,False
D548,"['makanan', 'minuman']",8,"(-5.42629732694206, 105.2437794189008)",tidak layak konsumsi,True,False,True,False
D549,"['makanan', 'minuman']",9,"(-5.43662371463749, 105.3016119152163)",layak konsumsi,False,False,True,False
D550,['minuman'],4,"(-5.4013760988237, 105.31111943815243)",layak konsumsi,True,False,False,True
D551,['minuman'],9,"(-5.42048552665811, 105.29593753696567)",hampir kadaluarsa,True,False,True,False
D552,['minuman'],6,"(-5.40455796594867, 105.26639142169844)",tidak layak konsumsi,False,True,False,False
D553,['minuman'],7,"(-5.41731129935376, 105.29582684704428)",tidak layak konsumsi,True,False,True,False
D554,['makanan'],6,"(-5.4194449324254, 105.22031587606118)",tidak layak konsumsi,True,False,True,False
D555,"['makanan', 'minuman']",4,"(-5.38957199036634, 105.2733243127206)",tidak layak konsumsi,False,True,True,False
D556,['minuman'],1,"(-5.41110949655759, 105.22329237933867)",hampir kadaluarsa,True,False,True,True
D557,"['makanan', 'minuman']",9,"(-5.42363200630821, 105.23090193483002)",tidak layak konsumsi,True,False,True,False
D558,['makanan'],8,"(-5.3926159251134, 105.27063895740923)",layak konsumsi,False,True,False,True
D559,"['makanan', 'minuman']",10,"(-5.3854604808529, 105.30307856910022)",tidak layak konsumsi,False,True,True,False
D560,"['makanan', 'minuman']",3,"(-5.38126202730383, 105.23160818595207)",hampir kadaluarsa,False,True,True,False
D561,['makanan'],5,"(-5.43875378098176, 105.212934110542)",hampir kadaluarsa,True,True,True,False
D562,['minuman'],1,"(-5.40831970426574, 105.25202325955235)",tidak layak konsumsi,False,False,True,False
D563,"['makanan', 'minuman']",1,"(-5.41967971788849, 105.22385042378976)",tidak layak konsumsi,True,False,False,False
D564,"['makanan', 'minuman']",7,"(-5.41845566288312, 105.25184663241349)",hampir kadaluarsa,True,True,False,False
D565,"['makanan', 'minuman']",10,"(-5.42584216257172, 105.21060317554337)",layak konsumsi,True,True,True,True
D566,"['makanan', 'minuman']",4,"(-5.43781312969615, 105.2964648836181)",hampir kadaluarsa,False,False,True,True
D567,"['makanan', 'minuman']",8,"(-5.43416863285554, 105.31268897126577)",layak konsumsi,True,True,True,True
D568,['minuman'],2,"(-5.42449621555809, 105.23450066343645)",layak konsumsi,False,True,False,True
D569,"['makanan', 'minuman']",10,"(-5.40081518787694, 105.27186377330152)",layak konsumsi,True,True,False,True
D570,"['makanan', 'minuman']",7,"(-5.39024463066767, 105.2257230027392)",tidak layak konsumsi,True,False,False,True
D571,"['makanan', 'minuman']",10,"(-5.40191908129226, 105.21603514706393)",tidak layak konsumsi,False,True,False,False
D572,"['makanan', 'minuman']",8,"(-5.37414376753656, 105.22509066210151)",tidak layak konsumsi,True,True,True,True
D573,['makanan'],9,"(-5.40183199792211, 105.20870262203303)",layak konsumsi,True,False,False,True
D574,['minuman'],5,"(-5.40410819523576, 105.24450054131924)",tidak layak konsumsi,True,True,False,False
D575,"['makanan', 'minuman']",10,"(-5.4021493415947, 105.23027447024444)",hampir kadaluarsa,False,False,True,True
D576,['makanan'],2,"(-5.4080695134353, 105.29026237727652)",tidak layak konsumsi,False,True,False,True
D577,"['makanan', 'minuman']",10,"(-5.41109765448041, 105.22119494753322)",layak konsumsi,True,False,False,False
D578,['makanan'],4,"(-5.42832156743021, 105.28852978452184)",tidak layak konsumsi,True,True,True,True
D579,"['makanan', 'minuman']",7,"(-5.41983545365289, 105.28908820828413)",tidak layak konsumsi,False,True,True,False
D580,['minuman'],3,"(-5.43462538190649, 105.2141303742245)",layak konsumsi,False,False,True,False
D581,['minuman'],4,"(-5.42317369961046, 105.26594897454804)",tidak layak konsumsi,True,False,True,True
D582,"['makanan', 'minuman']",3,"(-5.37442683927509, 105.28235521532207)",layak konsumsi,True,False,False,False
D583,['minuman'],10,"(-5.3815954738235, 105.2216904759551)",layak konsumsi,True,True,False,False
D584,"['makanan', 'minuman']",3,"(-5.41241233922919, 105.2398466109643)",hampir kadaluarsa,True,True,True,False
D585,"['makanan', 'minuman']",10,"(-5.38059168860411, 105.27840865931257)",tidak layak konsumsi,False,False,False,False
D586,['minuman'],2,"(-5.41889543585553, 105.28038977786889)",tidak layak konsumsi,False,False,True,True
D587,['minuman'],6,"(-5.40942118800953, 105.22955147221708)",tidak layak konsumsi,True,True,False,True
D588,['makanan'],4,"(-5.41691679015881, 105.26691638550051)",hampir kadaluarsa,True,False,False,False
D589,"['makanan', 'minuman']",6,"(-5.39768230306647, 105.22280453652898)",tidak layak konsumsi,False,False,False,True
D590,"['makanan', 'minuman']",3,"(-5.38736514959442, 105.24084942217031)",layak konsumsi,False,False,True,True
D591,"['makanan', 'minuman']",5,"(-5.43154196311639, 105.2607685475642)",layak konsumsi,True,False,True,True
D592,"['makanan', 'minuman']",4,"(-5.4035131550058, 105.22277369116054)",tidak layak konsumsi,True,True,False,True
D593,"['makanan', 'minuman']",3,"(-5.39691849282953, 105.25640626348012)",hampir kadaluarsa,True,False,True,False
D594,['minuman'],10,"(-5.41403245724134, 105.2876765944417)",hampir kadaluarsa,True,False,True,True
D595,['makanan'],7,"(-5.43643796020827, 105.23757055999397)",hampir kadaluarsa,False,True,True,True
D596,"['makanan', 'minuman']",2,"(-5.40231517777823, 105.25525899450247)",layak konsumsi,False,True,True,False
D597,"['makanan', 'minuman']",9,"(-5.40754464717338, 105.24433449422965)",tidak layak konsumsi,True,False,True,True
D598,"['makanan', 'minuman']",8,"(-5.3855352952044, 105.27921539193257)",tidak layak konsumsi,False,True,True,True
D599,['minuman'],5,"(-5.39870416532348, 105.26996872134129)",layak konsumsi,True,True,False,True
D600,"['makanan', 'minuman']",6,"(-5.4197514475384, 105.29071085742105)",layak konsumsi,True,True,True,False
D601,"['makanan', 'minuman']",6,"(-5.38060212411286, 105.30224160557086)",layak konsumsi,True,False,True,True
D602,"['makanan', 'minuman']",5,"(-5.42153871357834, 105.23948355234882)",hampir kadaluarsa,True,True,True,False
D603,"['makanan', 'minuman']",8,"(-5.4103427748053, 105.2093643056247)",layak konsumsi,True,True,False,False
D604,['minuman'],4,"(-5.40366170389673, 105.21145866763246)",tidak layak konsumsi,False,False,False,False
D605,['makanan'],9,"(-5.41234875288981, 105.23707443947946)",layak konsumsi,True,True,True,False
D606,"['makanan', 'minuman']",1,"(-5.37366126386353, 105.21075101730986)",hampir kadaluarsa,False,True,True,True
D607,['minuman'],7,"(-5.3995198911368, 105.24062000866677)",tidak layak konsumsi,False,False,True,True
D608,['minuman'],8,"(-5.41263205716122, 105.28484415521511)",hampir kadaluarsa,True,False,False,False
D609,"['makanan', 'minuman']",3,"(-5.42908855735613, 105.28687736259846)",layak konsumsi,True,True,False,False
D610,['minuman'],2,"(-5.39969897811174, 105.27100437775646)",layak konsumsi,False,False,True,True
D611,['minuman'],10,"(-5.37778007169498, 105.3046924846999)",hampir kadaluarsa,False,False,False,False
D612,"['makanan', 'minuman']",8,"(-5.39094390422058, 105.30226339385999)",hampir kadaluarsa,True,False,False,True
D613,"['makanan', 'minuman']",2,"(-5.4349091759068, 105.21351048172139)",hampir kadaluarsa,True,False,True,False
D614,"['makanan', 'minuman']",6,"(-5.41447500278611, 105.29785597131811)",tidak layak konsumsi,True,True,False,True
D615,"['makanan', 'minuman']",3,"(-5.3979238446202, 105.22562630368735)",layak konsumsi,True,True,True,False
D616,"['makanan', 'minuman']",2,"(-5.4041163379597, 105.30584813814079)",layak konsumsi,False,False,True,False
D617,"['makanan', 'minuman']",10,"(-5.39047508398317, 105.24879463420815)",tidak layak konsumsi,False,False,True,False
D618,"['makanan', 'minuman']",9,"(-5.4311875901803, 105.26363507235152)",tidak layak konsumsi,False,False,True,False
D619,['minuman'],9,"(-5.37956177860346, 105.22418289676403)",layak konsumsi,True,True,True,False
D620,"['makanan', 'minuman']",1,"(-5.39543271975111, 105.26272148537372)",hampir kadaluarsa,True,False,True,False
D621,['minuman'],5,"(-5.41321934767232, 105.25316323275212)",hampir kadaluarsa,False,False,True,True
D622,['minuman'],3,"(-5.39409749014444, 105.29204433341341)",hampir kadaluarsa,False,True,True,True
D623,['minuman'],7,"(-5.43306196532065, 105.22880348052524)",tidak layak konsumsi,False,True,True,False
D624,"['makanan', 'minuman']",10,"(-5.43544929372164, 105.23351960638536)",tidak layak konsumsi,True,False,True,False
D625,['minuman'],10,"(-5.43802671064721, 105.28316810975444)",layak konsumsi,True,True,True,True
D626,['makanan'],5,"(-5.40047881547915, 105.26659275704066)",tidak layak konsumsi,False,True,True,True
D627,"['makanan', 'minuman']",1,"(-5.41813240595627, 105.27852532299447)",hampir kadaluarsa,False,True,False,True
D628,['minuman'],8,"(-5.42868838350741, 105.216280565845)",hampir kadaluarsa,True,False,False,True
D629,"['makanan', 'minuman']",5,"(-5.41379231877585, 105.27310664495027)",tidak layak konsumsi,True,False,False,False
D630,['minuman'],8,"(-5.3892681123113, 105.29385938364581)",hampir kadaluarsa,False,True,True,False
D631,['minuman'],3,"(-5.38765102902373, 105.27527231505802)",hampir kadaluarsa,False,True,False,False
D632,"['makanan', 'minuman']",5,"(-5.39705882786709, 105.22586590121298)",tidak layak konsumsi,True,True,True,False
D633,['makanan'],3,"(-5.40247458208289, 105.24509152894325)",layak konsumsi,True,True,False,True
D634,['makanan'],7,"(-5.43326856473071, 105.25435301544992)",tidak layak konsumsi,True,True,False,True
D635,"['makanan', 'minuman']",1,"(-5.42371096987344, 105.31126233288079)",hampir kadaluarsa,False,True,False,True
D636,"['makanan', 'minuman']",3,"(-5.43878713910212, 105.25384224019469)",tidak layak konsumsi,True,False,False,True
D637,"['makanan', 'minuman']",4,"(-5.39031290446059, 105.2846626220875)",hampir kadaluarsa,True,False,False,True
D638,"['makanan', 'minuman']",5,"(-5.43617111355072, 105.24793319930889)",tidak layak konsumsi,True,False,False,True
D639,"['makanan', 'minuman']",10,"(-5.41567759623564, 105.21982284523095)",tidak layak konsumsi,True,False,True,False
D640,['makanan'],7,"(-5.41757887797326, 105.26584869124576)",hampir kadaluarsa,False,False,False,False
D641,['minuman'],4,"(-5.43817499355725, 105.27663120957993)",tidak layak konsumsi,False,False,False,True
D642,['minuman'],8,"(-5.37781497139822, 105.25189236935351)",hampir kadaluarsa,False,True,False,False
D643,['makanan'],9,"(-5.38108386343773, 105.30719782543859)",tidak layak konsumsi,False,False,True,False
D644,['makanan'],4,"(-5.41932162575111, 105.27399187993268)",layak konsumsi,True,True,True,False
D645,['minuman'],2,"(-5.40337745962429, 105.25269016712477)",hampir kadaluarsa,False,False,True,False
D646,['minuman'],4,"(-5.43647472356133, 105.2808070255288)",hampir kadaluarsa,True,False,False,True
D647,"['makanan', 'minuman']",1,"(-5.4175228436376, 105.23523920173814)",tidak layak konsumsi,False,False,False,False
D648,['minuman'],8,"(-5.43241829084853, 105.2511382980328)",tidak layak konsumsi,False,False,True,False
D649,['minuman'],10,"(-5.42202169388136, 105.25813858180612)",layak konsumsi,False,True,True,False
D650,"['makanan', 'minuman']",7,"(-5.43480972519626, 105.23840968539612)",tidak layak konsumsi,True,False,True,False
D651,['makanan'],6,"(-5.38612246787245, 105.22153898488104)",hampir kadaluarsa,True,True,True,True
D652,"['makanan', 'minuman']",5,"(-5.3938979069092, 105.27747852778495)",layak konsumsi,True,False,True,True
D653,"['makanan', 'minuman']",4,"(-5.39411573148916, 105.29403320289633)",hampir kadaluarsa,False,True,False,True
D654,"['makanan', 'minuman']",10,"(-5.39387312661771, 105.30193951994637)",hampir kadaluarsa,True,True,False,True
D655,['minuman'],2,"(-5.40523797785367, 105.27694994952529)",tidak layak konsumsi,True,False,True,True
D656,['makanan'],6,"(-5.40164052755001, 105.30715868609036)",tidak layak konsumsi,True,False,False,True
D657,"['makanan', 'minuman']",9,"(-5.38249952759363, 105.21688985426037)",tidak layak konsumsi,False,True,True,True
D658,['makanan'],10,"(-5.39037572965752, 105.25242741430922)",tidak layak konsumsi,False,True,True,False
D659,['minuman'],9,"(-5.39256225307795, 105.285820011991)",tidak layak konsumsi,True,False,False,False
D660,"['makanan', 'minuman']",8,"(-5.42888712308081, 105.2610952995663)",layak konsumsi,True,False,False,True
D661,['minuman'],5,"(-5.41389105866417, 105.27430325607277)",layak konsumsi,False,False,False,False
D662,['minuman'],4,"(-5.37999548686555, 105.26505535956586)",layak konsumsi,False,True,True,True
D663,['makanan'],10,"(-5.4367405603694, 105.31171036045363)",hampir kadaluarsa,True,False,True,True
D664,"['makanan', 'minuman']",6,"(-5.40899495273274, 105.29282023207571)",layak konsumsi,True,False,True,True
D665,['minuman'],7,"(-5.4121179302413, 105.24541223852798)",hampir kadaluarsa,True,True,False,True
D666,['makanan'],4,"(-5.40634224636921, 105.25832801224279)",hampir kadaluarsa,False,False,True,False
D667,"['makanan', 'minuman']",3,"(-5.41249458659196, 105.31054413375843)",layak konsumsi,False,False,False,False
D668,"['makanan', 'minuman']",10,"(-5.41453796704927, 105.28223372552587)",tidak layak konsumsi,False,False,True,False
D669,['minuman'],8,"(-5.40001759843483, 105.24576057762418)",tidak layak konsumsi,False,False,True,True
D670,"['makanan', 'minuman']",5,"(-5.417128319757, 105.22294588455358)",hampir kadaluarsa,False,False,True,False
D671,"['makanan', 'minuman']",9,"(-5.38154446419734, 105.29422968204959)",layak konsumsi,False,False,True,True
D672,['makanan'],1,"(-5.4345839331247, 105.25760736443772)",layak konsumsi,True,False,True,False
D673,['minuman'],7,"(-5.39074238984056, 105.28692397772072)",layak konsumsi,False,False,True,False
D674,"['makanan', 'minuman']",3,"(-5.43736445516032, 105.2897564617511)",layak konsumsi,True,True,False,False
D675,['minuman'],6,"(-5.42211836751404, 105.24836296235488)",tidak layak konsumsi,False,True,False,True
D676,['minuman'],2,"(-5.42408644966646, 105.28741289150533)",hampir kadaluarsa,True,True,True,True
D677,['minuman'],5,"(-5.37706628310271, 105.27137114086678)",hampir kadaluarsa,True,True,False,False
D678,['minuman'],9,"(-5.41828869612297, 105.28170943508351)",layak konsumsi,False,True,False,False
D679,['minuman'],8,"(-5.38701835310793, 105.30176500123255)",hampir kadaluarsa,False,False,True,True
D680,"['makanan', 'minuman']",2,"(-5.40351499180714, 105.24648119000629)",layak konsumsi,True,False,False,False
D681,"['makanan', 'minuman']",1,"(-5.40522049132835, 105.2282408314013)",tidak layak konsumsi,False,False,True,False
D682,['makanan'],4,"(-5.41181760330528, 105.30441163285006)",layak konsumsi,True,True,True,False
D683,"['makanan', 'minuman']",8,"(-5.4215735239815, 105.29407208814712)",tidak layak konsumsi,False,True,True,True
D684,['minuman'],2,"(-5.37425598813352, 105.21850300465904)",layak konsumsi,True,True,True,False
D685,['minuman'],4,"(-5.417815345713, 105.22855874020252)",layak konsumsi,True,True,False,False
D686,"['makanan', 'minuman']",10,"(-5.40029078078665, 105.20998983950838)",layak konsumsi,True,True,False,False
D687,['minuman'],10,"(-5.3921465670379, 105.23970186384481)",tidak layak konsumsi,False,False,True,True
D688,['makanan'],7,"(-5.42046051777623, 105.28115440369004)",tidak layak konsumsi,False,True,True,False
D689,['makanan'],7,"(-5.41790408086451, 105.26820719492845)",hampir kadaluarsa,False,True,False,True
D690,['makanan'],8,"(-5.39755818919272, 105.21747674917657)",hampir kadaluarsa,False,False,True,False
D691,['minuman'],5,"(-5.38402764022501, 105.21204672810786)",layak konsumsi,False,True,False,False
D692,"['makanan', 'minuman']",5,"(-5.39044499162345, 105.27358945302669)",hampir kadaluarsa,False,False,True,False
D693,['minuman'],9,"(-5.39229229485679, 105.20947358224036)",layak konsumsi,False,True,False,False
D694,['makanan'],2,"(-5.39514122413222, 105.26144296208753)",tidak layak konsumsi,True,False,True,False
D695,['minuman'],9,"(-5.38734441567083, 105.26386506711658)",hampir kadaluarsa,True,True,False,True
D696,['minuman'],3,"(-5.43549358259089, 105.21877013099551)",layak konsumsi,True,False,False,False
D697,"['makanan', 'minuman']",8,"(-5.38409749573772, 105.3075028709784)",layak konsumsi,False,False,True,True
D698,"['makanan', 'minuman']",4,"(-5.42075287377091, 105.22197327564778)",hampir kadaluarsa,True,False,True,True
D699,"['makanan', 'minuman']",4,"(-5.42265717703821, 105.30199273857433)",hampir kadaluarsa,True,True,True,True
D700,"['makanan', 'minuman']",7,"(-5.38007378555071, 105.2877605646027)",tidak layak konsumsi,False,True,True,False
D701,"['makanan', 'minuman']",4,"(-5.39314916750153, 105.26838776621189)",layak konsumsi,True,True,True,True
D702,['makanan'],1,"(-5.40665321331414, 105.2785457056042)",layak konsumsi,True,True,True,True
D703,['makanan'],5,"(-5.38932522336853, 105.26448008272511)",layak konsumsi,False,True,True,True
D704,['makanan'],9,"(-5.37959014743453, 105.2981633517624)",layak konsumsi,True,True,True,True
D705,['makanan'],7,"(-5.4121196416575, 105.23030244606564)",tidak layak konsumsi,True,False,False,True
D706,['makanan'],1,"(-5.39839669213627, 105.266747953487)",layak konsumsi,False,False,True,True
D707,"['makanan', 'minuman']",9,"(-5.41634294075804, 105.25416695585233)",layak konsumsi,False,False,False,True
D708,"['makanan', 'minuman']",2,"(-5.42372419711017, 105.2169350174888)",tidak layak konsumsi,True,True,False,False
D709,['minuman'],1,"(-5.37552823553249, 105.25314778681802)",tidak layak konsumsi,True,False,True,True
D710,['makanan'],8,"(-5.38590111021338, 105.30843244900481)",tidak layak konsumsi,True,True,False,True
D711,"['makanan', 'minuman']",8,"(-5.41572315080126, 105.2900673843069)",layak konsumsi,True,False,True,True
D712,"['makanan', 'minuman']",10,"(-5.387307820874, 105.26141904394375)",tidak layak konsumsi,True,False,False,False
D713,['makanan'],6,"(-5.40892981008257, 105.29490121160087)",hampir kadaluarsa,True,True,False,True
D714,['minuman'],1,"(-5.3749950517181, 105.28095091385207)",hampir kadaluarsa,True,True,False,False
D715,"['makanan', 'minuman']",9,"(-5.4099098652446, 105.28664787453259)",tidak layak konsumsi,True,True,False,True
D716,"['makanan', 'minuman']",2,"(-5.42950690633588, 105.27874085558429)",layak konsumsi,True,True,True,False
D717,"['makanan', 'minuman']",10,"(-5.41656625815058, 105.24446408478491)",hampir kadaluarsa,True,False,True,True
D718,['minuman'],10,"(-5.43744901356355, 105.27691249199326)",hampir kadaluarsa,True,False,False,False
D719,"['makanan', 'minuman']",4,"(-5.41187550124728, 105.31119131934526)",tidak layak konsumsi,False,False,True,True
D720,"['makanan', 'minuman']",3,"(-5.37542532487109, 105.20913343886319)",tidak layak konsumsi,True,False,True,True
D721,['minuman'],1,"(-5.39571015921538, 105.23848326303518)",tidak layak konsumsi,True,True,True,False
D722,['minuman'],10,"(-5.39289453663304, 105.263173142321)",layak konsumsi,True,False,True,False
D723,['minuman'],10,"(-5.39095321540561, 105.23002129114886)",hampir kadaluarsa,False,False,False,True
D724,['makanan'],4,"(-5.38486219618392, 105.26027840104352)",layak konsumsi,True,True,False,False
D725,['minuman'],10,"(-5.38828754077391, 105.31061594510366)",tidak layak konsumsi,True,True,False,True
D726,"['makanan', 'minuman']",1,"(-5.37712354886214, 105.25054496819784)",tidak layak konsumsi,True,False,True,False
D727,"['makanan', 'minuman']",5,"(-5.40086705800518, 105.24048428928829)",tidak layak konsumsi,True,True,False,True
D728,['minuman'],5,"(-5.39919780625829, 105.22681295483888)",layak konsumsi,True,True,False,False
D729,"['makanan', 'minuman']",4,"(-5.39147753782097, 105.31204885335379)",tidak layak konsumsi,True,False,False,False
D730,"['makanan', 'minuman']",4,"(-5.39811965205537, 105.27796673402776)",hampir kadaluarsa,True,True,True,True
D731,['minuman'],2,"(-5.43815250469395, 105.22255213532124)",hampir kadaluarsa,False,True,False,True
D732,['minuman'],3,"(-5.41303629781396, 105.27389815033722)",tidak layak konsumsi,True,True,True,True
D733,"['makanan', 'minuman']",10,"(-5.38808479147796, 105.30905389753102)",layak konsumsi,False,False,False,True
D734,"['makanan', 'minuman']",9,"(-5.38582433942594, 105.25114559842201)",tidak layak konsumsi,True,False,False,True
D735,['minuman'],10,"(-5.40473431247694, 105.2995921847513)",layak konsumsi,False,False,False,True
D736,"['makanan', 'minuman']",2,"(-5.40495457855823, 105.28301753357404)",tidak layak konsumsi,True,True,False,True
D737,['minuman'],10,"(-5.37409253533087, 105.30370720665162)",layak konsumsi,False,False,True,True
D738,['minuman'],1,"(-5.37306526401786, 105.2366936298255)",tidak layak konsumsi,False,True,False,True
D739,"['makanan', 'minuman']",5,"(-5.4038540592926, 105.29796769899052)",layak konsumsi,False,True,True,True
D740,['minuman'],1,"(-5.39472342591345, 105.21040318736397)",layak konsumsi,False,True,False,True
D741,"['makanan', 'minuman']",10,"(-5.37882076204825, 105.23682271437005)",tidak layak konsumsi,True,True,True,False
D742,"['makanan', 'minuman']",7,"(-5.41457749114504, 105.25612965446275)",layak konsumsi,True,False,False,False
D743,"['makanan', 'minuman']",8,"(-5.40165173085446, 105.28525697173619)",layak konsumsi,False,True,False,True
D744,"['makanan', 'minuman']",9,"(-5.42714453446959, 105.22173238964955)",layak konsumsi,True,False,False,True
D745,['makanan'],6,"(-5.3804407311898, 105.27649343172432)",tidak layak konsumsi,False,True,True,False
D746,"['makanan', 'minuman']",4,"(-5.37360322215021, 105.27753082131515)",layak konsumsi,True,True,False,True
D747,"['makanan', 'minuman']",6,"(-5.3768046401302, 105.25981808849569)",tidak layak konsumsi,True,True,False,False
D748,['makanan'],4,"(-5.38075733509727, 105.27307098333047)",tidak layak konsumsi,False,True,False,False
D749,['minuman'],8,"(-5.42713284809585, 105.21130641139625)",hampir kadaluarsa,True,False,True,True
D750,['minuman'],9,"(-5.37679219546915, 105.27320564442657)",tidak layak konsumsi,True,True,False,False
D751,"['makanan', 'minuman']",1,"(-5.41151616825959, 105.2855962156156)",hampir kadaluarsa,False,True,False,True
D752,['makanan'],2,"(-5.38730790289342, 105.2324117881452)",tidak layak konsumsi,True,False,True,True
D753,"['makanan', 'minuman']",1,"(-5.43383059672773, 105.30504867482847)",layak konsumsi,False,True,True,False
D754,"['makanan', 'minuman']",10,"(-5.38473667567995, 105.21774287987996)",layak konsumsi,False,True,False,True
D755,['makanan'],2,"(-5.41250502996582, 105.21766599615589)",hampir kadaluarsa,False,True,False,False
D756,['minuman'],5,"(-5.40667787241099, 105.24978226128842)",tidak layak konsumsi,True,False,True,False
D757,['minuman'],1,"(-5.42959950038345, 105.2383554550237)",hampir kadaluarsa,False,True,False,False
D758,"['makanan', 'minuman']",3,"(-5.40789451826036, 105.25201163357639)",layak konsumsi,True,False,False,True
D759,"['makanan', 'minuman']",6,"(-5.3749050130803, 105.29629390435224)",layak konsumsi,True,False,False,True
D760,['minuman'],9,"(-5.43400061264115, 105.27688437099067)",tidak layak konsumsi,False,True,False,True
D761,"['makanan', 'minuman']",10,"(-5.39944147119753, 105.24430799662056)",hampir kadaluarsa,True,True,False,True
D762,"['makanan', 'minuman']",5,"(-5.43530762810136, 105.26664909527112)",tidak layak konsumsi,True,False,True,True
D763,['minuman'],1,"(-5.43045173112611, 105.22368281625596)",tidak layak konsumsi,False,False,True,False
D764,['makanan'],3,"(-5.3781233399923, 105.29435103804022)",layak konsumsi,False,True,True,False
D765,['minuman'],6,"(-5.38603021012344, 105.23289305196154)",tidak layak konsumsi,True,False,True,False
D766,"['makanan', 'minuman']",2,"(-5.39327152536864, 105.3035311119624)",tidak layak konsumsi,True,True,True,True
D767,"['makanan', 'minuman']",10,"(-5.41142243561738, 105.30500165377995)",tidak layak konsumsi,True,True,False,False
