penerima_id,jenis_makanan_dibutuhkan,jumlah_dibutuhkan,lokasi_penerima,jumlah_diterima,makanan_layak_konsumsi,is_halal,is_for_child,is_for_elderly,is_alergan_free
R391,"['makanan', 'minuman']",2,"(-5.39391804424599, 105.21404483615694)",4,tidak layak konsumsi,False,False,False,False
R392,"['makanan', 'minuman']",10,"(-5.39955670975038, 105.22938765199653)",1,"['layak konsumsi', 'hampir kadaluarsa']",True,True,False,True
R393,['minuman'],1,"(-5.39978600543684, 105.24010071365231)",5,tidak layak konsumsi,False,False,False,False
R394,"['makanan', 'minuman']",1,"(-5.38478640698262, 105.21128903690295)",1,tidak layak konsumsi,False,False,False,False
R395,"['makanan', 'minuman']",4,"(-5.39983798089988, 105.266095651893)",5,tidak layak konsumsi,False,False,False,False
R396,"['makanan', 'minuman']",4,"(-5.42176323811378, 105.21131730438385)",4,"['layak konsumsi', 'hampir kadaluarsa']",True,False,False,False
R397,['makanan'],3,"(-5.41882699036455, 105.27515237059202)",5,"['layak konsumsi', 'hampir kadaluarsa']",True,True,True,False
R398,['minuman'],6,"(-5.40119746995403, 105.28993368051087)",2,tidak layak konsumsi,False,False,False,False
R399,['minuman'],2,"(-5.41076406037945, 105.25883949285648)",3,['hampir kadaluarsa'],True,False,False,False
R400,"['makanan', 'minuman']",5,"(-5.41228604754215, 105.2594074406452)",3,tidak layak konsumsi,False,False,False,False
R401,['minuman'],9,"(-5.38909732743635, 105.25020564989245)",1,tidak layak konsumsi,False,False,False,False
R402,['makanan'],8,"(-5.42974137183885, 105.28876176322966)",0,['hampir kadaluarsa'],False,True,False,False
R403,['makanan'],5,"(-5.4159238425545, 105.30940511222889)",2,"['layak konsumsi', 'hampir kadaluarsa']",False,False,False,True
R404,['makanan'],1,"(-5.42437197570859, 105.3127600400871)",5,"['layak konsumsi', 'hampir kadaluarsa']",False,False,True,True
R405,"['makanan', 'minuman']",10,"(-5.43601511729754, 105.25406613015183)",2,tidak layak konsumsi,False,False,False,False
R406,"['makanan', 'minuman']",2,"(-5.39810277579398, 105.2544881730866)",2,tidak layak konsumsi,False,False,False,False
R407,"['makanan', 'minuman']",1,"(-5.41427867396618, 105.2758394988811)",5,tidak layak konsumsi,False,False,False,False
R408,['minuman'],5,"(-5.38863638732307, 105.2946618254977)",4,tidak layak konsumsi,False,False,False,False
R409,['minuman'],4,"(-5.42024654110875, 105.21317825982658)",4,tidak layak konsumsi,False,False,False,False
R410,['minuman'],6,"(-5.42973157850195, 105.22257558193509)",3,tidak layak konsumsi,False,False,False,False
R411,['minuman'],8,"(-5.39551087163843, 105.21046489568542)",2,['hampir kadaluarsa'],True,True,True,False
R412,['minuman'],9,"(-5.41402517163639, 105.22248451096495)",1,"['layak konsumsi', 'hampir kadaluarsa']",True,True,True,False
R413,['minuman'],5,"(-5.4215178115225, 105.30432030862433)",3,"['layak konsumsi', 'hampir kadaluarsa']",False,False,False,False
R414,"['makanan', 'minuman']",4,"(-5.41421502185773, 105.22826770583119)",3,tidak layak konsumsi,False,False,False,False
R415,['minuman'],2,"(-5.39328597862703, 105.30989760031993)",4,tidak layak konsumsi,False,False,False,False
R416,"['makanan', 'minuman']",8,"(-5.3906093773106, 105.23658296509402)",1,['hampir kadaluarsa'],False,False,True,True
R417,['makanan'],1,"(-5.42399662458624, 105.24930430869169)",2,tidak layak konsumsi,False,False,False,False
R418,"['makanan', 'minuman']",8,"(-5.38657383692809, 105.22515652232653)",0,tidak layak konsumsi,False,False,False,False
R419,['minuman'],7,"(-5.37725147557668, 105.27797748081885)",1,tidak layak konsumsi,False,False,False,False
R420,['minuman'],7,"(-5.40652082376298, 105.25182595560779)",0,['layak konsumsi'],True,True,True,False
R421,['minuman'],6,"(-5.39466348649984, 105.21436434014973)",0,['layak konsumsi'],True,False,True,False
R422,['makanan'],10,"(-5.37884957474368, 105.29886362428871)",0,tidak layak konsumsi,False,False,False,False
R423,['makanan'],4,"(-5.37387074387572, 105.288006646304)",2,tidak layak konsumsi,False,False,False,False
R424,"['makanan', 'minuman']",1,"(-5.40685676633982, 105.23434037342379)",0,tidak layak konsumsi,False,False,False,False
R425,['makanan'],5,"(-5.38779266733699, 105.27110029773625)",2,"['layak konsumsi', 'hampir kadaluarsa']",True,False,True,True
R426,"['makanan', 'minuman']",2,"(-5.43053877036838, 105.28081515833512)",4,['layak konsumsi'],True,False,True,False
R427,['makanan'],3,"(-5.4058060096593, 105.21179913264874)",5,"['layak konsumsi', 'hampir kadaluarsa']",False,False,True,True
R428,"['makanan', 'minuman']",4,"(-5.4343788918915, 105.2547961110237)",0,['hampir kadaluarsa'],False,True,True,True
R429,"['makanan', 'minuman']",2,"(-5.38144228690711, 105.25823550332375)",5,tidak layak konsumsi,False,False,False,False
R430,['minuman'],4,"(-5.41181937292797, 105.2826591819887)",2,['hampir kadaluarsa'],False,True,True,True
R431,"['makanan', 'minuman']",10,"(-5.41427069348252, 105.22814052411104)",0,tidak layak konsumsi,False,False,False,False
R432,['makanan'],1,"(-5.41206171529732, 105.29501925383343)",3,tidak layak konsumsi,False,False,False,False
R433,['minuman'],1,"(-5.41325600925368, 105.31008934771901)",0,"['layak konsumsi', 'hampir kadaluarsa']",True,True,False,True
R434,['makanan'],4,"(-5.41061897355849, 105.26513074492983)",4,tidak layak konsumsi,False,False,False,False
R435,"['makanan', 'minuman']",4,"(-5.42323875053323, 105.23713534481249)",2,"['layak konsumsi', 'hampir kadaluarsa']",False,False,True,True
R436,['minuman'],5,"(-5.41686986005906, 105.22921286939852)",4,"['layak konsumsi', 'hampir kadaluarsa']",True,False,True,True
R437,['makanan'],6,"(-5.38186038838214, 105.26499684140866)",5,tidak layak konsumsi,False,False,False,False
R438,"['makanan', 'minuman']",9,"(-5.42627010265176, 105.27676976018824)",5,['hampir kadaluarsa'],True,False,False,False
R439,['makanan'],2,"(-5.42259308965435, 105.24154187289881)",0,['layak konsumsi'],True,False,False,False
R440,['makanan'],8,"(-5.37889117665614, 105.2762500274226)",2,['hampir kadaluarsa'],False,True,False,False
R441,"['makanan', 'minuman']",8,"(-5.42672755766855, 105.27884396545576)",0,tidak layak konsumsi,False,False,False,False
R442,"['makanan', 'minuman']",1,"(-5.42817362922838, 105.29702018591759)",2,tidak layak konsumsi,False,False,False,False
R443,"['makanan', 'minuman']",4,"(-5.40255110536662, 105.23607875326694)",0,"['layak konsumsi', 'hampir kadaluarsa']",False,False,True,True
R444,"['makanan', 'minuman']",10,"(-5.3772646137246, 105.23626803659401)",5,['layak konsumsi'],False,False,False,True
R445,"['makanan', 'minuman']",7,"(-5.42704857406488, 105.22975706412868)",3,tidak layak konsumsi,False,False,False,False
R446,"['makanan', 'minuman']",8,"(-5.41373612317127, 105.25637053122914)",1,"['layak konsumsi', 'hampir kadaluarsa']",True,False,False,True
R447,"['makanan', 'minuman']",4,"(-5.40803516191743, 105.24530473805046)",4,tidak layak konsumsi,False,False,False,False
R448,['minuman'],10,"(-5.38131594931584, 105.22278448975307)",1,['hampir kadaluarsa'],True,True,True,True
R449,['makanan'],8,"(-5.43839069628702, 105.2216109692538)",4,['layak konsumsi'],False,False,False,True
R450,['minuman'],5,"(-5.39417926407217, 105.31391349717616)",2,"['layak konsumsi', 'hampir kadaluarsa']",False,True,False,False
R451,['makanan'],1,"(-5.40248611471313, 105.2631827779777)",0,['hampir kadaluarsa'],True,True,True,False
R452,"['makanan', 'minuman']",10,"(-5.40112906110283, 105.26459605165643)",4,"['layak konsumsi', 'hampir kadaluarsa']",True,False,True,False
R453,['minuman'],6,"(-5.41633927459414, 105.2498027839366)",4,tidak layak konsumsi,False,False,False,False
R454,"['makanan', 'minuman']",4,"(-5.41609430072668, 105.29226278264578)",2,['hampir kadaluarsa'],True,True,True,False
R455,['minuman'],8,"(-5.43550110897742, 105.30108570848888)",2,"['layak konsumsi', 'hampir kadaluarsa']",False,True,False,False
R456,"['makanan', 'minuman']",2,"(-5.40662024871728, 105.30086367748184)",2,"['layak konsumsi', 'hampir kadaluarsa']",False,True,False,False
R457,['makanan'],9,"(-5.39725950873337, 105.23203634320144)",5,['layak konsumsi'],True,False,False,True
R458,['makanan'],8,"(-5.42355647901461, 105.2584439867857)",5,tidak layak konsumsi,False,False,False,False
R459,['minuman'],5,"(-5.438158818521, 105.27254802121496)",2,['hampir kadaluarsa'],False,True,True,False
R460,"['makanan', 'minuman']",9,"(-5.42110873361209, 105.29563906031977)",5,"['layak konsumsi', 'hampir kadaluarsa']",False,True,False,False
R461,['minuman'],4,"(-5.41926632613933, 105.27834503622978)",3,tidak layak konsumsi,False,False,False,False
R462,['minuman'],10,"(-5.42410822577111, 105.28609972932911)",2,['layak konsumsi'],True,False,True,True
R463,['minuman'],3,"(-5.4031012056215, 105.23621531164676)",5,['hampir kadaluarsa'],True,False,True,True
R464,"['makanan', 'minuman']",10,"(-5.42660171049697, 105.23178737444051)",1,tidak layak konsumsi,False,False,False,False
R465,['makanan'],6,"(-5.38026314183236, 105.22460252269951)",5,tidak layak konsumsi,False,False,False,False
R466,['makanan'],2,"(-5.4210731394006, 105.21388011895058)",2,"['layak konsumsi', 'hampir kadaluarsa']",False,True,False,False
R467,"['makanan', 'minuman']",5,"(-5.37852207984786, 105.30535731522505)",0,"['layak konsumsi', 'hampir kadaluarsa']",False,False,True,True
R468,"['makanan', 'minuman']",10,"(-5.42285466846766, 105.23763131838159)",3,"['layak konsumsi', 'hampir kadaluarsa']",False,False,False,True
R469,"['makanan', 'minuman']",10,"(-5.3831810977207, 105.20894629524172)",0,tidak layak konsumsi,False,False,False,False
R470,"['makanan', 'minuman']",9,"(-5.38471489137913, 105.21888737832194)",1,tidak layak konsumsi,False,False,False,False
R471,"['makanan', 'minuman']",6,"(-5.37381630701469, 105.31207208729951)",4,tidak layak konsumsi,False,False,False,False
R472,['minuman'],3,"(-5.43835759149107, 105.31116891270126)",5,tidak layak konsumsi,False,False,False,False
R473,['makanan'],7,"(-5.41623299453584, 105.22010729633406)",4,tidak layak konsumsi,False,False,False,False
R474,"['makanan', 'minuman']",9,"(-5.37430804614934, 105.2718938633831)",1,"['layak konsumsi', 'hampir kadaluarsa']",False,True,True,False
R475,['makanan'],7,"(-5.42302867036051, 105.28954641688226)",3,tidak layak konsumsi,False,False,False,False
R476,['minuman'],10,"(-5.40134600701391, 105.30564895709551)",4,tidak layak konsumsi,False,False,False,False
R477,['minuman'],5,"(-5.41003569294901, 105.29889813699607)",3,"['layak konsumsi', 'hampir kadaluarsa']",False,True,False,False
R478,['makanan'],7,"(-5.39963022686856, 105.31106024551632)",0,tidak layak konsumsi,False,False,False,False
R479,['minuman'],1,"(-5.41648721722123, 105.29600773472426)",2,"['layak konsumsi', 'hampir kadaluarsa']",True,True,True,True
R480,"['makanan', 'minuman']",7,"(-5.43573110711709, 105.2157722194669)",4,tidak layak konsumsi,False,False,False,False
R481,"['makanan', 'minuman']",8,"(-5.41050405463709, 105.27011636717216)",0,['layak konsumsi'],False,True,False,True
R482,['minuman'],7,"(-5.39115974099083, 105.21976254148764)",1,tidak layak konsumsi,False,False,False,False
R483,"['makanan', 'minuman']",6,"(-5.40835613550204, 105.23889651538252)",3,['layak konsumsi'],False,False,True,False
R484,['minuman'],6,"(-5.42964718299948, 105.23682191892195)",2,['hampir kadaluarsa'],False,True,True,False
R485,['makanan'],8,"(-5.37603990115372, 105.25586169688586)",3,tidak layak konsumsi,False,False,False,False
R486,['minuman'],7,"(-5.37618247657209, 105.29294652247641)",4,"['layak konsumsi', 'hampir kadaluarsa']",False,False,False,False
R487,"['makanan', 'minuman']",9,"(-5.41622395159939, 105.23010088087791)",4,['hampir kadaluarsa'],False,False,True,True
R488,['minuman'],4,"(-5.37521482740756, 105.26353389070671)",1,tidak layak konsumsi,False,False,False,False
R489,['minuman'],7,"(-5.38019175440022, 105.29399236359934)",0,['hampir kadaluarsa'],False,False,False,False
R490,"['makanan', 'minuman']",10,"(-5.40742348973796, 105.28133166832205)",5,['layak konsumsi'],True,True,True,True
R491,"['makanan', 'minuman']",9,"(-5.42871404265073, 105.21149659080835)",0,tidak layak konsumsi,False,False,False,False
R492,['minuman'],1,"(-5.43438550661422, 105.236858694223)",5,tidak layak konsumsi,False,False,False,False
R493,"['makanan', 'minuman']",6,"(-5.42814142881979, 105.2135682290702)",1,tidak layak konsumsi,False,False,False,False
R494,['minuman'],8,"(-5.38480840832794, 105.30499600696186)",1,tidak layak konsumsi,False,False,False,False
R495,"['makanan', 'minuman']",6,"(-5.41615111766167, 105.29168595041456)",0,tidak layak konsumsi,False,False,False,False
R496,"['makanan', 'minuman']",8,"(-5.41372497158379, 105.30795161479888)",5,tidak layak konsumsi,False,False,False,False
R497,['makanan'],7,"(-5.39135988938024, 105.28100328692507)",1,tidak layak konsumsi,False,False,False,False
R498,"['makanan', 'minuman']",9,"(-5.38681582641069, 105.28777139935573)",3,"['layak konsumsi', 'hampir kadaluarsa']",True,True,False,False
R499,"['makanan', 'minuman']",1,"(-5.42716768528316, 105.24476347767758)",2,"['layak konsumsi', 'hampir kadaluarsa']",False,True,False,True
R500,['minuman'],7,"(-5.39327685155786, 105.26909167360607)",1,['hampir kadaluarsa'],True,True,False,False
R501,['minuman'],10,"(-5.4094819675651, 105.26800011055342)",0,"['layak konsumsi', 'hampir kadaluarsa']",True,False,False,False
R502,"['makanan', 'minuman']",7,"(-5.43761832821041, 105.28520235134084)",3,tidak layak konsumsi,False,False,False,False
R503,"['makanan', 'minuman']",4,"(-5.39033934575667, 105.26114458276668)",5,['layak konsumsi'],False,False,False,True
R504,"['makanan', 'minuman']",9,"(-5.37984763844798, 105.24349875024272)",2,"['layak konsumsi', 'hampir kadaluarsa']",True,False,False,True
R505,"['makanan', 'minuman']",9,"(-5.42152909968126, 105.30289044059676)",1,['layak konsumsi'],False,True,True,False
R506,"['makanan', 'minuman']",10,"(-5.39189035388746, 105.27554216963917)",2,"['layak konsumsi', 'hampir kadaluarsa']",False,True,True,True
R507,"['makanan', 'minuman']",8,"(-5.40419304845279, 105.29386535780363)",1,"['layak konsumsi', 'hampir kadaluarsa']",False,True,True,True
R508,['makanan'],9,"(-5.43613265437758, 105.25039350155124)",0,"['layak konsumsi', 'hampir kadaluarsa']",True,False,False,True
R509,['makanan'],2,"(-5.421523650703, 105.26625310140115)",2,tidak layak konsumsi,False,False,False,False
R510,['makanan'],4,"(-5.38881814110608, 105.23239477045014)",3,"['layak konsumsi', 'hampir kadaluarsa']",True,False,True,True
R511,"['makanan', 'minuman']",10,"(-5.38085087099525, 105.25665699953059)",0,"['layak konsumsi', 'hampir kadaluarsa']",True,False,False,True
R512,"['makanan', 'minuman']",10,"(-5.4153105947782, 105.27333089189865)",2,tidak layak konsumsi,False,False,False,False
R513,"['makanan', 'minuman']",4,"(-5.38982029221833, 105.26352098311953)",0,"['layak konsumsi', 'hampir kadaluarsa']",False,False,True,False
R514,"['makanan', 'minuman']",10,"(-5.38532300200147, 105.23555058778925)",4,['layak konsumsi'],False,False,True,False
R515,['minuman'],10,"(-5.40382296855267, 105.27118696810581)",3,"['layak konsumsi', 'hampir kadaluarsa']",False,False,True,True
R516,"['makanan', 'minuman']",4,"(-5.38679647835299, 105.2450706249961)",1,tidak layak konsumsi,False,False,False,False
R517,"['makanan', 'minuman']",10,"(-5.38963853027639, 105.29379063491272)",2,tidak layak konsumsi,False,False,False,False
R518,"['makanan', 'minuman']",1,"(-5.4196206335499, 105.29574786368526)",1,tidak layak konsumsi,False,False,False,False
R519,['makanan'],1,"(-5.41195791236341, 105.29056909278626)",1,tidak layak konsumsi,False,False,False,False
R520,['makanan'],4,"(-5.39816407779928, 105.28726477943968)",2,['hampir kadaluarsa'],True,True,False,True
R521,['minuman'],8,"(-5.43069805769905, 105.2122790412027)",2,tidak layak konsumsi,False,False,False,False
R522,"['makanan', 'minuman']",3,"(-5.37557739921551, 105.22384703704279)",5,['hampir kadaluarsa'],False,False,True,True
R523,"['makanan', 'minuman']",9,"(-5.42350839202308, 105.24505064604817)",1,tidak layak konsumsi,False,False,False,False
R524,"['makanan', 'minuman']",6,"(-5.43863538320889, 105.27000948425876)",2,"['layak konsumsi', 'hampir kadaluarsa']",True,True,True,True
R525,['minuman'],6,"(-5.42144297272022, 105.30412987426361)",5,['layak konsumsi'],False,True,False,True
R526,"['makanan', 'minuman']",3,"(-5.39061206941742, 105.30278058362313)",1,"['layak konsumsi', 'hampir kadaluarsa']",False,True,True,True
R527,"['makanan', 'minuman']",8,"(-5.43204433209607, 105.23034416754072)",5,"['layak konsumsi', 'hampir kadaluarsa']",False,False,False,True
R528,"['makanan', 'minuman']",3,"(-5.38897164412352, 105.31058663946618)",1,tidak layak konsumsi,False,False,False,False
R529,"['makanan', 'minuman']",1,"(-5.41451634302297, 105.26130985424281)",5,tidak layak konsumsi,False,False,False,False
R530,['makanan'],1,"(-5.38066715417521, 105.30276252394661)",2,tidak layak konsumsi,False,False,False,False
R531,['minuman'],2,"(-5.40955757294752, 105.2285403752653)",2,['layak konsumsi'],True,True,True,True
R532,"['makanan', 'minuman']",5,"(-5.4118093390458, 105.24423646783667)",3,tidak layak konsumsi,False,False,False,False
R533,['minuman'],7,"(-5.43454189551879, 105.21640126363889)",5,"['layak konsumsi', 'hampir kadaluarsa']",True,True,False,False
R534,['makanan'],10,"(-5.40402226520033, 105.27784030738097)",3,tidak layak konsumsi,False,False,False,False
R535,['minuman'],1,"(-5.39735823402252, 105.31084138645697)",2,"['layak konsumsi', 'hampir kadaluarsa']",False,False,True,True
R536,['makanan'],9,"(-5.39999296557852, 105.29613427804)",5,tidak layak konsumsi,False,False,False,False
R537,"['makanan', 'minuman']",7,"(-5.41374466113938, 105.23950627383961)",3,['hampir kadaluarsa'],False,True,True,False
R538,"['makanan', 'minuman']",10,"(-5.37919652599132, 105.24165861996377)",3,['layak konsumsi'],False,True,False,False
R539,['minuman'],9,"(-5.39666417241981, 105.25746697882106)",5,tidak layak konsumsi,False,False,False,False
R540,"['makanan', 'minuman']",9,"(-5.40234487980373, 105.26642506873267)",2,tidak layak konsumsi,False,False,False,False
R541,"['makanan', 'minuman']",7,"(-5.39751633819337, 105.25978950713758)",5,tidak layak konsumsi,False,False,False,False
R542,"['makanan', 'minuman']",5,"(-5.43171549406193, 105.22232792919411)",4,tidak layak konsumsi,False,False,False,False
R543,['makanan'],7,"(-5.43586040333357, 105.25157322335943)",0,['hampir kadaluarsa'],True,True,False,True
R544,['minuman'],10,"(-5.40428747719929, 105.2692629433105)",3,['hampir kadaluarsa'],True,True,False,False
R545,['minuman'],5,"(-5.40087363210578, 105.21836949240833)",2,tidak layak konsumsi,False,False,False,False
R546,"['makanan', 'minuman']",6,"(-5.42222796511019, 105.21825360713898)",4,tidak layak konsumsi,False,False,False,False
R547,['makanan'],3,"(-5.42275060067737, 105.21757317562306)",4,"['layak konsumsi', 'hampir kadaluarsa']",True,False,True,False
R548,"['makanan', 'minuman']",2,"(-5.37791970324225, 105.23160046882742)",4,['layak konsumsi'],False,True,False,False
R549,['makanan'],4,"(-5.42893948134737, 105.24356151627707)",0,"['layak konsumsi', 'hampir kadaluarsa']",True,True,True,True
R550,['minuman'],3,"(-5.40465035927721, 105.26659823096735)",3,['hampir kadaluarsa'],False,False,True,True
R551,['makanan'],7,"(-5.38803913753511, 105.26405229828359)",2,tidak layak konsumsi,False,False,False,False
R552,"['makanan', 'minuman']",4,"(-5.41777841650398, 105.2833689130164)",1,tidak layak konsumsi,False,False,False,False
R553,['minuman'],1,"(-5.37760085219498, 105.26654294256186)",3,"['layak konsumsi', 'hampir kadaluarsa']",True,True,False,True
R554,['makanan'],2,"(-5.39318406254552, 105.26452632548578)",2,"['layak konsumsi', 'hampir kadaluarsa']",True,True,True,True
R555,"['makanan', 'minuman']",6,"(-5.40666957176357, 105.22156110492789)",4,['layak konsumsi'],False,True,True,True
R556,"['makanan', 'minuman']",7,"(-5.39535839688717, 105.30174512171799)",4,tidak layak konsumsi,False,False,False,False
R557,['makanan'],9,"(-5.41655483578017, 105.28348732423018)",0,"['layak konsumsi', 'hampir kadaluarsa']",True,True,True,True
R558,['minuman'],3,"(-5.43188906566523, 105.28922093502703)",5,"['layak konsumsi', 'hampir kadaluarsa']",False,False,True,True
R559,"['makanan', 'minuman']",7,"(-5.39911632504459, 105.2623913292194)",3,tidak layak konsumsi,False,False,False,False
R560,['makanan'],1,"(-5.39389264734399, 105.24899007994331)",3,tidak layak konsumsi,False,False,False,False
R561,['minuman'],7,"(-5.42734970773432, 105.26313881524275)",3,['layak konsumsi'],False,True,True,True
R562,"['makanan', 'minuman']",8,"(-5.42088246724478, 105.24105291409506)",1,tidak layak konsumsi,False,False,False,False
R563,"['makanan', 'minuman']",5,"(-5.38075203369029, 105.270035255825)",0,tidak layak konsumsi,False,False,False,False
R564,['minuman'],2,"(-5.38544736766418, 105.26606542504702)",1,['layak konsumsi'],True,True,True,False
R565,"['makanan', 'minuman']",8,"(-5.41000257616918, 105.25482814803392)",3,tidak layak konsumsi,False,False,False,False
R566,['minuman'],5,"(-5.37964644792339, 105.23169979979987)",4,tidak layak konsumsi,False,False,False,False
R567,['makanan'],8,"(-5.43661329276065, 105.27192412989746)",5,tidak layak konsumsi,False,False,False,False
R568,"['makanan', 'minuman']",1,"(-5.41219897163165, 105.30545563353286)",2,"['layak konsumsi', 'hampir kadaluarsa']",True,False,True,False
R569,['minuman'],8,"(-5.41535579476793, 105.26395405662753)",3,tidak layak konsumsi,False,False,False,False
R570,"['makanan', 'minuman']",4,"(-5.38401945414911, 105.26575518309019)",5,['hampir kadaluarsa'],False,False,True,False
R571,['makanan'],3,"(-5.42007131379365, 105.2999881142506)",1,['hampir kadaluarsa'],False,True,False,True
R572,['minuman'],2,"(-5.41682458022347, 105.27671968517069)",5,"['layak konsumsi', 'hampir kadaluarsa']",True,False,True,True
R573,['minuman'],10,"(-5.38095256564749, 105.26882645862685)",4,tidak layak konsumsi,False,False,False,False
R574,"['makanan', 'minuman']",10,"(-5.41981753258762, 105.22816740838083)",2,tidak layak konsumsi,False,False,False,False
R575,"['makanan', 'minuman']",9,"(-5.38182523726085, 105.21709099659174)",5,"['layak konsumsi', 'hampir kadaluarsa']",True,False,True,False
R576,['makanan'],4,"(-5.38807975868276, 105.228428958014)",3,['layak konsumsi'],False,True,False,True
R577,"['makanan', 'minuman']",2,"(-5.43026692745234, 105.21950590379066)",1,"['layak konsumsi', 'hampir kadaluarsa']",False,False,True,False
R578,['makanan'],10,"(-5.41827441074393, 105.29770523396806)",5,['layak konsumsi'],False,False,False,True
R579,['minuman'],10,"(-5.41243193978496, 105.2875179453678)",0,tidak layak konsumsi,False,False,False,False
R580,['minuman'],8,"(-5.40460884430587, 105.21057039737524)",1,"['layak konsumsi', 'hampir kadaluarsa']",False,False,True,True
R581,['makanan'],7,"(-5.39623447883054, 105.22215933099338)",2,"['layak konsumsi', 'hampir kadaluarsa']",True,False,True,True
R582,"['makanan', 'minuman']",1,"(-5.43335023768002, 105.2889232390913)",0,tidak layak konsumsi,False,False,False,False
R583,['makanan'],8,"(-5.40386169049886, 105.26319742271063)",4,"['layak konsumsi', 'hampir kadaluarsa']",True,False,True,True
R584,['minuman'],2,"(-5.43395607702097, 105.28036256444786)",4,tidak layak konsumsi,False,False,False,False
R585,['minuman'],7,"(-5.37996228651877, 105.24987872548861)",5,"['layak konsumsi', 'hampir kadaluarsa']",True,False,True,False
R586,['makanan'],9,"(-5.418050557973, 105.21794749802504)",3,tidak layak konsumsi,False,False,False,False
R587,['makanan'],5,"(-5.42021410266094, 105.23423488881745)",2,tidak layak konsumsi,False,False,False,False
R588,"['makanan', 'minuman']",10,"(-5.41951337702097, 105.30933301866239)",3,tidak layak konsumsi,False,False,False,False
R589,"['makanan', 'minuman']",5,"(-5.39284826816639, 105.27377097542985)",4,['hampir kadaluarsa'],False,True,False,True
R590,['makanan'],5,"(-5.42013290233546, 105.20942930945698)",4,"['layak konsumsi', 'hampir kadaluarsa']",False,True,True,True
R591,"['makanan', 'minuman']",2,"(-5.41273176495007, 105.2879181902306)",3,tidak layak konsumsi,False,False,False,False
R592,['makanan'],6,"(-5.41571008541949, 105.2312253664959)",3,tidak layak konsumsi,False,False,False,False
R593,['makanan'],8,"(-5.37598310051026, 105.21071120179545)",5,tidak layak konsumsi,False,False,False,False
R594,['minuman'],2,"(-5.43752457641728, 105.2793726553422)",1,tidak layak konsumsi,False,False,False,False
R595,"['makanan', 'minuman']",7,"(-5.42768878568983, 105.28141340535755)",4,"['layak konsumsi', 'hampir kadaluarsa']",False,True,False,False
R596,['makanan'],4,"(-5.42089604608416, 105.30536084631707)",5,tidak layak konsumsi,False,False,False,False
R597,['minuman'],5,"(-5.41985737031364, 105.22013747242501)",5,tidak layak konsumsi,False,False,False,False
R598,"['makanan', 'minuman']",6,"(-5.4030564458003, 105.20889674083504)",3,['layak konsumsi'],False,True,False,True
R599,"['makanan', 'minuman']",9,"(-5.40261270602501, 105.21039023487897)",5,['hampir kadaluarsa'],False,True,False,True
R600,['minuman'],3,"(-5.37761413121357, 105.23376625572133)",5,tidak layak konsumsi,False,False,False,False
R601,['makanan'],10,"(-5.42420991704019, 105.28894995941715)",2,['hampir kadaluarsa'],True,True,True,False
R602,"['makanan', 'minuman']",4,"(-5.40436399542361, 105.26720653712954)",5,tidak layak konsumsi,False,False,False,False
R603,"['makanan', 'minuman']",9,"(-5.43698463533228, 105.26646765385611)",5,"['layak konsumsi', 'hampir kadaluarsa']",False,False,False,False
R604,['makanan'],1,"(-5.42184858013074, 105.29088287605153)",1,['hampir kadaluarsa'],False,False,False,False
R605,['minuman'],10,"(-5.43503215516446, 105.23785967551196)",2,tidak layak konsumsi,False,False,False,False
R606,['minuman'],3,"(-5.43054814575936, 105.21460474209788)",5,tidak layak konsumsi,False,False,False,False
R607,"['makanan', 'minuman']",8,"(-5.38345687795467, 105.26771794691088)",3,tidak layak konsumsi,False,False,False,False
R608,['minuman'],1,"(-5.42418370666999, 105.28208934276398)",2,['hampir kadaluarsa'],True,True,False,True
R609,"['makanan', 'minuman']",3,"(-5.40110095388007, 105.28551480532435)",3,tidak layak konsumsi,False,False,False,False
R610,['minuman'],7,"(-5.38166737238845, 105.30216802158003)",5,"['layak konsumsi', 'hampir kadaluarsa']",True,True,False,True
R611,"['makanan', 'minuman']",10,"(-5.38055619636853, 105.30916985196589)",1,tidak layak konsumsi,False,False,False,False
R612,['makanan'],4,"(-5.41597764932204, 105.31110980680322)",3,['hampir kadaluarsa'],False,True,False,True
R613,['minuman'],10,"(-5.42415632799346, 105.29909738401678)",4,tidak layak konsumsi,False,False,False,False
R614,"['makanan', 'minuman']",8,"(-5.37683300688959, 105.21885311654952)",3,"['layak konsumsi', 'hampir kadaluarsa']",False,True,True,False
R615,['minuman'],8,"(-5.38304111202201, 105.26307663570358)",1,tidak layak konsumsi,False,False,False,False
R616,"['makanan', 'minuman']",6,"(-5.42639428325069, 105.3118071352954)",3,['hampir kadaluarsa'],False,True,True,True
R617,['minuman'],4,"(-5.37477466361342, 105.27333838165112)",1,['layak konsumsi'],False,False,True,True
R618,"['makanan', 'minuman']",10,"(-5.40363216908855, 105.21462920832414)",2,tidak layak konsumsi,False,False,False,False
R619,['minuman'],1,"(-5.4066428582867, 105.30700184733999)",3,['layak konsumsi'],True,False,True,False
R620,['minuman'],3,"(-5.39706376078197, 105.23438261368261)",5,tidak layak konsumsi,False,False,False,False
R621,['minuman'],7,"(-5.4004910723214, 105.26981190379587)",4,tidak layak konsumsi,False,False,False,False
R622,"['makanan', 'minuman']",5,"(-5.42571749482857, 105.27887209546441)",2,['hampir kadaluarsa'],True,True,False,True
