id_penyumbang,makanan_disumbangkan,jumlah_disumbangkan,lokasi_lat_penyumbang,lokasi_lon_penyumbang,kondisi_makanan,is_halal_donor,is_for_child_donor,is_for_elderly_donor,is_alergan,id_penerima,makanan_dibutuhkan,jumlah_dibutuhkan,lokasi_lat_penerima,lokasi_lon_penerima,frekuensi_menerima,kondisi_makanan_diterima,is_halal_receiver,is_for_child_receiver,is_for_elderly_receiver,is_alergan_free,status_penerima,matching_score
D66,minuman,25,-5.3894353167913644,105.24493687962172,hampir_kadaluarsa,False,False,False,True,T74,makanan_minuman,27,-5.365638660896078,105.23057151792226,4,hampir_kadaluarsa,True,False,False,True,mendesak,0.7325925925925926
D3,minuman,16,-5.388751377335418,105.24740447692768,tidak_layak_konsumsi,False,True,False,False,T26,makanan_minuman,7,-5.372421562233417,105.2657899577272,8,layak_konsumsi_hampir_kadaluarsa,True,False,False,True,normal,0.5333333333333333
D90,makanan_minuman,8,-5.40338699814192,105.28115568575512,layak_konsumsi,False,False,True,True,T20,minuman,37,-5.369794990481451,105.28887759264008,4,layak_konsumsi_hampir_kadaluarsa,False,True,True,True,normal,0.36162162162162165
D15,minuman,27,-5.397828303916788,105.27217770023536,hampir_kadaluarsa,False,False,False,True,T45,makanan,40,-5.380132933886118,105.23174945202544,7,layak_konsumsi_hampir_kadaluarsa,True,True,False,False,normal,0.30187500000000006
D53,minuman,3,-5.393267085884303,105.23614364347894,hampir_kadaluarsa,False,True,True,False,T81,minuman,25,-5.385611370230906,105.24602874642858,1,tidak_layak konsumsi,False,True,False,True,normal,0.5745
D72,minuman,26,-5.374670666051994,105.24035985354315,layak_konsumsi,True,True,False,True,T8,minuman,25,-5.405861402188426,105.24526636423208,7,layak_konsumsi,True,False,True,True,tidak mendesak,0.559375
D18,makanan_minuman,3,-5.402681531467454,105.25888154721396,layak_konsumsi,False,False,True,True,T21,makanan_minuman,32,-5.37413226402992,105.26711209662466,3,layak_konsumsi,True,True,True,True,normal,0.5031249999999999
D1,minuman,3,-5.395512338172377,105.2894940149432,layak_konsumsi,True,True,True,False,T26,makanan_minuman,7,-5.372421562233417,105.2657899577272,8,layak_konsumsi_hampir_kadaluarsa,True,False,False,True,normal,0.5761904761904763
D5,minuman,47,-5.375620858087632,105.27656171883736,layak_konsumsi,True,True,True,False,T19,makanan,19,-5.372220550592904,105.25794844155962,7,hampir_kadaluarsa,True,False,True,True,normal,0.509375
D48,minuman,5,-5.373470910725599,105.28990581141038,layak_konsumsi,True,True,True,False,T8,minuman,25,-5.405861402188426,105.24526636423208,7,layak_konsumsi,True,False,True,True,tidak mendesak,0.579375
D67,makanan,14,-5.386661700060163,105.2676490933051,layak_konsumsi,True,False,True,True,T46,minuman,49,-5.4019639499640135,105.24466033546528,5,layak_konsumsi_hampir_kadaluarsa,True,True,True,False,mendesak,0.4910714285714286
D92,minuman,42,-5.404217170644957,105.28421622459317,tidak_layak_konsumsi,True,False,False,True,T51,minuman,36,-5.374338085764345,105.28468646738956,6,hampir_kadaluarsa,False,False,True,True,tidak mendesak,0.48571428571428577
D21,makanan,39,-5.402120468538793,105.24511549049598,layak_konsumsi,True,False,True,True,T54,minuman,2,-5.379657152373781,105.2698861008449,10,hampir_kadaluarsa,False,True,False,True,mendesak,0.38181818181818183
D4,minuman,18,-5.388486526031104,105.25748585782053,hampir_kadaluarsa,True,False,False,False,T32,makanan,36,-5.370438503126896,105.28519116408656,10,layak_konsumsi_hampir_kadaluarsa,True,True,True,False,normal,0.48181818181818187
D69,makanan_minuman,12,-5.382221808256285,105.25758579718968,layak_konsumsi,True,False,True,True,T54,minuman,2,-5.379657152373781,105.2698861008449,10,hampir_kadaluarsa,False,True,False,True,mendesak,0.5568181818181818
D89,minuman,22,-5.403917274078296,105.23294425245292,hampir_kadaluarsa,False,True,True,False,T2,minuman,20,-5.395715596342399,105.2619966594031,9,hampir_kadaluarsa,True,True,True,False,tidak mendesak,0.7324999999999998
D10,makanan_minuman,39,-5.387884154741927,105.26111062883372,tidak_layak_konsumsi,True,False,False,False,T94,minuman,35,-5.374230515527416,105.22970759178568,7,hampir_kadaluarsa,False,False,False,True,mendesak,0.609375
D2,makanan,8,-5.399151001784689,105.24778601033132,layak_konsumsi,True,False,True,False,T25,makanan_minuman,6,-5.371688281037655,105.24955254759531,1,layak_konsumsi,False,True,True,True,mendesak,0.8624999999999998
D87,makanan,49,-5.397097073647581,105.22634045859176,tidak_layak_konsumsi,True,True,True,False,T67,makanan_minuman,42,-5.404514433154517,105.2350065524054,7,layak_konsumsi_hampir_kadaluarsa,False,False,False,False,mendesak,0.684375
D56,minuman,48,-5.3939290273903575,105.26810799164636,layak_konsumsi,False,False,False,False,T33,minuman,5,-5.374699957648608,105.2858724054971,4,layak_konsumsi,True,False,True,False,tidak mendesak,0.6399999999999999
D20,makanan,43,-5.4031843110010485,105.25529859688586,hampir_kadaluarsa,True,True,False,True,T89,makanan,14,-5.399108023771207,105.27216958344378,4,layak_konsumsi_hampir_kadaluarsa,False,False,True,False,tidak mendesak,0.6649999999999999
D74,minuman,38,-5.394003989502165,105.28870522241154,layak_konsumsi,False,True,True,False,T79,makanan_minuman,48,-5.381030519656766,105.23681123025402,5,layak_konsumsi,True,True,False,True,mendesak,0.6416666666666666
D50,minuman,1,-5.370598011128274,105.27555641055186,hampir_kadaluarsa,True,True,False,False,T18,makanan_minuman,6,-5.37031110474935,105.2548199234742,6,layak_konsumsi_hampir_kadaluarsa,False,False,True,False,normal,0.6273809523809524
D14,makanan_minuman,28,-5.388348704592493,105.2661298025372,tidak_layak_konsumsi,False,False,False,False,T39,makanan,12,-5.389982896871855,105.24811384027576,8,hampir_kadaluarsa,False,True,False,False,tidak mendesak,0.4833333333333334
D69,makanan_minuman,12,-5.382221808256285,105.25758579718968,layak_konsumsi,True,False,True,True,T22,minuman,41,-5.402191352778549,105.24684477192488,7,layak_konsumsi_hampir_kadaluarsa,True,False,True,True,mendesak,0.5886432926829268
D51,makanan_minuman,27,-5.382394894625796,105.24457559725164,hampir_kadaluarsa,True,False,True,False,T60,minuman,18,-5.396231541170549,105.23523512554382,7,hampir_kadaluarsa,True,False,False,True,tidak mendesak,0.6343749999999999
D53,minuman,3,-5.393267085884303,105.23614364347894,hampir_kadaluarsa,False,True,True,False,T65,makanan_minuman,42,-5.4044392619929225,105.24243096894084,10,layak_konsumsi_hampir_kadaluarsa,True,True,True,True,tidak mendesak,0.5639610389610389
D34,makanan,27,-5.398378554655068,105.26671657498574,hampir_kadaluarsa,False,False,True,True,T20,minuman,37,-5.369794990481451,105.28887759264008,4,layak_konsumsi_hampir_kadaluarsa,False,True,True,True,normal,0.312972972972973
D67,makanan,14,-5.386661700060163,105.2676490933051,layak_konsumsi,True,False,True,True,T47,minuman,25,-5.403560282540464,105.2417630988575,5,layak_konsumsi_hampir_kadaluarsa,False,False,True,False,tidak mendesak,0.5185000000000001
D62,makanan,42,-5.392415036530002,105.28639845374046,hampir_kadaluarsa,False,True,True,False,T10,makanan_minuman,41,-5.378808574001295,105.2585414717999,2,layak_konsumsi_hampir_kadaluarsa,False,True,False,True,normal,0.725
D28,makanan,17,-5.385612914339666,105.28485916486996,layak_konsumsi,True,False,False,True,T9,makanan,15,-5.372639329426373,105.25765231417024,10,hampir_kadaluarsa,True,True,False,True,tidak mendesak,0.5568181818181818
D8,makanan,49,-5.370207732828833,105.25013599666508,hampir_kadaluarsa,False,True,True,False,T76,makanan,15,-5.3723874300841725,105.28575491035448,4,layak_konsumsi,True,False,False,True,mendesak,0.59
D97,makanan,48,-5.383527180051562,105.27624454696864,layak_konsumsi,True,True,False,True,T63,minuman,46,-5.367038847988304,105.25458678096442,5,layak_konsumsi,True,True,True,True,normal,0.4875
D10,makanan_minuman,39,-5.387884154741927,105.26111062883372,tidak_layak_konsumsi,True,False,False,False,T62,minuman,16,-5.370237522037654,105.25175008304672,10,layak_konsumsi,False,False,False,False,normal,0.6318181818181818
D37,makanan,42,-5.40511676592093,105.24038153429125,hampir_kadaluarsa,False,False,True,True,T86,minuman,31,-5.386114849911168,105.27045945270868,5,tidak_layak konsumsi,True,False,False,False,normal,0.2625
D62,makanan,42,-5.392415036530002,105.28639845374046,hampir_kadaluarsa,False,True,True,False,T83,makanan_minuman,37,-5.395735065850102,105.26762745154667,1,tidak_layak konsumsi,False,True,False,True,normal,0.6625
D74,minuman,38,-5.394003989502165,105.28870522241154,layak_konsumsi,False,True,True,False,T95,makanan_minuman,25,-5.400424486390704,105.28099722354634,7,hampir_kadaluarsa,True,True,False,False,tidak mendesak,0.559375
D45,minuman,37,-5.381551436256586,105.24900172594998,layak_konsumsi,True,False,False,False,T43,makanan,19,-5.40538078795366,105.23590563896394,9,tidak_layak konsumsi,True,True,True,True,normal,0.5325
D42,minuman,7,-5.386564767300895,105.25194956368269,layak_konsumsi,False,True,True,True,T79,makanan_minuman,48,-5.381030519656766,105.23681123025402,5,layak_konsumsi,True,True,False,True,mendesak,0.5520833333333334
D73,makanan,45,-5.399407663530504,105.2690081151535,hampir_kadaluarsa,True,True,False,False,T79,makanan_minuman,48,-5.381030519656766,105.23681123025402,5,layak_konsumsi,True,True,False,True,mendesak,0.7812499999999999
D56,minuman,48,-5.3939290273903575,105.26810799164636,layak_konsumsi,False,False,False,False,T16,makanan,40,-5.380794750411897,105.28023092149604,8,tidak_layak konsumsi,True,True,True,False,normal,0.4333333333333334
D68,makanan_minuman,21,-5.397554649384687,105.24483623289284,hampir_kadaluarsa,False,False,True,False,T83,makanan_minuman,37,-5.395735065850102,105.26762745154667,1,tidak_layak konsumsi,False,True,False,True,normal,0.6192567567567567
D63,makanan,46,-5.40127655596131,105.26470749761482,layak_konsumsi,False,False,True,True,T27,minuman,2,-5.368871101874476,105.26069496524246,8,tidak_layak konsumsi,False,True,False,True,normal,0.25833333333333336
D47,minuman,44,-5.3828562016740245,105.25028093860752,layak_konsumsi,True,False,False,False,T65,makanan_minuman,42,-5.4044392619929225,105.24243096894084,10,layak_konsumsi_hampir_kadaluarsa,True,True,True,True,tidak mendesak,0.7568181818181817
D21,makanan,39,-5.402120468538793,105.24511549049598,layak_konsumsi,True,False,True,True,T61,makanan,24,-5.383732284836639,105.25163123860786,5,tidak_layak konsumsi,True,False,False,True,normal,0.5375
D34,makanan,27,-5.398378554655068,105.26671657498574,hampir_kadaluarsa,False,False,True,True,T12,makanan,50,-5.388068736063081,105.25775482344024,2,layak_konsumsi,True,True,True,False,normal,0.579
D76,makanan_minuman,37,-5.385314898715345,105.26463346689106,hampir_kadaluarsa,False,False,False,True,T16,makanan,40,-5.380794750411897,105.28023092149604,8,tidak_layak konsumsi,True,True,True,False,normal,0.5258333333333333
D82,makanan_minuman,39,-5.38725927589944,105.27966483379274,layak_konsumsi,True,False,False,True,T25,makanan_minuman,6,-5.371688281037655,105.24955254759531,1,layak_konsumsi,False,True,True,True,mendesak,0.7874999999999999
D6,makanan,41,-5.384734908252485,105.27228250342677,hampir_kadaluarsa,False,True,True,True,T74,makanan_minuman,27,-5.365638660896078,105.23057151792226,4,hampir_kadaluarsa,True,False,False,True,mendesak,0.565
D44,minuman,31,-5.3994847090146125,105.2336404311752,hampir_kadaluarsa,False,True,False,False,T62,minuman,16,-5.370237522037654,105.25175008304672,10,layak_konsumsi,False,False,False,False,normal,0.6318181818181818
D47,minuman,44,-5.3828562016740245,105.25028093860752,layak_konsumsi,True,False,False,False,T92,minuman,38,-5.395378305211837,105.27793105408936,3,hampir_kadaluarsa,True,False,True,True,tidak mendesak,0.66875
D33,makanan,14,-5.390628555560123,105.23822458473308,tidak_layak_konsumsi,True,False,False,True,T80,makanan_minuman,34,-5.383450310730308,105.28377679760852,9,tidak_layak konsumsi,False,False,True,True,normal,0.3986764705882353
D4,minuman,18,-5.388486526031104,105.25748585782053,hampir_kadaluarsa,True,False,False,False,T97,makanan_minuman,41,-5.369458595044679,105.26370560997476,7,tidak_layak konsumsi,True,False,True,False,mendesak,0.6282774390243903
D71,makanan,21,-5.395346966915577,105.23860337592312,hampir_kadaluarsa,False,True,False,False,T48,makanan,27,-5.4051271784764,105.25389445101617,8,tidak_layak konsumsi,False,False,False,False,normal,0.611111111111111
D50,minuman,1,-5.370598011128274,105.27555641055186,hampir_kadaluarsa,True,True,False,False,T2,minuman,20,-5.395715596342399,105.2619966594031,9,hampir_kadaluarsa,True,True,True,False,tidak mendesak,0.6374999999999998
D33,makanan,14,-5.390628555560123,105.23822458473308,tidak_layak_konsumsi,True,False,False,True,T49,minuman,21,-5.401598958575674,105.27346986699298,1,layak_konsumsi,True,False,True,True,tidak mendesak,0.2041666666666667
D22,minuman,45,-5.380992845242162,105.27061104036004,hampir_kadaluarsa,False,False,False,False,T18,makanan_minuman,6,-5.37031110474935,105.2548199234742,6,layak_konsumsi_hampir_kadaluarsa,False,False,True,False,normal,0.7107142857142856
D77,minuman,27,-5.388561414198374,105.22840627511742,hampir_kadaluarsa,False,True,True,True,T19,makanan,19,-5.372220550592904,105.25794844155962,7,hampir_kadaluarsa,True,False,True,True,normal,0.309375
D99,minuman,50,-5.388888571392728,105.2565906246676,hampir_kadaluarsa,True,False,False,True,T28,makanan_minuman,37,-5.393149441660301,105.25792649238338,10,hampir_kadaluarsa,True,True,True,True,mendesak,0.8318181818181817
D78,minuman,50,-5.398744706229384,105.2606756801194,layak_konsumsi,False,True,False,False,T13,makanan,27,-5.403203353556323,105.26040644381716,5,layak_konsumsi_hampir_kadaluarsa,False,True,False,False,tidak mendesak,0.5625
D42,minuman,7,-5.386564767300895,105.25194956368269,layak_konsumsi,False,True,True,True,T76,makanan,15,-5.3723874300841725,105.28575491035448,4,layak_konsumsi,True,False,False,True,mendesak,0.31166666666666665
D7,minuman,23,-5.3960607791163255,105.22681368370942,tidak_layak_konsumsi,True,True,True,True,T67,makanan_minuman,42,-5.404514433154517,105.2350065524054,7,layak_konsumsi_hampir_kadaluarsa,False,False,False,False,mendesak,0.6391369047619048
D4,minuman,18,-5.388486526031104,105.25748585782053,hampir_kadaluarsa,True,False,False,False,T22,minuman,41,-5.402191352778549,105.24684477192488,7,layak_konsumsi_hampir_kadaluarsa,True,False,True,True,mendesak,0.7032774390243902
D43,makanan_minuman,10,-5.374270810339923,105.2343515469888,tidak_layak_konsumsi,True,True,True,True,T2,minuman,20,-5.395715596342399,105.2619966594031,9,hampir_kadaluarsa,True,True,True,False,tidak mendesak,0.45749999999999996
D25,minuman,20,-5.388062728710642,105.22635086184668,layak_konsumsi,True,False,True,True,T79,makanan_minuman,48,-5.381030519656766,105.23681123025402,5,layak_konsumsi,True,True,False,True,mendesak,0.6791666666666666
D24,makanan,14,-5.395504890180095,105.26160410241188,layak_konsumsi,False,False,False,False,T52,minuman,47,-5.375894119619393,105.28468986906444,6,layak_konsumsi_hampir_kadaluarsa,True,True,True,False,tidak mendesak,0.39050151975683894
D35,makanan,34,-5.403297473756234,105.23044612604272,tidak_layak_konsumsi,True,True,True,True,T10,makanan_minuman,41,-5.378808574001295,105.2585414717999,2,layak_konsumsi_hampir_kadaluarsa,False,True,False,True,normal,0.4579268292682927
D15,minuman,27,-5.397828303916788,105.27217770023536,hampir_kadaluarsa,False,False,False,True,T43,makanan,19,-5.40538078795366,105.23590563896394,9,tidak_layak konsumsi,True,True,True,True,normal,0.2575
D18,makanan_minuman,3,-5.402681531467454,105.25888154721396,layak_konsumsi,False,False,True,True,T59,makanan_minuman,13,-5.397477069328855,105.24508441261938,5,tidak_layak konsumsi,True,False,False,False,normal,0.4605769230769231
D61,makanan_minuman,46,-5.378198995355426,105.23039652427006,layak_konsumsi,True,True,True,False,T14,makanan_minuman,25,-5.405373580704513,105.2759378077154,7,tidak_layak konsumsi,True,False,False,True,tidak mendesak,0.509375
D75,makanan,50,-5.375898429896728,105.28893441932836,layak_konsumsi,False,False,False,False,T23,makanan_minuman,48,-5.377686767907542,105.2302085225336,10,tidak_layak konsumsi,False,True,False,False,mendesak,0.6068181818181818
D93,minuman,34,-5.375042227403705,105.2623060788294,hampir_kadaluarsa,False,False,True,False,T98,makanan_minuman,7,-5.378248378692264,105.27908759930236,6,layak_konsumsi,False,True,True,True,mendesak,0.7607142857142856
D36,makanan,13,-5.398680359449724,105.2689725805642,layak_konsumsi,False,False,True,False,T66,makanan_minuman,28,-5.373646089250235,105.28563111028993,3,hampir_kadaluarsa,False,False,False,True,tidak mendesak,0.6151785714285715
D79,minuman,16,-5.38559871454733,105.26540929530356,layak_konsumsi,False,True,False,True,T74,makanan_minuman,27,-5.365638660896078,105.23057151792226,4,hampir_kadaluarsa,True,False,False,True,mendesak,0.44925925925925925
D86,minuman,29,-5.403491647960264,105.24392614492989,hampir_kadaluarsa,False,False,True,False,T59,makanan_minuman,13,-5.397477069328855,105.24508441261938,5,tidak_layak konsumsi,True,False,False,False,normal,0.5375
D85,minuman,3,-5.401472171853621,105.24867205428662,hampir_kadaluarsa,False,True,False,False,T57,minuman,39,-5.371358177451811,105.2379364121958,9,hampir_kadaluarsa,False,True,True,True,mendesak,0.6651923076923075
D59,makanan_minuman,19,-5.387627127098842,105.28972016283124,layak_konsumsi,True,False,False,True,T97,makanan_minuman,41,-5.369458595044679,105.26370560997476,7,tidak_layak konsumsi,True,False,True,False,mendesak,0.5557164634146342
D21,makanan,39,-5.402120468538793,105.24511549049598,layak_konsumsi,True,False,True,True,T95,makanan_minuman,25,-5.400424486390704,105.28099722354634,7,hampir_kadaluarsa,True,True,False,False,tidak mendesak,0.584375
D60,minuman,3,-5.380904753788723,105.24616470271825,layak_konsumsi,False,True,True,True,T68,makanan,41,-5.393579743899067,105.2655448019048,3,tidak_layak konsumsi,True,True,True,False,tidak mendesak,0.3010670731707317
D35,makanan,34,-5.403297473756234,105.23044612604272,tidak_layak_konsumsi,True,True,True,True,T85,minuman,19,-5.39779814491477,105.25857814062344,6,hampir_kadaluarsa,True,False,True,True,mendesak,0.3857142857142858
D86,minuman,29,-5.403491647960264,105.24392614492989,hampir_kadaluarsa,False,False,True,False,T17,makanan_minuman,12,-5.405527194625631,105.27239815083271,2,layak_konsumsi,True,True,True,False,tidak mendesak,0.575
D59,makanan_minuman,19,-5.387627127098842,105.28972016283124,layak_konsumsi,True,False,False,True,T26,makanan_minuman,7,-5.372421562233417,105.2657899577272,8,layak_konsumsi_hampir_kadaluarsa,True,False,False,True,normal,0.7083333333333333
D42,minuman,7,-5.386564767300895,105.25194956368269,layak_konsumsi,False,True,True,True,T71,minuman,19,-5.37550673001975,105.27881923041603,8,hampir_kadaluarsa,True,False,True,True,tidak mendesak,0.3951754385964913
D59,makanan_minuman,19,-5.387627127098842,105.28972016283124,layak_konsumsi,True,False,False,True,T78,makanan_minuman,32,-5.393063436518988,105.2388540721831,1,layak_konsumsi_hampir_kadaluarsa,True,True,True,False,normal,0.721875
D92,minuman,42,-5.404217170644957,105.28421622459317,tidak_layak_konsumsi,True,False,False,True,T50,minuman,14,-5.370069366251486,105.26884882662708,1,hampir_kadaluarsa,False,False,True,True,mendesak,0.5375
D11,makanan,5,-5.392628128241042,105.24903190940238,hampir_kadaluarsa,True,True,False,False,T41,minuman,9,-5.376539608366373,105.23427578420235,6,layak_konsumsi,False,False,False,True,mendesak,0.5162698412698413
D79,minuman,16,-5.38559871454733,105.26540929530356,layak_konsumsi,False,True,False,True,T95,makanan_minuman,25,-5.400424486390704,105.28099722354634,7,hampir_kadaluarsa,True,True,False,False,tidak mendesak,0.623375
D13,minuman,17,-5.386299823444227,105.26379881661356,tidak_layak_konsumsi,False,False,True,True,T87,minuman,8,-5.393398057234725,105.28340940019498,6,hampir_kadaluarsa,False,False,True,False,normal,0.7357142857142857
D85,minuman,3,-5.401472171853621,105.24867205428662,hampir_kadaluarsa,False,True,False,False,T31,makanan,24,-5.405373096184968,105.22932688252544,10,tidak_layak konsumsi,True,False,False,False,normal,0.24431818181818182
D16,minuman,17,-5.391223769138686,105.2269277272507,tidak_layak_konsumsi,False,True,False,True,T32,makanan,36,-5.370438503126896,105.28519116408656,10,layak_konsumsi_hampir_kadaluarsa,True,True,True,False,normal,0.20404040404040405
D36,makanan,13,-5.398680359449724,105.2689725805642,layak_konsumsi,False,False,True,False,T51,minuman,36,-5.374338085764345,105.28468646738956,6,hampir_kadaluarsa,False,False,True,True,tidak mendesak,0.49682539682539684
D59,makanan_minuman,19,-5.387627127098842,105.28972016283124,layak_konsumsi,True,False,False,True,T47,minuman,25,-5.403560282540464,105.2417630988575,5,layak_konsumsi_hampir_kadaluarsa,False,False,True,False,tidak mendesak,0.46349999999999997
D33,makanan,14,-5.390628555560123,105.23822458473308,tidak_layak_konsumsi,True,False,False,True,T55,makanan,12,-5.388522386483765,105.27706277908672,8,layak_konsumsi_hampir_kadaluarsa,True,True,False,True,tidak mendesak,0.4083333333333334
D20,makanan,43,-5.4031843110010485,105.25529859688586,hampir_kadaluarsa,True,True,False,True,T52,minuman,47,-5.375894119619393,105.28468986906444,6,layak_konsumsi_hampir_kadaluarsa,True,True,True,False,tidak mendesak,0.3772036474164134
D54,minuman,10,-5.3980140447703855,105.255045658296,tidak_layak_konsumsi,True,True,True,True,T98,makanan_minuman,7,-5.378248378692264,105.27908759930236,6,layak_konsumsi,False,True,True,True,mendesak,0.6857142857142856
D31,makanan_minuman,28,-5.400815311027927,105.25148995166929,tidak_layak_konsumsi,True,True,False,False,T42,minuman,2,-5.380736035100376,105.26898118993108,4,hampir_kadaluarsa,True,False,False,False,tidak mendesak,0.49000000000000005
D59,makanan_minuman,19,-5.387627127098842,105.28972016283124,layak_konsumsi,True,False,False,True,T59,makanan_minuman,13,-5.397477069328855,105.24508441261938,5,tidak_layak konsumsi,True,False,False,False,normal,0.6625
D94,makanan_minuman,40,-5.399110952634129,105.25013349542232,hampir_kadaluarsa,False,True,True,True,T55,makanan,12,-5.388522386483765,105.27706277908672,8,layak_konsumsi_hampir_kadaluarsa,True,True,False,True,tidak mendesak,0.3583333333333334
D8,makanan,49,-5.370207732828833,105.25013599666508,hampir_kadaluarsa,False,True,True,False,T4,makanan_minuman,15,-5.37023611446767,105.2656968734426,5,hampir_kadaluarsa,False,True,False,False,mendesak,0.8374999999999998
D71,makanan,21,-5.395346966915577,105.23860337592312,hampir_kadaluarsa,False,True,False,False,T36,makanan_minuman,6,-5.401535933637472,105.280817664295,8,layak_konsumsi_hampir_kadaluarsa,False,True,False,False,normal,0.7333333333333333
D2,makanan,8,-5.399151001784689,105.24778601033132,layak_konsumsi,True,False,True,False,T20,minuman,37,-5.369794990481451,105.28887759264008,4,layak_konsumsi_hampir_kadaluarsa,False,True,True,True,normal,0.36162162162162165
D80,makanan_minuman,14,-5.386937061229559,105.23782749317752,hampir_kadaluarsa,False,False,True,True,T21,makanan_minuman,32,-5.37413226402992,105.26711209662466,3,layak_konsumsi,True,True,True,True,normal,0.3875
D19,minuman,9,-5.401234434034385,105.2773591320624,layak_konsumsi,True,False,True,False,T35,makanan,7,-5.403418685394739,105.23045957440934,1,hampir_kadaluarsa,True,False,False,False,normal,0.46249999999999997
D7,minuman,23,-5.3960607791163255,105.22681368370942,tidak_layak_konsumsi,True,True,True,True,T85,minuman,19,-5.39779814491477,105.25857814062344,6,hampir_kadaluarsa,True,False,True,True,mendesak,0.5107142857142857
D70,minuman,16,-5.377834585492679,105.2725919346605,tidak_layak_konsumsi,True,True,True,True,T71,minuman,19,-5.37550673001975,105.27881923041603,8,hampir_kadaluarsa,True,False,True,True,tidak mendesak,0.4675438596491228
D78,minuman,50,-5.398744706229384,105.2606756801194,layak_konsumsi,False,True,False,False,T25,makanan_minuman,6,-5.371688281037655,105.24955254759531,1,layak_konsumsi,False,True,True,True,mendesak,0.8624999999999998
D62,makanan,42,-5.392415036530002,105.28639845374046,hampir_kadaluarsa,False,True,True,False,T59,makanan_minuman,13,-5.397477069328855,105.24508441261938,5,tidak_layak konsumsi,True,False,False,False,normal,0.4625
D44,minuman,31,-5.3994847090146125,105.2336404311752,hampir_kadaluarsa,False,True,False,False,T59,makanan_minuman,13,-5.397477069328855,105.24508441261938,5,tidak_layak konsumsi,True,False,False,False,normal,0.5375
D9,makanan_minuman,27,-5.367461280082591,105.28626940342386,hampir_kadaluarsa,False,False,False,True,T74,makanan_minuman,27,-5.365638660896078,105.23057151792226,4,hampir_kadaluarsa,True,False,False,True,mendesak,0.6649999999999999
D11,makanan,5,-5.392628128241042,105.24903190940238,hampir_kadaluarsa,True,True,False,False,T80,makanan_minuman,34,-5.383450310730308,105.28377679760852,9,tidak_layak konsumsi,False,False,True,True,normal,0.47220588235294114
D42,minuman,7,-5.386564767300895,105.25194956368269,layak_konsumsi,False,True,True,True,T87,minuman,8,-5.393398057234725,105.28340940019498,6,hampir_kadaluarsa,False,False,True,False,normal,0.6232142857142857
D56,minuman,48,-5.3939290273903575,105.26810799164636,layak_konsumsi,False,False,False,False,T44,makanan_minuman,10,-5.398236754579025,105.27665241846417,8,layak_konsumsi,True,False,False,False,tidak mendesak,0.7333333333333332
D99,minuman,50,-5.388888571392728,105.2565906246676,hampir_kadaluarsa,True,False,False,True,T81,minuman,25,-5.385611370230906,105.24602874642858,1,tidak_layak konsumsi,False,True,False,True,normal,0.5625
D62,makanan,42,-5.392415036530002,105.28639845374046,hampir_kadaluarsa,False,True,True,False,T89,makanan,14,-5.399108023771207,105.27216958344378,4,layak_konsumsi_hampir_kadaluarsa,False,False,True,False,tidak mendesak,0.6649999999999999
D28,makanan,17,-5.385612914339666,105.28485916486996,layak_konsumsi,True,False,False,True,T62,minuman,16,-5.370237522037654,105.25175008304672,10,layak_konsumsi,False,False,False,False,normal,0.6068181818181818
D84,minuman,7,-5.396959940732887,105.28989320008138,tidak_layak_konsumsi,True,True,False,False,T88,makanan_minuman,39,-5.405180281479233,105.23735188275133,4,tidak_layak konsumsi,True,True,False,False,mendesak,0.6329487179487179
D21,makanan,39,-5.402120468538793,105.24511549049598,layak_konsumsi,True,False,True,True,T68,makanan,41,-5.393579743899067,105.2655448019048,3,tidak_layak konsumsi,True,True,True,False,tidak mendesak,0.5888719512195122
D78,minuman,50,-5.398744706229384,105.2606756801194,layak_konsumsi,False,True,False,False,T70,makanan,19,-5.367002881852326,105.2353520685338,10,layak_konsumsi,True,True,True,True,tidak mendesak,0.3568181818181818
D59,makanan_minuman,19,-5.387627127098842,105.28972016283124,layak_konsumsi,True,False,False,True,T57,minuman,39,-5.371358177451811,105.2379364121958,9,hampir_kadaluarsa,False,True,True,True,mendesak,0.5312179487179486
D30,makanan,12,-5.385013653607261,105.25994892561371,layak_konsumsi,True,False,False,False,T41,minuman,9,-5.376539608366373,105.23427578420235,6,layak_konsumsi,False,False,False,True,mendesak,0.7357142857142855
D30,makanan,12,-5.385013653607261,105.25994892561371,layak_konsumsi,True,False,False,False,T49,minuman,21,-5.401598958575674,105.27346986699298,1,layak_konsumsi,True,False,True,True,tidak mendesak,0.5196428571428571
D6,makanan,41,-5.384734908252485,105.27228250342677,hampir_kadaluarsa,False,True,True,True,T5,minuman,48,-5.396749754234537,105.27453068998103,10,layak_konsumsi,True,False,False,False,tidak mendesak,0.3422348484848485
D30,makanan,12,-5.385013653607261,105.25994892561371,layak_konsumsi,True,False,False,False,T100,makanan_minuman,28,-5.403640622561667,105.229304709088,3,hampir_kadaluarsa,True,True,False,True,normal,0.586607142857143
D81,minuman,10,-5.388872497290944,105.27455470631608,tidak_layak_konsumsi,True,True,False,True,T80,makanan_minuman,34,-5.383450310730308,105.28377679760852,9,tidak_layak konsumsi,False,False,True,True,normal,0.4619117647058824
D13,minuman,17,-5.386299823444227,105.26379881661356,tidak_layak_konsumsi,False,False,True,True,T50,minuman,14,-5.370069366251486,105.26884882662708,1,hampir_kadaluarsa,False,False,True,True,mendesak,0.7124999999999999
