penerima_id,jenis_makanan_dibutuhkan,jumlah_dibutuhkan,lokasi_penerima,jumlah_diterima,makanan_layak_konsumsi,is_halal,is_for_child,is_for_elderly,is_alergan_free
R468,"['minuman', 'makanan']",5,"(-5.40230040645257, 105.28926452753512)",4,tidak layak konsumsi,False,False,False,False
R469,['makanan'],1,"(-5.41011929166023, 105.27268542220868)",1,tidak layak konsumsi,False,False,False,False
R470,"['makanan', 'minuman']",7,"(-5.41135718721345, 105.2634314213223)",4,"['layak konsumsi', 'hampir kadaluarsa']",False,False,False,True
R471,"['minuman', 'makanan']",2,"(-5.39799424733736, 105.2687185239314)",0,"['hampir kadaluarsa', 'layak konsumsi']",False,True,True,False
R472,"['minuman', 'makanan']",2,"(-5.4012919466247, 105.30853053119745)",0,['layak konsumsi'],True,False,True,False
R473,"['makanan', 'minuman']",2,"(-5.39048796834585, 105.23832279911561)",5,tidak layak konsumsi,False,False,False,False
R474,"['minuman', 'makanan']",2,"(-5.39193968735324, 105.21522166134098)",1,tidak layak konsumsi,False,False,False,False
R475,['minuman'],3,"(-5.41399516304396, 105.22970358788315)",5,tidak layak konsumsi,False,False,False,False
R476,"['minuman', 'makanan']",1,"(-5.3998317297926, 105.28010582406438)",3,tidak layak konsumsi,False,False,False,False
R477,"['makanan', 'minuman']",2,"(-5.43110897657207, 105.24404350730072)",2,tidak layak konsumsi,False,False,False,False
R478,['minuman'],6,"(-5.39012913837663, 105.24491660037371)",3,tidak layak konsumsi,False,False,False,False
R479,"['minuman', 'makanan']",6,"(-5.38253455260111, 105.22704808588863)",2,tidak layak konsumsi,False,False,False,False
R480,"['makanan', 'minuman']",7,"(-5.41249963765526, 105.28455740226529)",3,"['hampir kadaluarsa', 'layak konsumsi']",False,False,True,False
R481,['makanan'],4,"(-5.42093775410837, 105.23309311485515)",2,"['hampir kadaluarsa', 'layak konsumsi']",True,False,True,True
R482,['minuman'],2,"(-5.42137268730287, 105.24134656896614)",1,['hampir kadaluarsa'],True,True,True,True
R483,['makanan'],3,"(-5.43799469513515, 105.31089225670765)",0,tidak layak konsumsi,False,False,False,False
R484,['minuman'],2,"(-5.4389918815598, 105.21436719229104)",2,tidak layak konsumsi,False,False,False,False
R485,"['minuman', 'makanan']",10,"(-5.43314815858627, 105.25725180717096)",3,"['layak konsumsi', 'hampir kadaluarsa']",True,False,False,True
R486,['minuman'],1,"(-5.40479184643667, 105.27075762049488)",1,"['layak konsumsi', 'hampir kadaluarsa']",True,True,False,True
R487,['makanan'],7,"(-5.42059166406936, 105.31316384130052)",5,tidak layak konsumsi,False,False,False,False
R488,['makanan'],5,"(-5.42652186399499, 105.31032506049674)",0,tidak layak konsumsi,False,False,False,False
R489,"['makanan', 'minuman']",5,"(-5.38448128039532, 105.29867506328343)",1,tidak layak konsumsi,False,False,False,False
R490,['minuman'],2,"(-5.40475285392537, 105.29709875518974)",4,"['layak konsumsi', 'hampir kadaluarsa']",False,False,True,True
R491,['makanan'],8,"(-5.41735681630967, 105.31069289403088)",0,tidak layak konsumsi,False,False,False,False
R492,"['minuman', 'makanan']",9,"(-5.42890736145662, 105.30908240441983)",0,tidak layak konsumsi,False,False,False,False
R493,"['minuman', 'makanan']",1,"(-5.41195756176557, 105.22007461489976)",4,tidak layak konsumsi,False,False,False,False
R494,['makanan'],3,"(-5.41652219902075, 105.31144934729821)",3,['layak konsumsi'],True,False,True,True
R495,['makanan'],3,"(-5.40764868015889, 105.21892484115041)",2,"['hampir kadaluarsa', 'layak konsumsi']",True,False,False,True
R496,"['makanan', 'minuman']",10,"(-5.39142329950013, 105.29273172576389)",1,tidak layak konsumsi,False,False,False,False
R497,"['makanan', 'minuman']",10,"(-5.43767130411529, 105.30094195360017)",0,tidak layak konsumsi,False,False,False,False
R498,['minuman'],8,"(-5.43811856877249, 105.29407634110247)",5,['hampir kadaluarsa'],False,True,True,True
R499,['makanan'],3,"(-5.41859745824757, 105.26933815438862)",4,['layak konsumsi'],True,False,True,False
R500,['minuman'],9,"(-5.38005427707919, 105.2940220670557)",4,['layak konsumsi'],False,True,False,False
R501,['minuman'],6,"(-5.37589016562678, 105.23857089783537)",4,tidak layak konsumsi,False,False,False,False
R502,"['minuman', 'makanan']",5,"(-5.41801125004469, 105.31300356592672)",4,tidak layak konsumsi,False,False,False,False
R503,['minuman'],9,"(-5.43274676456744, 105.27088674872437)",5,['layak konsumsi'],False,False,True,True
R504,"['minuman', 'makanan']",10,"(-5.42359908864269, 105.28716071185559)",2,tidak layak konsumsi,False,False,False,False
R505,['minuman'],1,"(-5.40343054924127, 105.22117050425867)",2,tidak layak konsumsi,False,False,False,False
R506,['makanan'],9,"(-5.43547548487585, 105.23821554976276)",3,tidak layak konsumsi,False,False,False,False
R507,['makanan'],6,"(-5.41778000065496, 105.30790618241515)",4,tidak layak konsumsi,False,False,False,False
R508,['minuman'],1,"(-5.38817255354257, 105.30035437455682)",5,tidak layak konsumsi,False,False,False,False
R509,['minuman'],1,"(-5.39016960423877, 105.24630318019061)",0,tidak layak konsumsi,False,False,False,False
R510,"['minuman', 'makanan']",10,"(-5.37638375270075, 105.25093384499057)",2,tidak layak konsumsi,False,False,False,False
R511,['minuman'],4,"(-5.37400446087549, 105.2815589127643)",3,"['layak konsumsi', 'hampir kadaluarsa']",False,False,True,True
R512,['makanan'],2,"(-5.38248681799616, 105.21226722954015)",3,tidak layak konsumsi,False,False,False,False
R513,"['makanan', 'minuman']",4,"(-5.3933845610232, 105.21693794539262)",1,tidak layak konsumsi,False,False,False,False
R514,"['makanan', 'minuman']",2,"(-5.37887051005391, 105.30711737073064)",3,tidak layak konsumsi,False,False,False,False
R515,['minuman'],4,"(-5.40165665726113, 105.27540959548371)",4,tidak layak konsumsi,False,False,False,False
R516,"['minuman', 'makanan']",1,"(-5.39020758738241, 105.29739386450562)",1,"['hampir kadaluarsa', 'layak konsumsi']",False,False,False,False
R517,"['makanan', 'minuman']",7,"(-5.41803431262124, 105.22362318407494)",1,['layak konsumsi'],True,False,False,False
R518,['makanan'],7,"(-5.41279202843237, 105.2179008458258)",4,tidak layak konsumsi,False,False,False,False
R519,['makanan'],5,"(-5.41400600651413, 105.24656903558729)",2,['layak konsumsi'],False,False,True,True
R520,"['minuman', 'makanan']",6,"(-5.42807433820171, 105.25260716191069)",0,['layak konsumsi'],False,False,True,True
R521,"['makanan', 'minuman']",10,"(-5.42807346314142, 105.25142465148278)",5,tidak layak konsumsi,False,False,False,False
R522,"['minuman', 'makanan']",9,"(-5.39328949358188, 105.23580255786995)",3,['hampir kadaluarsa'],False,False,False,False
R523,"['minuman', 'makanan']",7,"(-5.41950909251224, 105.28348995874705)",0,tidak layak konsumsi,False,False,False,False
R524,['minuman'],6,"(-5.42027348105353, 105.2413114307748)",2,tidak layak konsumsi,False,False,False,False
R525,"['makanan', 'minuman']",3,"(-5.41431679592891, 105.25738956920246)",5,tidak layak konsumsi,False,False,False,False
R526,['minuman'],8,"(-5.41672801187569, 105.29086761722718)",0,"['layak konsumsi', 'hampir kadaluarsa']",True,True,True,False
R527,"['makanan', 'minuman']",4,"(-5.42567699799032, 105.25763988864192)",4,"['hampir kadaluarsa', 'layak konsumsi']",False,True,False,False
R528,['minuman'],10,"(-5.38252483794401, 105.27044371707296)",2,tidak layak konsumsi,False,False,False,False
R529,"['minuman', 'makanan']",7,"(-5.39415194781367, 105.2110597694542)",4,['layak konsumsi'],True,True,False,False
R530,"['makanan', 'minuman']",7,"(-5.37394691363552, 105.23500190902617)",4,"['layak konsumsi', 'hampir kadaluarsa']",True,False,False,True
R531,"['minuman', 'makanan']",6,"(-5.4311465818969, 105.27117403132304)",2,"['hampir kadaluarsa', 'layak konsumsi']",False,False,True,True
R532,['makanan'],10,"(-5.4312789479101, 105.24154164855322)",3,"['layak konsumsi', 'hampir kadaluarsa']",False,False,False,False
R533,"['minuman', 'makanan']",9,"(-5.43751766982445, 105.2879268704804)",3,"['hampir kadaluarsa', 'layak konsumsi']",False,False,False,True
R534,"['makanan', 'minuman']",9,"(-5.43879682518107, 105.24369748131119)",3,"['layak konsumsi', 'hampir kadaluarsa']",True,False,False,True
R535,"['makanan', 'minuman']",9,"(-5.41459068292689, 105.23908791372037)",4,tidak layak konsumsi,False,False,False,False
R536,['makanan'],5,"(-5.42181146298883, 105.22883017907846)",1,tidak layak konsumsi,False,False,False,False
R537,"['minuman', 'makanan']",5,"(-5.39776535093137, 105.24407620331858)",3,['hampir kadaluarsa'],False,True,True,True
R538,"['minuman', 'makanan']",3,"(-5.42986932804358, 105.28372392091542)",3,['hampir kadaluarsa'],True,False,True,True
R539,"['makanan', 'minuman']",8,"(-5.42984331655316, 105.25329051633328)",1,tidak layak konsumsi,False,False,False,False
R540,['minuman'],7,"(-5.3901314299724, 105.22199779397266)",2,tidak layak konsumsi,False,False,False,False
R541,['makanan'],8,"(-5.40245849747135, 105.24839057264302)",3,"['layak konsumsi', 'hampir kadaluarsa']",True,True,False,False
R542,"['makanan', 'minuman']",9,"(-5.3936201518912, 105.2306239827527)",3,"['layak konsumsi', 'hampir kadaluarsa']",True,True,False,False
R543,['minuman'],5,"(-5.37733328039286, 105.29031223652132)",1,tidak layak konsumsi,False,False,False,False
R544,['minuman'],2,"(-5.41597317806188, 105.27279057286349)",0,"['hampir kadaluarsa', 'layak konsumsi']",True,False,True,True
R545,"['minuman', 'makanan']",4,"(-5.38884040944085, 105.2492912541396)",5,tidak layak konsumsi,False,False,False,False
R546,['minuman'],9,"(-5.37778088560104, 105.2722103614306)",1,tidak layak konsumsi,False,False,False,False
R547,"['makanan', 'minuman']",10,"(-5.38304847235965, 105.2297622321491)",4,['layak konsumsi'],True,False,False,False
R548,"['minuman', 'makanan']",10,"(-5.40435270217405, 105.21187284470615)",3,['layak konsumsi'],False,False,False,False
R549,['makanan'],8,"(-5.41298417344419, 105.30014419853909)",1,"['hampir kadaluarsa', 'layak konsumsi']",True,True,True,False
R550,['makanan'],6,"(-5.37732589731466, 105.24037695321633)",3,tidak layak konsumsi,False,False,False,False
R551,['makanan'],3,"(-5.38580539903157, 105.2961001780543)",4,['layak konsumsi'],False,False,False,True
R552,['minuman'],9,"(-5.38955743664038, 105.28127158301125)",2,['hampir kadaluarsa'],True,True,False,False
R553,['minuman'],4,"(-5.39450998543315, 105.2807812354083)",0,tidak layak konsumsi,False,False,False,False
R554,['minuman'],1,"(-5.41023969386379, 105.30169887444765)",1,"['hampir kadaluarsa', 'layak konsumsi']",True,False,True,False
R555,['makanan'],9,"(-5.40332753462272, 105.29166000657067)",1,tidak layak konsumsi,False,False,False,False
R556,"['makanan', 'minuman']",2,"(-5.39080921708548, 105.29220619849255)",0,tidak layak konsumsi,False,False,False,False
R557,"['makanan', 'minuman']",6,"(-5.38993663286142, 105.26416932820005)",4,['layak konsumsi'],False,True,True,True
R558,"['makanan', 'minuman']",6,"(-5.37839449310982, 105.21302332250742)",0,['hampir kadaluarsa'],False,True,False,True
R559,['minuman'],4,"(-5.40237037116658, 105.23405504061559)",2,tidak layak konsumsi,False,False,False,False
R560,['minuman'],2,"(-5.43335252431353, 105.2602165189526)",1,tidak layak konsumsi,False,False,False,False
R561,"['minuman', 'makanan']",6,"(-5.42281459592882, 105.25587264061436)",1,tidak layak konsumsi,False,False,False,False
R562,"['minuman', 'makanan']",5,"(-5.39045430775964, 105.26114970110089)",2,['hampir kadaluarsa'],False,False,True,False
R563,"['makanan', 'minuman']",10,"(-5.38284105532516, 105.28537782528407)",2,"['layak konsumsi', 'hampir kadaluarsa']",False,True,False,False
R564,"['minuman', 'makanan']",7,"(-5.37956376481359, 105.21725344548364)",1,"['hampir kadaluarsa', 'layak konsumsi']",True,True,False,True
R565,['minuman'],4,"(-5.39803445788772, 105.22741067272226)",5,['hampir kadaluarsa'],False,True,False,True
R566,['minuman'],2,"(-5.4184068604189, 105.21765630203579)",1,tidak layak konsumsi,False,False,False,False
R567,['minuman'],5,"(-5.42980609686088, 105.28404986740603)",0,"['hampir kadaluarsa', 'layak konsumsi']",True,False,True,True
R568,"['makanan', 'minuman']",7,"(-5.4100160272284, 105.26711138769583)",2,tidak layak konsumsi,False,False,False,False
R569,['makanan'],9,"(-5.41163584538615, 105.23743500556922)",2,tidak layak konsumsi,False,False,False,False
R570,['minuman'],3,"(-5.40888117443919, 105.23342212710288)",3,['hampir kadaluarsa'],False,False,True,True
R571,['makanan'],2,"(-5.38665387275311, 105.2096807877672)",0,"['hampir kadaluarsa', 'layak konsumsi']",True,False,False,False
R572,['makanan'],1,"(-5.41368550437729, 105.25277525630102)",5,tidak layak konsumsi,False,False,False,False
R573,"['minuman', 'makanan']",3,"(-5.37381287714208, 105.2990750383258)",3,tidak layak konsumsi,False,False,False,False
R574,['makanan'],1,"(-5.37813146502144, 105.2182653375495)",2,tidak layak konsumsi,False,False,False,False
R575,['minuman'],6,"(-5.39693080208957, 105.24824687827055)",5,"['hampir kadaluarsa', 'layak konsumsi']",False,True,True,True
R576,['makanan'],2,"(-5.4114233583289, 105.30257562823854)",2,tidak layak konsumsi,False,False,False,False
R577,['makanan'],9,"(-5.41355888351432, 105.26694227024872)",0,['layak konsumsi'],True,False,False,False
R578,['minuman'],10,"(-5.42793548226084, 105.28088927388885)",4,"['hampir kadaluarsa', 'layak konsumsi']",True,True,True,False
R579,['makanan'],3,"(-5.43172483610979, 105.27231939579866)",0,['layak konsumsi'],False,False,False,True
R580,['makanan'],7,"(-5.37675225289784, 105.23143083733179)",2,['layak konsumsi'],True,False,True,True
R581,['makanan'],1,"(-5.43484309318931, 105.24341757041152)",2,"['hampir kadaluarsa', 'layak konsumsi']",False,True,False,True
R582,['makanan'],8,"(-5.41163916994427, 105.28314743242038)",3,tidak layak konsumsi,False,False,False,False
R583,"['minuman', 'makanan']",2,"(-5.37856979997094, 105.2932330454356)",3,['layak konsumsi'],False,True,True,False
R584,['minuman'],1,"(-5.41099727349484, 105.24576001648403)",4,tidak layak konsumsi,False,False,False,False
R585,"['makanan', 'minuman']",3,"(-5.3836900516551, 105.27131034401096)",4,tidak layak konsumsi,False,False,False,False
R586,['makanan'],6,"(-5.43405425207852, 105.25483901348687)",1,tidak layak konsumsi,False,False,False,False
R587,"['minuman', 'makanan']",1,"(-5.40646984710853, 105.27372542197314)",2,tidak layak konsumsi,False,False,False,False
R588,"['makanan', 'minuman']",9,"(-5.37515198476021, 105.23753280777025)",2,['layak konsumsi'],True,True,False,True
R589,"['makanan', 'minuman']",10,"(-5.43458268520965, 105.23687175282954)",0,tidak layak konsumsi,False,False,False,False
R590,['minuman'],3,"(-5.43501161722269, 105.28230471449116)",1,['layak konsumsi'],False,False,False,True
R591,['makanan'],6,"(-5.43882321511399, 105.26459544297391)",0,tidak layak konsumsi,False,False,False,False
R592,['minuman'],3,"(-5.41842831483586, 105.23288269846527)",0,tidak layak konsumsi,False,False,False,False
R593,"['minuman', 'makanan']",9,"(-5.38699396463547, 105.21422427618319)",3,"['hampir kadaluarsa', 'layak konsumsi']",False,False,True,False
R594,['minuman'],2,"(-5.40173152853704, 105.22887440349622)",3,['hampir kadaluarsa'],False,False,True,True
R595,['minuman'],8,"(-5.43307868088644, 105.24377107424647)",0,['hampir kadaluarsa'],True,False,True,True
R596,['minuman'],10,"(-5.43581330665655, 105.2666719639247)",3,"['hampir kadaluarsa', 'layak konsumsi']",False,True,False,True
R597,"['makanan', 'minuman']",7,"(-5.41333886844765, 105.27233657318098)",0,"['layak konsumsi', 'hampir kadaluarsa']",True,True,False,True
R598,['makanan'],1,"(-5.39788279259318, 105.2322826170322)",3,"['layak konsumsi', 'hampir kadaluarsa']",False,True,False,False
R599,['makanan'],6,"(-5.42463789416138, 105.29790658189263)",2,['hampir kadaluarsa'],False,True,True,False
R600,['makanan'],9,"(-5.37674236545813, 105.22153042173805)",0,tidak layak konsumsi,False,False,False,False
R601,"['makanan', 'minuman']",6,"(-5.37605207349084, 105.21493679188283)",1,['hampir kadaluarsa'],False,False,False,True
R602,"['minuman', 'makanan']",8,"(-5.41639953832364, 105.22329322924635)",3,tidak layak konsumsi,False,False,False,False
R603,"['minuman', 'makanan']",2,"(-5.43309182754076, 105.23031700378334)",3,['layak konsumsi'],True,False,True,False
R604,"['minuman', 'makanan']",3,"(-5.39804462283429, 105.26352496421283)",1,['layak konsumsi'],True,False,False,True
R605,"['minuman', 'makanan']",3,"(-5.39965050138548, 105.22419706239086)",4,['hampir kadaluarsa'],True,False,False,True
R606,"['makanan', 'minuman']",4,"(-5.37625230780291, 105.30746302644415)",1,tidak layak konsumsi,False,False,False,False
R607,['minuman'],1,"(-5.43312519582564, 105.31136055464742)",3,['layak konsumsi'],True,False,False,True
R608,"['makanan', 'minuman']",7,"(-5.37431053355156, 105.29326710764089)",1,"['layak konsumsi', 'hampir kadaluarsa']",False,True,False,False
R609,['minuman'],2,"(-5.43365379439026, 105.25020720839154)",2,tidak layak konsumsi,False,False,False,False
R610,['minuman'],5,"(-5.41686120819068, 105.30556277596209)",5,['layak konsumsi'],True,False,True,True
R611,"['minuman', 'makanan']",1,"(-5.39086101526904, 105.30931616183736)",4,['layak konsumsi'],False,False,True,False
R612,['makanan'],1,"(-5.43625188283559, 105.31186700967851)",0,['layak konsumsi'],True,True,False,True
R613,"['minuman', 'makanan']",10,"(-5.40566068283766, 105.28069353633701)",4,"['layak konsumsi', 'hampir kadaluarsa']",True,True,True,False
R614,"['makanan', 'minuman']",4,"(-5.40113436391141, 105.23608885544614)",3,tidak layak konsumsi,False,False,False,False
R615,"['minuman', 'makanan']",6,"(-5.41580267031118, 105.30515834851929)",0,tidak layak konsumsi,False,False,False,False
R616,['minuman'],4,"(-5.37829986218712, 105.22437524463511)",3,['hampir kadaluarsa'],True,False,True,False
R617,['minuman'],2,"(-5.38256117327777, 105.28014039213143)",3,tidak layak konsumsi,False,False,False,False
R618,"['makanan', 'minuman']",7,"(-5.42505860591737, 105.29267563657503)",5,"['hampir kadaluarsa', 'layak konsumsi']",False,False,True,True
R619,"['makanan', 'minuman']",8,"(-5.40423730313681, 105.23237069456081)",2,tidak layak konsumsi,False,False,False,False
R620,['minuman'],5,"(-5.42549833489539, 105.25615986191856)",3,"['layak konsumsi', 'hampir kadaluarsa']",False,False,False,False
R621,['makanan'],7,"(-5.38680460556742, 105.25951919405699)",2,tidak layak konsumsi,False,False,False,False
R622,"['makanan', 'minuman']",1,"(-5.38176766552981, 105.29399095129868)",3,['layak konsumsi'],False,True,True,True
R623,"['makanan', 'minuman']",10,"(-5.39263267143608, 105.27788051840052)",5,"['layak konsumsi', 'hampir kadaluarsa']",False,True,False,True
R624,"['makanan', 'minuman']",4,"(-5.3845648759813, 105.22336645553034)",3,tidak layak konsumsi,False,False,False,False
R625,['minuman'],9,"(-5.38077158959866, 105.23627251648027)",0,tidak layak konsumsi,False,False,False,False
R626,"['makanan', 'minuman']",10,"(-5.41292016161302, 105.30966031422167)",5,['hampir kadaluarsa'],True,False,True,True
R627,['minuman'],1,"(-5.3733143466652, 105.21866386782031)",2,"['hampir kadaluarsa', 'layak konsumsi']",False,True,False,False
R628,['makanan'],8,"(-5.3989158941789, 105.30103598877972)",3,['hampir kadaluarsa'],True,True,False,False
R629,['minuman'],6,"(-5.41192306952086, 105.28620878679988)",3,tidak layak konsumsi,False,False,False,False
R630,"['makanan', 'minuman']",8,"(-5.38650268596185, 105.25401979076767)",1,tidak layak konsumsi,False,False,False,False
R631,"['minuman', 'makanan']",9,"(-5.40271141867491, 105.28799117328003)",5,"['hampir kadaluarsa', 'layak konsumsi']",False,True,False,False
R632,"['makanan', 'minuman']",10,"(-5.3823611000434, 105.26588678364207)",3,tidak layak konsumsi,False,False,False,False
R633,"['makanan', 'minuman']",5,"(-5.42584136037027, 105.31182313842211)",3,tidak layak konsumsi,False,False,False,False
R634,['makanan'],10,"(-5.39598575200606, 105.2098262757451)",2,['hampir kadaluarsa'],False,False,False,True
R635,['makanan'],1,"(-5.43610101272055, 105.24394518722725)",0,['layak konsumsi'],True,True,False,True
R636,['makanan'],4,"(-5.40209563051763, 105.25537558576444)",4,tidak layak konsumsi,False,False,False,False
R637,"['makanan', 'minuman']",1,"(-5.41775482219083, 105.22627657804631)",1,['layak konsumsi'],False,False,True,False
R638,['minuman'],6,"(-5.40961082065827, 105.29093246249813)",5,tidak layak konsumsi,False,False,False,False
R639,['makanan'],4,"(-5.41128936600033, 105.23496808452602)",1,tidak layak konsumsi,False,False,False,False
R640,"['minuman', 'makanan']",3,"(-5.43851572105404, 105.21091944220797)",2,['layak konsumsi'],False,False,False,False
R641,"['minuman', 'makanan']",5,"(-5.37473091413796, 105.2737912575061)",2,['layak konsumsi'],False,True,False,False
R642,"['minuman', 'makanan']",4,"(-5.42722425477141, 105.24560039050311)",4,"['layak konsumsi', 'hampir kadaluarsa']",True,True,False,False
R643,"['makanan', 'minuman']",6,"(-5.43880033907953, 105.23986535735557)",4,tidak layak konsumsi,False,False,False,False
R644,['minuman'],8,"(-5.42787976837056, 105.2142320233125)",0,['layak konsumsi'],True,False,False,False
R645,"['minuman', 'makanan']",1,"(-5.37318621639548, 105.22560915326655)",2,tidak layak konsumsi,False,False,False,False
R646,"['makanan', 'minuman']",7,"(-5.42486131993649, 105.27009916245497)",2,"['layak konsumsi', 'hampir kadaluarsa']",True,False,False,True
R647,['minuman'],8,"(-5.42165669264064, 105.29257972510855)",4,tidak layak konsumsi,False,False,False,False
R648,"['makanan', 'minuman']",4,"(-5.39414175462172, 105.29108653834396)",2,tidak layak konsumsi,False,False,False,False
R649,"['makanan', 'minuman']",3,"(-5.4285569795751, 105.25109463885349)",0,['layak konsumsi'],False,False,True,False
R650,['minuman'],4,"(-5.4059977298623, 105.25421477219997)",4,tidak layak konsumsi,False,False,False,False
R651,['minuman'],5,"(-5.41891435996081, 105.30481753963893)",5,tidak layak konsumsi,False,False,False,False
R652,['makanan'],1,"(-5.3921412954209, 105.2798027324238)",5,tidak layak konsumsi,False,False,False,False
R653,"['minuman', 'makanan']",7,"(-5.37450897085646, 105.3074351941805)",4,tidak layak konsumsi,False,False,False,False
R654,"['minuman', 'makanan']",4,"(-5.40808686398224, 105.29762452987728)",1,"['hampir kadaluarsa', 'layak konsumsi']",False,True,True,False
R655,"['makanan', 'minuman']",9,"(-5.41594608603719, 105.237363585476)",4,"['hampir kadaluarsa', 'layak konsumsi']",False,False,False,True
R656,['minuman'],8,"(-5.42347521914253, 105.23636788671018)",2,tidak layak konsumsi,False,False,False,False
R657,['minuman'],9,"(-5.42988670315066, 105.27562588655289)",5,['hampir kadaluarsa'],False,False,False,True
R658,['minuman'],9,"(-5.38954777660627, 105.27684537279504)",2,"['layak konsumsi', 'hampir kadaluarsa']",False,True,False,False
R659,['makanan'],7,"(-5.38588400268494, 105.30399700635836)",2,"['hampir kadaluarsa', 'layak konsumsi']",False,False,True,False
R660,['makanan'],2,"(-5.37979797829962, 105.29775823495247)",0,tidak layak konsumsi,False,False,False,False
R661,['makanan'],7,"(-5.4085350368907, 105.20853245477927)",0,['layak konsumsi'],True,True,True,False
R662,"['minuman', 'makanan']",7,"(-5.4091704977362, 105.21225551144725)",0,"['layak konsumsi', 'hampir kadaluarsa']",False,True,False,True
R663,"['minuman', 'makanan']",7,"(-5.43282010956552, 105.23139985446542)",1,"['hampir kadaluarsa', 'layak konsumsi']",True,False,True,True
R664,['makanan'],3,"(-5.40697000857853, 105.27663671689747)",2,"['layak konsumsi', 'hampir kadaluarsa']",True,False,True,True
R665,['makanan'],8,"(-5.40444666237897, 105.21046154180112)",1,"['layak konsumsi', 'hampir kadaluarsa']",False,True,True,True
R666,"['minuman', 'makanan']",10,"(-5.43602928083291, 105.2349036332491)",4,tidak layak konsumsi,False,False,False,False
R667,['makanan'],4,"(-5.42722122501132, 105.2683613154797)",5,tidak layak konsumsi,False,False,False,False
R668,"['minuman', 'makanan']",3,"(-5.38648733824382, 105.2609967499615)",5,tidak layak konsumsi,False,False,False,False
R669,['minuman'],5,"(-5.38324126111297, 105.29843092994176)",5,['layak konsumsi'],True,True,True,True
R670,['makanan'],4,"(-5.38093373735563, 105.25224084655775)",3,['layak konsumsi'],True,False,True,False
R671,['minuman'],1,"(-5.38498544701604, 105.24831984094261)",1,['layak konsumsi'],False,True,False,True
R672,['makanan'],3,"(-5.38566551653063, 105.25027226083897)",1,['hampir kadaluarsa'],True,True,False,True
R673,"['makanan', 'minuman']",5,"(-5.39873775632204, 105.21427150778597)",3,['layak konsumsi'],False,False,True,False
R674,['makanan'],6,"(-5.41498922157168, 105.30682712501996)",3,"['layak konsumsi', 'hampir kadaluarsa']",True,False,False,False
R675,"['makanan', 'minuman']",8,"(-5.40746804674657, 105.27182004707038)",4,tidak layak konsumsi,False,False,False,False
R676,['makanan'],2,"(-5.39271200444149, 105.21782559689686)",5,"['hampir kadaluarsa', 'layak konsumsi']",True,True,False,True
R677,['minuman'],9,"(-5.40147751593535, 105.24215628661767)",3,"['layak konsumsi', 'hampir kadaluarsa']",True,False,False,True
R678,"['makanan', 'minuman']",7,"(-5.40848938106263, 105.3098797901756)",1,tidak layak konsumsi,False,False,False,False
R679,['makanan'],4,"(-5.3829824894758, 105.25073808959185)",2,tidak layak konsumsi,False,False,False,False
R680,['makanan'],1,"(-5.41796282471102, 105.29474564231815)",2,['hampir kadaluarsa'],True,False,False,False
R681,"['minuman', 'makanan']",1,"(-5.40713288004491, 105.27704434440042)",2,"['hampir kadaluarsa', 'layak konsumsi']",True,True,False,False
R682,['makanan'],3,"(-5.40754945090253, 105.30519485555607)",1,tidak layak konsumsi,False,False,False,False
R683,"['makanan', 'minuman']",6,"(-5.40598107586368, 105.26307348127848)",3,"['layak konsumsi', 'hampir kadaluarsa']",False,False,True,True
R684,['minuman'],2,"(-5.38412935673307, 105.22418515600442)",2,"['layak konsumsi', 'hampir kadaluarsa']",False,True,True,True
R685,"['makanan', 'minuman']",5,"(-5.40958653841067, 105.23680440271175)",2,tidak layak konsumsi,False,False,False,False
R686,"['makanan', 'minuman']",4,"(-5.42035681341799, 105.21459855620257)",2,tidak layak konsumsi,False,False,False,False
R687,"['minuman', 'makanan']",9,"(-5.42191890541341, 105.2168569041781)",1,tidak layak konsumsi,False,False,False,False
R688,['makanan'],6,"(-5.37595209350949, 105.29631401395042)",0,"['hampir kadaluarsa', 'layak konsumsi']",False,False,True,False
R689,"['minuman', 'makanan']",9,"(-5.40276690368232, 105.26898390286209)",0,"['hampir kadaluarsa', 'layak konsumsi']",True,False,False,False
R690,['makanan'],4,"(-5.37948880055372, 105.23107152366465)",5,tidak layak konsumsi,False,False,False,False
R691,"['makanan', 'minuman']",1,"(-5.41529630734659, 105.31208282124739)",0,tidak layak konsumsi,False,False,False,False
R692,['minuman'],9,"(-5.41759924007027, 105.21942126355644)",1,tidak layak konsumsi,False,False,False,False
R693,"['minuman', 'makanan']",9,"(-5.38292151269894, 105.26446696256569)",3,"['hampir kadaluarsa', 'layak konsumsi']",False,False,False,True
R694,['makanan'],10,"(-5.37510905416466, 105.27928757771284)",1,"['hampir kadaluarsa', 'layak konsumsi']",True,True,True,False
R695,['makanan'],5,"(-5.38777389724352, 105.27662978919822)",2,tidak layak konsumsi,False,False,False,False
R696,['minuman'],5,"(-5.40086865592189, 105.29086857914471)",0,['layak konsumsi'],False,True,True,False
R697,['makanan'],8,"(-5.41868454411967, 105.29105777921437)",1,tidak layak konsumsi,False,False,False,False
R698,['makanan'],10,"(-5.39162077928239, 105.24041737620256)",1,"['layak konsumsi', 'hampir kadaluarsa']",True,False,True,True
R699,"['minuman', 'makanan']",3,"(-5.38959171064856, 105.28163774340429)",4,"['hampir kadaluarsa', 'layak konsumsi']",True,False,False,False
