donor_id,jenis_makanan,jumlah_makanan,lokasi_donor,makanan_layak_konsumsi,is_halal,is_for_child,is_for_elderly,is_alergan
D424,"['minuman', 'makanan']",7,"(-5.38797834656948, 105.30814480693047)",hampir kadaluarsa,False,False,False,False
D425,['makanan'],2,"(-5.38061624200056, 105.278518130276)",layak konsumsi,True,False,True,False
D426,['minuman'],6,"(-5.4221488941954, 105.22290126776267)",tidak layak konsumsi,False,False,True,False
D427,['makanan'],6,"(-5.3773115425368, 105.26073718941326)",hampir kadaluarsa,False,True,False,False
D428,['minuman'],9,"(-5.37755887154252, 105.21624323482527)",tidak layak konsumsi,False,False,True,True
D429,"['minuman', 'makanan']",2,"(-5.39489408655116, 105.22613760137217)",tidak layak konsumsi,True,False,False,True
D430,['makanan'],7,"(-5.39172361316985, 105.26473532083408)",tidak layak konsumsi,True,False,True,True
D431,"['makanan', 'minuman']",6,"(-5.38899271982134, 105.26777739369577)",hampir kadaluarsa,True,False,True,True
D432,['makanan'],7,"(-5.37329967645722, 105.21291028226713)",layak konsumsi,False,False,False,True
D433,"['makanan', 'minuman']",9,"(-5.40910337180657, 105.26229467075487)",tidak layak konsumsi,True,True,False,False
D434,"['minuman', 'makanan']",9,"(-5.38895709060626, 105.28093754163054)",layak konsumsi,False,False,True,True
D435,['makanan'],5,"(-5.42262454586436, 105.27466744294424)",hampir kadaluarsa,True,False,False,False
D436,['makanan'],5,"(-5.37507942496607, 105.26006918500147)",hampir kadaluarsa,False,True,False,True
D437,['makanan'],6,"(-5.39565011846847, 105.24836908475758)",layak konsumsi,False,True,False,False
D438,"['makanan', 'minuman']",8,"(-5.42432300700013, 105.26624342434407)",layak konsumsi,False,True,False,False
D439,['makanan'],2,"(-5.38136499557359, 105.2308816613916)",hampir kadaluarsa,False,True,False,True
D440,"['minuman', 'makanan']",6,"(-5.41626189737104, 105.27910687601032)",layak konsumsi,False,False,False,False
D441,['minuman'],7,"(-5.4329916641479, 105.24896720362318)",layak konsumsi,False,True,True,False
D442,['minuman'],9,"(-5.3863968825495, 105.2876950473205)",tidak layak konsumsi,False,False,True,False
D443,"['minuman', 'makanan']",1,"(-5.43356770817144, 105.24533442632384)",hampir kadaluarsa,False,False,False,False
D444,"['minuman', 'makanan']",1,"(-5.41582990741853, 105.21272575659233)",layak konsumsi,False,True,False,True
D445,['minuman'],1,"(-5.43408379283622, 105.24742288625174)",tidak layak konsumsi,True,False,True,True
D446,['makanan'],5,"(-5.43630865065027, 105.31283542400891)",tidak layak konsumsi,False,False,False,True
D447,"['minuman', 'makanan']",4,"(-5.39410237106924, 105.31346487639068)",hampir kadaluarsa,False,False,True,True
D448,"['minuman', 'makanan']",1,"(-5.38839013230476, 105.29012787046118)",layak konsumsi,False,False,False,True
D449,"['makanan', 'minuman']",10,"(-5.40235938992498, 105.2793655838751)",layak konsumsi,False,True,True,True
D450,['makanan'],6,"(-5.4185818829953, 105.3015558524196)",tidak layak konsumsi,True,True,False,False
D451,"['makanan', 'minuman']",4,"(-5.43902766974512, 105.2571917675307)",tidak layak konsumsi,True,True,False,False
D452,"['minuman', 'makanan']",7,"(-5.40852977668447, 105.25846801367203)",layak konsumsi,False,False,False,True
D453,['makanan'],1,"(-5.39789999243339, 105.26459804183249)",layak konsumsi,True,True,False,True
D454,['makanan'],6,"(-5.37733802658905, 105.22649091663526)",tidak layak konsumsi,True,False,True,False
D455,['minuman'],9,"(-5.41302415886506, 105.2565291377174)",hampir kadaluarsa,False,True,True,True
D456,['makanan'],8,"(-5.37604643475669, 105.21874335130337)",tidak layak konsumsi,False,False,False,False
D457,['minuman'],8,"(-5.4015719377577, 105.24403899853365)",layak konsumsi,False,True,False,False
D458,['minuman'],9,"(-5.40677059407173, 105.305768332788)",hampir kadaluarsa,True,True,False,True
D459,['minuman'],3,"(-5.38245529021571, 105.24597584966952)",layak konsumsi,False,True,True,False
D460,"['minuman', 'makanan']",7,"(-5.41963893366851, 105.26447016831112)",tidak layak konsumsi,False,True,False,True
D461,['makanan'],5,"(-5.40332555572944, 105.23933870629395)",hampir kadaluarsa,True,False,False,False
D462,"['makanan', 'minuman']",8,"(-5.40601832515985, 105.2603601658395)",layak konsumsi,True,True,True,False
D463,['minuman'],1,"(-5.41377820963589, 105.23624315896213)",layak konsumsi,False,True,False,False
D464,"['makanan', 'minuman']",9,"(-5.38458618140784, 105.28680298690117)",hampir kadaluarsa,True,False,True,True
D465,['makanan'],10,"(-5.43404637469253, 105.30909497458583)",layak konsumsi,True,False,True,True
D466,"['makanan', 'minuman']",10,"(-5.43422488937311, 105.2989804753167)",tidak layak konsumsi,False,True,True,False
D467,['minuman'],5,"(-5.37354900437882, 105.2605255374292)",tidak layak konsumsi,False,True,True,False
D468,['minuman'],9,"(-5.41361539770155, 105.2511308555861)",layak konsumsi,True,False,False,True
D469,"['makanan', 'minuman']",7,"(-5.42461842646583, 105.29219458961211)",tidak layak konsumsi,True,False,True,True
D470,['makanan'],10,"(-5.41328810338089, 105.2656112203352)",hampir kadaluarsa,True,True,False,False
D471,['makanan'],3,"(-5.40853767068555, 105.28857685501963)",tidak layak konsumsi,True,True,True,False
D472,"['makanan', 'minuman']",5,"(-5.37388141500202, 105.28599660661142)",tidak layak konsumsi,True,False,True,False
D473,['makanan'],2,"(-5.41719558225243, 105.29258490402574)",layak konsumsi,False,False,True,True
D474,"['makanan', 'minuman']",7,"(-5.38511108180734, 105.24709722777797)",layak konsumsi,True,False,False,False
D475,['minuman'],10,"(-5.39681796573907, 105.30264204371264)",tidak layak konsumsi,True,False,True,True
D476,['minuman'],4,"(-5.43436667748965, 105.26458758870643)",tidak layak konsumsi,False,False,False,False
D477,"['makanan', 'minuman']",3,"(-5.39960355391768, 105.3011100255971)",layak konsumsi,True,True,False,True
D478,"['makanan', 'minuman']",3,"(-5.39390279015993, 105.3063579580413)",layak konsumsi,True,True,True,True
D479,['minuman'],7,"(-5.41188261208224, 105.25249260574294)",tidak layak konsumsi,False,False,True,True
D480,"['minuman', 'makanan']",5,"(-5.42020550972724, 105.2941816613791)",hampir kadaluarsa,True,True,False,True
D481,"['minuman', 'makanan']",9,"(-5.37413248593888, 105.2673070277645)",layak konsumsi,False,False,True,False
D482,"['makanan', 'minuman']",8,"(-5.41317114488216, 105.29005253179511)",layak konsumsi,False,False,True,False
D483,['makanan'],9,"(-5.42783620945112, 105.24694887658471)",layak konsumsi,False,True,False,False
D484,['minuman'],9,"(-5.40654657544632, 105.31212973495109)",layak konsumsi,False,True,False,True
D485,['makanan'],9,"(-5.40095481467559, 105.2374915833758)",hampir kadaluarsa,False,True,True,True
D486,"['makanan', 'minuman']",10,"(-5.40327889997579, 105.30807685060013)",tidak layak konsumsi,False,True,False,False
D487,"['minuman', 'makanan']",2,"(-5.39509438397982, 105.2791904715899)",layak konsumsi,True,False,False,False
D488,"['makanan', 'minuman']",8,"(-5.4287426634087, 105.22570282692702)",layak konsumsi,True,True,True,True
D489,"['makanan', 'minuman']",6,"(-5.40029558018149, 105.22198526514795)",hampir kadaluarsa,True,False,True,True
D490,"['makanan', 'minuman']",9,"(-5.43680549906011, 105.23434679536021)",layak konsumsi,False,True,False,False
D491,['makanan'],5,"(-5.38813942070044, 105.29620939200133)",hampir kadaluarsa,True,True,False,False
D492,['minuman'],10,"(-5.42622290614927, 105.22733372272708)",layak konsumsi,True,False,True,True
D493,['makanan'],10,"(-5.40037247373722, 105.2870742083444)",tidak layak konsumsi,True,True,True,False
D494,"['makanan', 'minuman']",9,"(-5.42438560034967, 105.29601613808896)",hampir kadaluarsa,False,True,True,True
D495,['makanan'],9,"(-5.43464267987757, 105.23689673688058)",tidak layak konsumsi,True,False,False,False
D496,"['minuman', 'makanan']",1,"(-5.42821455304952, 105.27611885506163)",tidak layak konsumsi,False,True,True,False
D497,['minuman'],6,"(-5.39042778184261, 105.28065233983804)",layak konsumsi,False,True,False,True
D498,['minuman'],9,"(-5.43221411896456, 105.29562075916189)",hampir kadaluarsa,True,False,False,False
D499,"['minuman', 'makanan']",10,"(-5.3769297145907, 105.22699664727132)",hampir kadaluarsa,True,False,False,True
D500,['makanan'],1,"(-5.40649870521766, 105.3049171191017)",tidak layak konsumsi,False,True,True,False
D501,['minuman'],4,"(-5.41354159325409, 105.30343529374225)",hampir kadaluarsa,False,False,True,False
D502,['minuman'],7,"(-5.42681882038341, 105.22278698557565)",hampir kadaluarsa,True,True,True,True
D503,['makanan'],2,"(-5.4301184791815, 105.26116706710503)",tidak layak konsumsi,True,True,False,True
D504,['makanan'],5,"(-5.43088148168118, 105.31235446370067)",hampir kadaluarsa,False,False,True,False
D505,"['minuman', 'makanan']",5,"(-5.37665207150058, 105.27575312630938)",hampir kadaluarsa,True,False,False,True
D506,['minuman'],1,"(-5.38755511354657, 105.25310735029521)",hampir kadaluarsa,True,False,False,False
D507,"['minuman', 'makanan']",5,"(-5.37855551345406, 105.29633982952221)",hampir kadaluarsa,True,True,True,True
D508,['makanan'],5,"(-5.43289156545745, 105.2994668528644)",hampir kadaluarsa,False,True,False,True
D509,"['makanan', 'minuman']",8,"(-5.40103622104383, 105.28425098266179)",tidak layak konsumsi,False,True,True,True
D510,"['minuman', 'makanan']",2,"(-5.39132646632904, 105.28302245347824)",tidak layak konsumsi,False,False,True,False
D511,['makanan'],3,"(-5.42739829295729, 105.30676377770692)",hampir kadaluarsa,True,False,True,False
D512,['minuman'],6,"(-5.39669768437352, 105.250024922188)",tidak layak konsumsi,True,True,True,False
D513,['makanan'],2,"(-5.42902897255142, 105.22760171727222)",hampir kadaluarsa,False,True,False,True
D514,['makanan'],7,"(-5.41107385979301, 105.24399165503402)",layak konsumsi,False,True,True,False
D515,['makanan'],5,"(-5.4106421469753, 105.25836705601705)",layak konsumsi,True,False,False,True
D516,"['minuman', 'makanan']",6,"(-5.43382913367127, 105.24543548485381)",layak konsumsi,True,False,False,False
D517,['minuman'],10,"(-5.37736077408661, 105.28801833303028)",layak konsumsi,False,False,False,False
D518,"['makanan', 'minuman']",4,"(-5.42836447930881, 105.25772555363396)",hampir kadaluarsa,False,False,True,False
D519,"['minuman', 'makanan']",5,"(-5.38125389084076, 105.29390975036345)",layak konsumsi,True,True,True,False
D520,['makanan'],6,"(-5.39049952315275, 105.25533083725931)",layak konsumsi,True,True,False,False
D521,['minuman'],5,"(-5.38617466366766, 105.2641558947406)",hampir kadaluarsa,False,True,True,False
D522,['makanan'],8,"(-5.39023828467115, 105.30608589409992)",hampir kadaluarsa,False,True,True,False
D523,"['makanan', 'minuman']",3,"(-5.41800906825634, 105.29775611094276)",tidak layak konsumsi,False,True,True,True
D524,['makanan'],8,"(-5.38278532986812, 105.28799399134513)",layak konsumsi,True,False,True,False
D525,"['makanan', 'minuman']",3,"(-5.38429181835952, 105.24627832530672)",hampir kadaluarsa,True,True,False,True
D526,['makanan'],4,"(-5.40488489255493, 105.29325636556554)",hampir kadaluarsa,True,False,True,True
D527,['makanan'],4,"(-5.43229254871384, 105.30743967350358)",tidak layak konsumsi,True,False,True,False
D528,"['makanan', 'minuman']",1,"(-5.3743384970998, 105.29094230044045)",layak konsumsi,False,True,True,True
D529,['makanan'],4,"(-5.40818627348618, 105.29554072650261)",tidak layak konsumsi,False,True,False,False
D530,"['makanan', 'minuman']",10,"(-5.38074347286595, 105.29830101352744)",layak konsumsi,False,True,False,True
D531,['minuman'],1,"(-5.38970780903189, 105.25603575827046)",hampir kadaluarsa,False,False,True,True
D532,"['makanan', 'minuman']",5,"(-5.37311783443556, 105.21932022777466)",layak konsumsi,True,True,True,True
D533,"['makanan', 'minuman']",1,"(-5.4242934226242, 105.23343966973478)",tidak layak konsumsi,True,False,True,False
D534,['minuman'],6,"(-5.37904256956751, 105.24009505206713)",hampir kadaluarsa,True,True,False,True
D535,['minuman'],8,"(-5.43282300886939, 105.26926986389962)",hampir kadaluarsa,True,False,True,True
D536,['minuman'],4,"(-5.42048897201243, 105.23321252840108)",hampir kadaluarsa,True,True,True,False
D537,"['makanan', 'minuman']",7,"(-5.39243563783373, 105.23001822209862)",layak konsumsi,True,True,False,True
D538,"['makanan', 'minuman']",5,"(-5.43407844748395, 105.22888675208272)",tidak layak konsumsi,False,False,True,False
D539,['minuman'],2,"(-5.42918119444406, 105.22754593258318)",layak konsumsi,True,True,False,True
D540,"['makanan', 'minuman']",10,"(-5.40035818804329, 105.30417407375215)",layak konsumsi,False,False,False,True
D541,"['minuman', 'makanan']",9,"(-5.38230789566836, 105.22358610698457)",hampir kadaluarsa,False,True,False,True
D542,"['makanan', 'minuman']",6,"(-5.42568684027672, 105.28060021811082)",hampir kadaluarsa,False,True,True,True
D543,"['minuman', 'makanan']",4,"(-5.41902277453072, 105.2374976404476)",hampir kadaluarsa,False,True,False,True
D544,['minuman'],4,"(-5.40325521277413, 105.29622227996641)",tidak layak konsumsi,True,False,False,False
D545,"['makanan', 'minuman']",5,"(-5.37969428358275, 105.2119093369129)",hampir kadaluarsa,True,True,False,False
D546,['minuman'],7,"(-5.43695049342393, 105.25936340060787)",tidak layak konsumsi,False,True,True,False
D547,['minuman'],5,"(-5.42459987875742, 105.23879067444703)",layak konsumsi,False,True,True,False
D548,"['makanan', 'minuman']",5,"(-5.38330991323682, 105.25391431990839)",layak konsumsi,False,False,False,True
D549,"['makanan', 'minuman']",9,"(-5.43087756903571, 105.2709054683465)",layak konsumsi,True,False,False,False
D550,['minuman'],1,"(-5.39029079355602, 105.27738482635213)",layak konsumsi,False,False,False,True
D551,"['makanan', 'minuman']",10,"(-5.41882888091289, 105.21800725149816)",hampir kadaluarsa,False,True,False,False
D552,['minuman'],1,"(-5.3883775531671, 105.26581150628965)",tidak layak konsumsi,True,False,True,True
D553,"['makanan', 'minuman']",8,"(-5.43048471670955, 105.24007376211674)",tidak layak konsumsi,False,True,True,False
D554,"['minuman', 'makanan']",9,"(-5.38941152345004, 105.26108802092665)",hampir kadaluarsa,True,False,True,False
D555,"['minuman', 'makanan']",8,"(-5.40061986249347, 105.24225347316985)",tidak layak konsumsi,True,True,False,False
D556,['minuman'],10,"(-5.41847050116095, 105.24698890350074)",tidak layak konsumsi,True,True,False,True
D557,['makanan'],1,"(-5.38756943589164, 105.23103057658194)",hampir kadaluarsa,True,True,False,True
D558,['minuman'],3,"(-5.37613325319875, 105.31095230754181)",hampir kadaluarsa,True,False,True,False
D559,"['minuman', 'makanan']",2,"(-5.41619199798781, 105.2155692598127)",hampir kadaluarsa,True,False,False,True
D560,"['minuman', 'makanan']",7,"(-5.40779825518622, 105.28040177160112)",hampir kadaluarsa,True,False,False,True
D561,['makanan'],4,"(-5.41958439910429, 105.2495030614336)",tidak layak konsumsi,False,False,True,True
D562,['makanan'],1,"(-5.43620194730139, 105.22269586348007)",hampir kadaluarsa,False,True,False,True
D563,"['makanan', 'minuman']",8,"(-5.38676656782958, 105.30683393086524)",tidak layak konsumsi,False,True,False,True
D564,['makanan'],7,"(-5.39777852885414, 105.30859654397024)",hampir kadaluarsa,False,False,False,False
D565,"['minuman', 'makanan']",7,"(-5.39755650655047, 105.27252696486863)",hampir kadaluarsa,False,True,True,False
D566,"['minuman', 'makanan']",4,"(-5.40245179715546, 105.21842173331889)",tidak layak konsumsi,True,False,True,False
D567,['makanan'],6,"(-5.39751702646661, 105.25013958520785)",layak konsumsi,False,False,False,False
D568,['makanan'],10,"(-5.39478084758477, 105.28574697846369)",hampir kadaluarsa,True,False,True,True
D569,"['minuman', 'makanan']",2,"(-5.40609964137402, 105.26168627159286)",tidak layak konsumsi,True,True,True,True
D570,['minuman'],6,"(-5.41985011008175, 105.24079126280263)",tidak layak konsumsi,True,False,False,True
D571,"['minuman', 'makanan']",2,"(-5.38181412391847, 105.26387799678197)",layak konsumsi,False,False,True,True
D572,['minuman'],2,"(-5.37445899897107, 105.2920954684654)",tidak layak konsumsi,False,True,False,False
D573,"['makanan', 'minuman']",7,"(-5.42625240782989, 105.2130556228287)",hampir kadaluarsa,True,True,False,True
D574,['makanan'],3,"(-5.40202939845012, 105.2988220084201)",layak konsumsi,True,False,False,False
D575,"['makanan', 'minuman']",6,"(-5.40348592308657, 105.22938691118466)",hampir kadaluarsa,False,True,False,True
D576,"['makanan', 'minuman']",4,"(-5.39754073751093, 105.23278198023203)",tidak layak konsumsi,True,False,True,True
D577,['makanan'],10,"(-5.43147220971753, 105.278860950462)",tidak layak konsumsi,False,True,False,True
D578,"['minuman', 'makanan']",4,"(-5.38200439408129, 105.23092994673037)",tidak layak konsumsi,True,True,False,False
D579,['minuman'],9,"(-5.42741274097394, 105.24898292530065)",layak konsumsi,True,True,False,False
D580,"['makanan', 'minuman']",8,"(-5.43725371791936, 105.29209725245455)",layak konsumsi,True,False,True,False
D581,['makanan'],2,"(-5.41221378542181, 105.21454483994589)",tidak layak konsumsi,True,False,True,False
D582,"['minuman', 'makanan']",9,"(-5.40016466923943, 105.30134955900448)",hampir kadaluarsa,False,False,False,False
D583,"['makanan', 'minuman']",10,"(-5.387651966069, 105.26945634050314)",hampir kadaluarsa,True,True,False,False
D584,"['minuman', 'makanan']",8,"(-5.41396365552408, 105.24762977664946)",hampir kadaluarsa,True,True,False,False
D585,['minuman'],6,"(-5.38816225820486, 105.2326270281339)",layak konsumsi,False,False,False,False
D586,"['minuman', 'makanan']",4,"(-5.41106831819875, 105.30259483542505)",tidak layak konsumsi,False,True,True,False
D587,['makanan'],1,"(-5.3889106003043, 105.23076214666986)",layak konsumsi,False,False,False,True
D588,['minuman'],9,"(-5.42609214792824, 105.30036291008582)",hampir kadaluarsa,False,False,False,False
D589,"['minuman', 'makanan']",10,"(-5.39095344804595, 105.2345790816521)",tidak layak konsumsi,False,True,True,True
D590,"['minuman', 'makanan']",3,"(-5.39335205027956, 105.24044216380578)",hampir kadaluarsa,True,False,False,False
D591,"['minuman', 'makanan']",8,"(-5.38925889449774, 105.23730682851132)",tidak layak konsumsi,True,True,False,False
D592,['makanan'],4,"(-5.38264208172659, 105.26461109443957)",layak konsumsi,False,False,True,True
D593,['makanan'],6,"(-5.3821002575718, 105.31007089998148)",tidak layak konsumsi,True,False,True,True
D594,['minuman'],4,"(-5.43125570674777, 105.23429328497939)",tidak layak konsumsi,True,False,False,False
D595,['makanan'],5,"(-5.42837809733722, 105.3069674459837)",tidak layak konsumsi,True,True,True,False
D596,"['makanan', 'minuman']",5,"(-5.42363346355305, 105.30862518643214)",layak konsumsi,False,False,False,False
D597,['makanan'],9,"(-5.37748786395671, 105.29384285786112)",layak konsumsi,True,False,False,True
D598,"['minuman', 'makanan']",10,"(-5.40418103891167, 105.22096599711709)",layak konsumsi,True,False,False,True
D599,"['makanan', 'minuman']",10,"(-5.4229230384845, 105.21605005821802)",hampir kadaluarsa,False,False,True,True
D600,"['makanan', 'minuman']",3,"(-5.41788749902457, 105.30072215270381)",hampir kadaluarsa,False,False,True,False
D601,['minuman'],10,"(-5.37656424871973, 105.25039215778656)",hampir kadaluarsa,False,False,True,True
D602,"['minuman', 'makanan']",8,"(-5.38066082633623, 105.23710732934461)",tidak layak konsumsi,True,False,True,False
D603,['makanan'],6,"(-5.38847757176087, 105.25512035936319)",tidak layak konsumsi,False,False,True,True
D604,"['makanan', 'minuman']",2,"(-5.3867168457419, 105.24061532556519)",tidak layak konsumsi,True,False,True,False
D605,['minuman'],8,"(-5.41719268277045, 105.21673253942039)",tidak layak konsumsi,False,False,False,False
D606,"['makanan', 'minuman']",10,"(-5.38764599204055, 105.30846400617303)",layak konsumsi,False,True,False,True
D607,"['minuman', 'makanan']",9,"(-5.39346868264452, 105.22030383755805)",layak konsumsi,False,False,False,False
D608,"['minuman', 'makanan']",2,"(-5.39940871088718, 105.22082287155496)",layak konsumsi,False,False,True,True
D609,['makanan'],4,"(-5.41745309898194, 105.27748693047396)",hampir kadaluarsa,True,True,False,False
D610,['makanan'],5,"(-5.39249315069658, 105.21698473139446)",hampir kadaluarsa,False,False,False,True
D611,"['makanan', 'minuman']",5,"(-5.37972137355641, 105.21891933864082)",layak konsumsi,True,False,True,True
D612,"['minuman', 'makanan']",1,"(-5.37445358630972, 105.22607425526886)",layak konsumsi,True,True,False,False
D613,['minuman'],7,"(-5.38201541944363, 105.30676240290332)",tidak layak konsumsi,True,False,True,True
D614,"['makanan', 'minuman']",8,"(-5.39177161777282, 105.22868545519496)",hampir kadaluarsa,True,True,False,True
D615,['minuman'],2,"(-5.42238278625454, 105.26551178011216)",layak konsumsi,False,True,False,False
D616,['minuman'],5,"(-5.40258671550873, 105.25610800696744)",layak konsumsi,True,False,True,False
D617,['minuman'],9,"(-5.39227620875677, 105.2296659414603)",tidak layak konsumsi,False,True,False,True
D618,"['makanan', 'minuman']",5,"(-5.4071567563085, 105.23616254176974)",hampir kadaluarsa,False,True,True,True
D619,['minuman'],3,"(-5.42244061384281, 105.2986670925987)",layak konsumsi,True,False,False,False
D620,['makanan'],4,"(-5.43728296578573, 105.24520575797335)",layak konsumsi,True,False,False,False
D621,['makanan'],9,"(-5.40021443111297, 105.24657012401933)",tidak layak konsumsi,False,False,False,True
D622,['makanan'],5,"(-5.40733446777995, 105.2483598749852)",tidak layak konsumsi,False,False,False,False
D623,"['makanan', 'minuman']",6,"(-5.38735779019808, 105.25220807947052)",hampir kadaluarsa,True,False,False,True
D624,['minuman'],8,"(-5.41697591948656, 105.27947254829657)",tidak layak konsumsi,False,True,False,True
D625,['makanan'],4,"(-5.41443668378744, 105.21232204584534)",hampir kadaluarsa,True,False,False,False
D626,"['makanan', 'minuman']",7,"(-5.41062346871651, 105.26819154979185)",tidak layak konsumsi,True,False,False,False
D627,['minuman'],4,"(-5.37823499949881, 105.241612721987)",layak konsumsi,False,True,True,True
D628,"['minuman', 'makanan']",2,"(-5.39245126465087, 105.28625710930956)",layak konsumsi,True,False,False,False
D629,"['makanan', 'minuman']",5,"(-5.39133411695527, 105.27359096356402)",hampir kadaluarsa,False,False,False,True
D630,"['minuman', 'makanan']",9,"(-5.40561255083468, 105.26991807272177)",tidak layak konsumsi,False,False,True,False
D631,['minuman'],2,"(-5.39454301937272, 105.28788609596486)",tidak layak konsumsi,False,True,False,True
D632,"['minuman', 'makanan']",8,"(-5.38772979428022, 105.24562281807854)",layak konsumsi,False,True,False,False
D633,"['minuman', 'makanan']",8,"(-5.43521512732025, 105.25583541672314)",tidak layak konsumsi,True,True,True,True
D634,"['makanan', 'minuman']",10,"(-5.39159235014398, 105.29918979675598)",hampir kadaluarsa,False,False,False,False
D635,['minuman'],4,"(-5.40987686252689, 105.28348092297843)",layak konsumsi,False,True,True,True
D636,['minuman'],2,"(-5.39379461103159, 105.21009385841134)",layak konsumsi,True,False,True,False
D637,['minuman'],6,"(-5.4051113026482, 105.28511564034228)",tidak layak konsumsi,False,True,False,True
D638,"['makanan', 'minuman']",5,"(-5.39907197782648, 105.2617177686669)",tidak layak konsumsi,False,True,False,True
D639,['makanan'],8,"(-5.43048499910992, 105.21282725211363)",layak konsumsi,False,False,True,True
D640,"['minuman', 'makanan']",4,"(-5.43186663869206, 105.27895787285084)",hampir kadaluarsa,False,False,True,True
D641,"['minuman', 'makanan']",3,"(-5.41114537036773, 105.24388272412428)",hampir kadaluarsa,True,True,False,False
D642,"['minuman', 'makanan']",2,"(-5.42688139478959, 105.22007487063186)",layak konsumsi,False,False,True,False
D643,"['makanan', 'minuman']",3,"(-5.39667349602834, 105.23018573418594)",layak konsumsi,False,False,False,True
D644,['makanan'],1,"(-5.42172153338942, 105.27406910375265)",tidak layak konsumsi,True,True,False,True
D645,['minuman'],7,"(-5.43653183354791, 105.21145537670466)",tidak layak konsumsi,False,True,True,False
D646,"['minuman', 'makanan']",7,"(-5.43119796873736, 105.26261063252852)",tidak layak konsumsi,True,True,False,False
D647,"['minuman', 'makanan']",8,"(-5.37500543813005, 105.22388426507149)",tidak layak konsumsi,True,True,False,False
D648,"['minuman', 'makanan']",6,"(-5.39742730833037, 105.30711753647097)",layak konsumsi,False,False,False,True
D649,['makanan'],10,"(-5.38765122185988, 105.25944230169294)",hampir kadaluarsa,False,True,False,True
D650,['makanan'],1,"(-5.3849449379563, 105.21768167695886)",layak konsumsi,True,False,True,False
D651,"['makanan', 'minuman']",3,"(-5.4014071319448, 105.24743234144375)",tidak layak konsumsi,False,True,True,True
D652,['minuman'],4,"(-5.42033757502395, 105.22993077388708)",tidak layak konsumsi,False,True,True,True
D653,['minuman'],3,"(-5.38087705977174, 105.31248947987307)",tidak layak konsumsi,False,True,False,True
D654,['makanan'],3,"(-5.41125507991914, 105.30625598268914)",tidak layak konsumsi,True,True,False,False
D655,"['minuman', 'makanan']",2,"(-5.43792740181838, 105.21925919638548)",hampir kadaluarsa,True,True,False,False
D656,['makanan'],5,"(-5.38212406678106, 105.26785716453378)",layak konsumsi,True,True,False,False
D657,"['minuman', 'makanan']",7,"(-5.38674032109316, 105.2256934611504)",layak konsumsi,False,False,False,True
D658,['minuman'],6,"(-5.37391374053455, 105.22821476337663)",layak konsumsi,False,True,True,True
D659,['minuman'],6,"(-5.42712130702405, 105.27587225146472)",layak konsumsi,True,False,False,False
D660,"['makanan', 'minuman']",8,"(-5.43712377476396, 105.25404389363788)",tidak layak konsumsi,False,True,True,False
D661,['makanan'],2,"(-5.43117940444572, 105.27105419205124)",hampir kadaluarsa,True,False,False,True
D662,"['makanan', 'minuman']",5,"(-5.43806814582686, 105.27970983214968)",layak konsumsi,False,True,True,True
D663,"['minuman', 'makanan']",1,"(-5.40673811633065, 105.2701766948564)",tidak layak konsumsi,False,True,False,False
D664,"['minuman', 'makanan']",9,"(-5.42304458994647, 105.2324081526595)",layak konsumsi,False,False,False,False
D665,"['makanan', 'minuman']",1,"(-5.43841514704997, 105.2947503014184)",hampir kadaluarsa,False,True,False,True
D666,"['makanan', 'minuman']",6,"(-5.43536172312977, 105.28513719403145)",layak konsumsi,False,True,True,False
D667,"['makanan', 'minuman']",6,"(-5.39647333301661, 105.21103174976524)",hampir kadaluarsa,True,False,False,True
D668,['makanan'],4,"(-5.42077265698608, 105.23992365937916)",layak konsumsi,False,False,True,False
D669,"['makanan', 'minuman']",8,"(-5.43061346314766, 105.23962636558986)",layak konsumsi,True,True,False,True
D670,['makanan'],1,"(-5.37917449906271, 105.2695200795517)",hampir kadaluarsa,False,True,False,True
D671,['minuman'],2,"(-5.39589195459968, 105.2954513282884)",layak konsumsi,True,False,False,False
D672,"['minuman', 'makanan']",4,"(-5.4001471689246, 105.24211145080706)",tidak layak konsumsi,True,True,False,True
D673,['minuman'],2,"(-5.41291542425946, 105.29441035998171)",hampir kadaluarsa,True,True,False,False
D674,['minuman'],1,"(-5.38205827961273, 105.2290478478326)",layak konsumsi,False,True,True,True
D675,['makanan'],7,"(-5.43802696159974, 105.27457076924485)",layak konsumsi,True,True,True,True
D676,['makanan'],9,"(-5.41868395516502, 105.27067106020439)",hampir kadaluarsa,True,False,False,True
D677,"['minuman', 'makanan']",9,"(-5.42889690106602, 105.3118223886076)",hampir kadaluarsa,True,True,True,True
D678,['makanan'],5,"(-5.3952853978262, 105.27651173293016)",tidak layak konsumsi,False,True,False,False
D679,"['makanan', 'minuman']",7,"(-5.43347746425593, 105.22112864852448)",hampir kadaluarsa,True,False,False,False
D680,['minuman'],3,"(-5.37688067854996, 105.22692046120635)",hampir kadaluarsa,True,False,True,False
D681,"['minuman', 'makanan']",1,"(-5.41423530396666, 105.27565561526681)",tidak layak konsumsi,False,True,False,False
D682,"['makanan', 'minuman']",10,"(-5.43788201908739, 105.22494125663911)",hampir kadaluarsa,True,True,True,True
D683,['makanan'],7,"(-5.39386631257735, 105.25874807723893)",hampir kadaluarsa,False,False,True,False
D684,"['minuman', 'makanan']",3,"(-5.43019585185698, 105.24601363841597)",layak konsumsi,True,True,True,False
