id_penyumbang,jumlah_disumbangkan,is_halal_donor,is_for_child_donor,is_for_elderly_donor,is_alergan,id_penerima,jumlah_dibutuhkan,frekuensi_menerima,is_halal_receiver,is_for_child_receiver,is_for_elderly_receiver,is_alergan_free,matching_score,makanan_disumbangkan_makanan,makanan_disumbangkan_makanan_minuman,makanan_disumbangkan_minuman,kondisi_makanan_hampir_kadaluarsa,kondisi_makanan_layak_konsumsi,kondisi_makanan_tidak_layak_konsumsi,makanan_dibutuhkan_makanan,makanan_dibutuhkan_makanan_minuman,makanan_dibutuhkan_minuman,kondisi_makanan_diterima_hampir_kadaluarsa,kondisi_makanan_diterima_layak_konsumsi,kondisi_makanan_diterima_layak_konsumsi_hampir_kadaluarsa,kondisi_makanan_diterima_tidak_layak konsumsi,status_penerima_mendesak,status_penerima_normal,status_penerima_tidak mendesak,jarak
D58,0.8571428571428571,1,1,0,0,T16,0.7959183673469388,0.7777777777777778,1,1,1,0,0.6333333333333333,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0.25470737839032714
D84,0.12244897959183673,1,1,0,0,T66,0.5510204081632653,0.2222222222222222,0,0,0,1,0.51875,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0.3346053008536674
D59,0.3673469387755102,1,0,0,1,T76,0.2857142857142857,0.3333333333333333,1,0,0,1,0.7399999999999999,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0.2217100503514323
D36,0.24489795918367346,0,0,1,0,T43,0.3673469387755102,0.8888888888888888,1,1,1,1,0.425921052631579,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0.47509311164605345
D54,0.1836734693877551,1,1,1,1,T58,0.40816326530612246,0.6666666666666666,0,0,0,0,0.5819940476190475,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0.4190723748423352
D90,0.14285714285714285,0,0,1,1,T7,0.673469387755102,0.0,1,1,0,0,0.3610294117647059,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0.5796102185219026
D18,0.04081632653061224,0,0,1,1,T52,0.9387755102040817,0.5555555555555556,1,1,1,0,0.2920972644376899,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0.5250978858518036
D14,0.5510204081632653,0,0,0,0,T67,0.8367346938775511,0.6666666666666666,0,0,0,0,0.6760416666666667,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0.49430755094881323
D29,0.9591836734693877,0,0,0,0,T33,0.08163265306122448,0.3333333333333333,1,0,1,0,0.365,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.8705675475208455
D84,0.12244897959183673,1,1,0,0,T37,0.2857142857142857,1.0,1,1,0,0,0.3534848484848485,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0.881617066357059
D61,0.9183673469387755,1,1,1,0,T20,0.7346938775510204,0.3333333333333333,0,1,1,1,0.64,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0.833223029322128
D100,0.12244897959183673,0,1,0,0,T99,0.7551020408163265,0.8888888888888888,0,1,0,1,0.7759210526315788,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0.3925429448986794
D94,0.7959183673469388,0,1,1,1,T6,0.5306122448979592,0.8888888888888888,1,0,0,0,0.4575,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.34872091480451667
D16,0.32653061224489793,0,1,0,1,T9,0.2857142857142857,1.0,1,1,0,1,0.2068181818181818,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0.5062769591677645
D98,0.40816326530612246,0,1,0,0,T91,0.5102040816326531,0.5555555555555556,1,1,0,1,0.4914835164835164,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0.6525325871102917
D71,0.40816326530612246,0,1,0,0,T49,0.40816326530612246,0.0,1,0,1,1,0.3125,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0.4988714512886146
D63,0.9183673469387755,0,0,1,1,T39,0.22448979591836735,0.7777777777777778,0,1,0,0,0.6583333333333332,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.2822984796374438
D43,0.1836734693877551,1,1,1,1,T56,0.6122448979591837,0.0,1,0,0,0,0.469758064516129,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.49739751392836007
D47,0.8775510204081632,1,0,0,0,T77,0.7959183673469388,0.8888888888888888,0,1,0,0,0.5575,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0.2317943156411106
D17,0.16326530612244897,1,1,0,0,T42,0.02040816326530612,0.3333333333333333,1,0,0,0,0.465,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0.22032233859976258
D53,0.04081632653061224,0,1,1,0,T91,0.5102040816326531,0.5555555555555556,1,1,0,1,0.2972527472527472,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0.5012624353324244
D64,0.7959183673469388,0,1,0,0,T23,0.9591836734693877,1.0,0,1,0,0,0.6901515151515151,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0.651296653151877
D18,0.04081632653061224,0,0,1,1,T17,0.22448979591836735,0.1111111111111111,1,1,1,0,0.575,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0.19348526003831318
D88,0.3877551020408163,1,0,1,1,T31,0.46938775510204084,1.0,1,0,0,0,0.3401515151515151,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0.5538791388681801
D44,0.6122448979591837,0,1,0,0,T41,0.16326530612244897,0.5555555555555556,0,0,0,1,0.7607142857142856,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0.324059126710443
D39,0.6530612244897959,0,1,1,1,T83,0.7346938775510204,0.0,0,1,0,1,0.4766891891891892,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0.5780239741054519
D85,0.04081632653061224,0,1,0,0,T16,0.7959183673469388,0.7777777777777778,1,1,1,0,0.1658333333333333,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0.5321188085093781
D44,0.6122448979591837,0,1,0,0,T11,0.46938775510204084,0.2222222222222222,1,0,1,0,0.4687499999999999,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0.8114603097162706
D9,0.5306122448979592,0,0,0,1,T49,0.40816326530612246,0.0,1,0,1,1,0.3125,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0.515451450455793
D42,0.12244897959183673,0,1,1,1,T75,0.08163265306122448,0.1111111111111111,0,0,1,1,0.4000000000000001,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0.3185286088066672
D48,0.08163265306122448,1,1,1,0,T54,0.02040816326530612,1.0,0,1,0,1,0.7568181818181817,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0.29447700160746426
D100,0.12244897959183673,0,1,0,0,T56,0.6122448979591837,0.0,1,0,0,0,0.3350806451612903,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0.6136895575171332
D30,0.22448979591836735,1,0,0,0,T43,0.3673469387755102,0.8888888888888888,1,1,1,1,0.695657894736842,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0.44435137519854867
D59,0.3673469387755102,1,0,0,1,T38,0.5918367346938775,0.6666666666666666,0,1,0,1,0.6977083333333333,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.26694455868147865
D85,0.04081632653061224,0,1,0,0,T34,0.5510204081632653,0.4444444444444444,1,1,1,1,0.4482142857142858,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0.45303822469907684
D33,0.2653061224489796,1,0,0,1,T67,0.8367346938775511,0.6666666666666666,0,0,0,0,0.7177083333333333,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0.20053295559533799
D43,0.1836734693877551,1,1,1,1,T100,0.5510204081632653,0.2222222222222222,1,1,0,1,0.4794642857142857,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0.42117932240848416
D98,0.40816326530612246,0,1,0,0,T84,0.7346938775510204,0.1111111111111111,0,0,0,0,0.4817567567567568,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0.4924363880951853
D9,0.5306122448979592,0,0,0,1,T24,0.02040816326530612,0.2222222222222222,1,0,0,0,0.61875,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0.38298527495340506
D22,0.8979591836734694,0,0,0,0,T100,0.5510204081632653,0.2222222222222222,1,1,0,1,0.61875,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0.6646080429215339
D23,0.5306122448979592,1,1,1,0,T47,0.4897959183673469,0.4444444444444444,0,0,1,0,0.3125,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.7260321377976922
D51,0.5306122448979592,1,0,1,0,T35,0.12244897959183673,0.0,1,0,0,0,0.7124999999999999,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0.3571941072341523
D19,0.16326530612244897,1,0,1,0,T91,0.5102040816326531,0.5555555555555556,1,1,0,1,0.5703296703296703,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0.3938886146458464
D19,0.16326530612244897,1,0,1,0,T66,0.5510204081632653,0.2222222222222222,0,0,0,1,0.6008928571428571,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0.40691220700388225
D85,0.04081632653061224,0,1,0,0,T27,0.02040816326530612,0.7777777777777778,0,1,0,1,0.6583333333333333,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0.49118830895499305
D94,0.7959183673469388,0,1,1,1,T87,0.14285714285714285,0.5555555555555556,0,0,1,0,0.6107142857142857,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0.47541043472178246
D51,0.5306122448979592,1,0,1,0,T6,0.5306122448979592,0.8888888888888888,1,0,0,0,0.5575,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.3627948306186674
D53,0.04081632653061224,0,1,1,0,T15,0.2857142857142857,1.0,0,1,1,0,0.4768181818181818,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0.6290164474121154
D56,0.9591836734693877,0,0,0,0,T66,0.5510204081632653,0.2222222222222222,0,0,0,1,0.7687499999999999,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0.3779902271644636
D63,0.9183673469387755,0,0,1,1,T75,0.08163265306122448,0.1111111111111111,0,0,1,1,0.7,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0.3692693954938148
D89,0.42857142857142855,0,1,1,0,T4,0.2857142857142857,0.4444444444444444,0,1,0,0,0.7624999999999998,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0.6636448478007185
D14,0.5510204081632653,0,0,0,0,T9,0.2857142857142857,1.0,1,1,0,1,0.3818181818181819,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.2513797015839249
D30,0.22448979591836735,1,0,0,0,T92,0.7551020408163265,0.2222222222222222,1,0,1,1,0.400328947368421,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0.29187784735744793
D28,0.32653061224489793,1,0,0,1,T14,0.4897959183673469,0.6666666666666666,1,0,0,1,0.552375,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0.30576611703942813
D29,0.9591836734693877,0,0,0,0,T73,0.0,0.7777777777777778,0,0,1,1,0.4583333333333333,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0.34602885105420483
D14,0.5510204081632653,0,0,0,0,T20,0.7346938775510204,0.3333333333333333,0,1,1,1,0.6156756756756757,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.41380874306830256
D38,0.24489795918367346,0,1,1,0,T27,0.02040816326530612,0.7777777777777778,0,1,0,1,0.5333333333333333,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0.12550829017753767
D59,0.3673469387755102,1,0,0,1,T65,0.8367346938775511,1.0,1,1,1,1,0.5270562770562771,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0.7078110357083697
D80,0.2653061224489796,0,0,1,1,T1,0.0,0.4444444444444444,0,0,1,0,0.6624999999999999,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0.3492499716509937
D26,0.2857142857142857,0,0,0,1,T54,0.02040816326530612,1.0,0,1,0,1,0.5568181818181818,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0.34025753377168255
D24,0.2653061224489796,0,0,0,0,T48,0.5306122448979592,0.7777777777777778,0,0,0,0,0.6851851851851851,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0.17296801264329248
D52,0.30612244897959184,1,1,1,0,T2,0.3877551020408163,0.8888888888888888,1,1,1,0,0.4625,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0.24430988501896153
D93,0.673469387755102,0,0,1,0,T49,0.40816326530612246,0.0,1,0,1,1,0.6874999999999999,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0.40687570666350675
D9,0.5306122448979592,0,0,0,1,T88,0.7755102040816326,0.3333333333333333,1,1,0,0,0.4842307692307692,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0.8725753618425435
D18,0.04081632653061224,0,0,1,1,T90,0.7755102040816326,0.6666666666666666,0,0,0,1,0.3420673076923077,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0.3080526239632187
D90,0.14285714285714285,0,0,1,1,T39,0.22448979591836735,0.7777777777777778,0,1,0,0,0.45,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.5024356221975008
D55,0.7346938775510204,1,0,1,1,T60,0.3469387755102041,0.6666666666666666,1,0,0,1,0.284375,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0.6101553443616877
D99,1.0,1,0,0,1,T57,0.7755102040816326,0.8888888888888888,0,1,1,1,0.8324999999999998,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0.36074983302138725
D34,0.5306122448979592,0,0,1,1,T69,0.8163265306122449,0.2222222222222222,0,1,1,0,0.4346036585365854,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0.13552446890172626
D85,0.04081632653061224,0,1,0,0,T43,0.3673469387755102,0.8888888888888888,1,1,1,1,0.2482894736842105,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0.1869988964273321
D77,0.5306122448979592,0,1,1,1,T71,0.3673469387755102,0.7777777777777778,1,0,1,1,0.4583333333333333,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0.7343425529532068
D54,0.1836734693877551,1,1,1,1,T12,1.0,0.1111111111111111,1,1,1,0,0.4700000000000001,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0.14452462340097447
D87,0.9795918367346939,1,1,1,0,T93,0.22448979591836735,0.1111111111111111,1,0,0,1,0.625,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0.5307059693023332
D76,0.7346938775510204,0,0,0,1,T88,0.7755102040816326,0.3333333333333333,1,1,0,0,0.5098717948717949,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0.47587634254266203
D28,0.32653061224489793,1,0,0,1,T35,0.12244897959183673,0.0,1,0,0,0,0.7625,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0.8074361741177614
D52,0.30612244897959184,1,1,1,0,T22,0.8163265306122449,0.6666666666666666,1,0,1,1,0.4233993902439025,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.33628677116439937
D11,0.08163265306122448,1,1,0,0,T1,0.0,0.4444444444444444,0,0,1,0,0.6624999999999999,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0.20998839206214615
D35,0.673469387755102,1,1,1,1,T74,0.5306122448979592,0.3333333333333333,1,0,0,1,0.515,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0.5327741838560123
D21,0.7755102040816326,1,0,1,1,T82,0.9795918367346939,0.7777777777777778,1,0,1,0,0.7129251700680271,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0.28474050019201314
D63,0.9183673469387755,0,0,1,1,T18,0.10204081632653061,0.5555555555555556,0,0,1,0,0.7357142857142857,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0.45944419467195186
D88,0.3877551020408163,1,0,1,1,T6,0.5306122448979592,0.8888888888888888,1,0,0,0,0.4315740740740741,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0.2761803682233942
D89,0.42857142857142855,0,1,1,0,T67,0.8367346938775511,0.6666666666666666,0,0,0,0,0.7117559523809524,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0.028617402284501648
D60,0.04081632653061224,0,1,1,1,T24,0.02040816326530612,0.2222222222222222,1,0,0,0,0.69375,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0.23139555450764818
D25,0.3877551020408163,1,0,1,1,T44,0.1836734693877551,0.7777777777777778,1,0,0,0,0.6583333333333332,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0.7235729013622016
D74,0.7551020408163265,0,1,1,0,T98,0.12244897959183673,0.5555555555555556,0,1,1,1,0.9357142857142856,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0.2599506486196137
D42,0.12244897959183673,0,1,1,1,T15,0.2857142857142857,1.0,0,1,1,0,0.5034848484848484,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0.3887726837349898
D54,0.1836734693877551,1,1,1,1,T1,0.0,0.4444444444444444,0,0,1,0,0.3875,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0.1947586655200442
D49,0.10204081632653061,1,0,0,0,T48,0.5306122448979592,0.7777777777777778,0,0,0,0,0.5555555555555556,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0.1518448671472618
D10,0.7755102040816326,1,0,0,0,T54,0.02040816326530612,1.0,0,1,0,1,0.5818181818181818,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0.16859711182780934
D21,0.7755102040816326,1,0,1,1,T27,0.02040816326530612,0.7777777777777778,0,1,0,1,0.2583333333333333,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0.5190102057545527
D32,0.02040816326530612,0,0,1,0,T58,0.40816326530612246,0.6666666666666666,0,0,0,0,0.6938988095238096,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0.30020402411520414
D92,0.8367346938775511,1,0,0,1,T99,0.7551020408163265,0.8888888888888888,0,1,0,1,0.3075,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0.613478504755607
D25,0.3877551020408163,1,0,1,1,T11,0.46938775510204084,0.2222222222222222,1,0,1,0,0.5770833333333333,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0.880175757412851
D52,0.30612244897959184,1,1,1,0,T58,0.40816326530612246,0.6666666666666666,0,0,0,0,0.6105654761904762,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0.3245006015733322
D53,0.04081632653061224,0,1,1,0,T34,0.5510204081632653,0.4444444444444444,1,1,1,1,0.5482142857142858,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0.5483535560378231
D60,0.04081632653061224,0,1,1,1,T31,0.46938775510204084,1.0,1,0,0,0,0.2443181818181818,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0.41923989654235605
D45,0.7346938775510204,1,0,0,0,T78,0.6326530612244898,0.0,1,1,1,0,0.8374999999999999,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2156596677140001
D8,0.9795918367346939,0,1,1,0,T59,0.24489795918367346,0.4444444444444444,1,0,0,0,0.5375,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0.39183798327514613
D20,0.8571428571428571,1,1,0,1,T31,0.46938775510204084,1.0,1,0,0,0,0.6318181818181818,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0.3665669746888856
D46,0.8163265306122449,0,0,1,1,T78,0.6326530612244898,0.0,1,1,1,0,0.4875,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0.6788143304040233
D55,0.7346938775510204,1,0,1,1,T37,0.2857142857142857,1.0,1,1,0,0,0.5068181818181818,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.725923442701457
D44,0.6122448979591837,0,1,0,0,T78,0.6326530612244898,0.0,1,1,1,0,0.634375,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0.115459919510237
D5,0.9387755102040817,1,1,1,0,T92,0.7551020408163265,0.2222222222222222,1,0,1,1,0.66875,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0.27935891905594784
D86,0.5714285714285714,0,0,1,0,T27,0.02040816326530612,0.7777777777777778,0,1,0,1,0.5583333333333333,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0.5437968716983881
D81,0.1836734693877551,1,1,0,1,T43,0.3673469387755102,0.8888888888888888,1,1,1,1,0.2101315789473684,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0.5925353633862432
D35,0.673469387755102,1,1,1,1,T89,0.2653061224489796,0.3333333333333333,0,0,1,0,0.515,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0.5908235619247387
D74,0.7551020408163265,0,1,1,0,T43,0.3673469387755102,0.8888888888888888,1,1,1,1,0.3575,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0.7616170574608715
D84,0.12244897959183673,1,1,0,0,T90,0.7755102040816326,0.6666666666666666,0,0,0,1,0.352323717948718,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0.20218446831425832
D41,0.12244897959183673,0,1,0,0,T10,0.8163265306122449,0.1111111111111111,0,1,0,1,0.7420731707317073,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2815047061834372
D92,0.8367346938775511,1,0,0,1,T97,0.8163265306122449,0.6666666666666666,1,0,1,0,0.609375,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0.5704425615855345
D67,0.2653061224489796,1,0,1,1,T32,0.7142857142857143,1.0,1,1,1,0,0.6457070707070707,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0.33659736017592673
D41,0.12244897959183673,0,1,0,0,T1,0.0,0.4444444444444444,0,0,1,0,0.6374999999999998,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0.19403376465036512
D76,0.7346938775510204,0,0,0,1,T97,0.8163265306122449,0.6666666666666666,1,0,1,0,0.5746189024390244,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0.22370371931893052
D33,0.2653061224489796,1,0,0,1,T72,0.7142857142857143,0.6666666666666666,0,1,1,1,0.6232638888888888,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0.3146079176100714
D29,0.9591836734693877,0,0,0,0,T97,0.8163265306122449,0.6666666666666666,1,0,1,0,0.509375,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0.6020573465920275
D18,0.04081632653061224,0,0,1,1,T15,0.2857142857142857,1.0,0,1,1,0,0.4768181818181818,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.42087522281339956
D93,0.673469387755102,0,0,1,0,T38,0.5918367346938775,0.6666666666666666,0,1,0,1,0.7593749999999999,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0.40696409975764136
D27,0.3877551020408163,0,0,1,0,T49,0.40816326530612246,0.0,1,0,1,1,0.3327380952380952,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0.6177118060604544
D54,0.1836734693877551,1,1,1,1,T51,0.7142857142857143,0.5555555555555556,0,0,1,1,0.3384920634920635,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0.5352531669433371
D76,0.7346938775510204,0,0,0,1,T35,0.12244897959183673,0.0,1,0,0,0,0.6375,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0.5452687836450961
D51,0.5306122448979592,1,0,1,0,T15,0.2857142857142857,1.0,0,1,1,0,0.5568181818181818,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.4843084941032841
D91,0.061224489795918366,0,1,1,0,T77,0.7959183673469388,0.8888888888888888,0,1,0,0,0.3925,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0.46899188728952446
D37,0.8367346938775511,0,0,1,1,T83,0.7346938775510204,0.0,0,1,0,1,0.5625,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0.4056387594908351
D57,0.04081632653061224,0,1,0,0,T78,0.6326530612244898,0.0,1,1,1,0,0.396875,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0.5429459783695284
D10,0.7755102040816326,1,0,0,0,T95,0.4897959183673469,0.6666666666666666,1,1,0,0,0.584375,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0.3309015205268527
D22,0.8979591836734694,0,0,0,0,T97,0.8163265306122449,0.6666666666666666,1,0,1,0,0.584375,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0.18885348073354977
D96,0.6326530612244898,0,1,1,1,T38,0.5918367346938775,0.6666666666666666,0,1,0,1,0.6593749999999999,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.6643054024712363
D80,0.2653061224489796,0,0,1,1,T23,0.9591836734693877,1.0,0,1,0,0,0.6109848484848485,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0.16805892698650213
D35,0.673469387755102,1,1,1,1,T47,0.4897959183673469,0.4444444444444444,0,0,1,0,0.3875,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.15822385225100039
D84,0.12244897959183673,1,1,0,0,T72,0.7142857142857143,0.6666666666666666,0,1,1,1,0.3288194444444444,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0.8739536845146075
D75,1.0,0,0,0,0,T14,0.4897959183673469,0.6666666666666666,1,0,0,1,0.509375,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0.45515295560459396
D4,0.3469387755102041,1,0,0,0,T62,0.30612244897959184,1.0,0,0,0,0,0.8068181818181818,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0.2696675754869909
D59,0.3673469387755102,1,0,0,1,T94,0.6938775510204082,0.6666666666666666,0,0,0,1,0.5386607142857143,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0.8673460781778685
D36,0.24489795918367346,0,0,1,0,T91,0.5102040816326531,0.5555555555555556,1,1,0,1,0.6857142857142856,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0.3301891698515018
D46,0.8163265306122449,0,0,1,1,T9,0.2857142857142857,1.0,1,1,0,1,0.2818181818181818,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.32084356729751784
D3,0.30612244897959184,0,1,0,0,T91,0.5102040816326531,0.5555555555555556,1,1,0,1,0.4472527472527473,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0.33247210449542675
D53,0.04081632653061224,0,1,1,0,T6,0.5306122448979592,0.8888888888888888,1,0,0,0,0.1936111111111111,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0.49558669781594217
D73,0.8979591836734694,1,1,0,0,T83,0.7346938775510204,0.0,0,1,0,1,0.7625,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0.05392660561276157
D54,0.1836734693877551,1,1,1,1,T22,0.8163265306122449,0.6666666666666666,1,0,1,1,0.508765243902439,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0.12843691830600898
D41,0.12244897959183673,0,1,0,0,T66,0.5510204081632653,0.2222222222222222,0,0,0,1,0.59375,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.23711012682491986
D32,0.02040816326530612,0,0,1,0,T84,0.7346938775510204,0.1111111111111111,0,0,0,0,0.4054054054054054,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0.24614036349287954
