id_penyumbang,jumlah_disumbangkan,is_halal_donor,is_for_child_donor,is_for_elderly_donor,is_alergan,id_penerima,jumlah_dibutuhkan,frekuensi_menerima,is_halal_receiver,is_for_child_receiver,is_for_elderly_receiver,is_alergan_free,matching_score,makanan_disumbangkan_makanan,makanan_disumbangkan_makanan_minuman,makanan_disumbangkan_minuman,kondisi_makanan_hampir_kadaluarsa,kondisi_makanan_layak_konsumsi,kondisi_makanan_tidak_layak_konsumsi,makanan_dibutuhkan_makanan,makanan_dibutuhkan_makanan_minuman,makanan_dibutuhkan_minuman,kondisi_makanan_diterima_hampir_kadaluarsa,kondisi_makanan_diterima_layak_konsumsi,kondisi_makanan_diterima_layak_konsumsi_hampir_kadaluarsa,kondisi_makanan_diterima_tidak_layak konsumsi,status_penerima_mendesak,status_penerima_normal,status_penerima_tidak mendesak,jarak
D97,0.9591836734693877,1,1,0,1,T90,0.7755102040816326,0.6666666666666666,0,0,0,1,0.534375,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0.09703806229760811
D16,0.32653061224489793,0,1,0,1,T12,1.0,0.1111111111111111,1,1,1,0,0.284,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0.43616807067046826
D34,0.5306122448979592,0,0,1,1,T61,0.46938775510204084,0.4444444444444444,1,0,0,1,0.4375,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0.2960142108690106
D29,0.9591836734693877,0,0,0,0,T9,0.2857142857142857,1.0,1,1,0,1,0.4818181818181818,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.5053362109778854
D57,0.04081632653061224,0,1,0,0,T36,0.10204081632653061,0.7777777777777778,0,1,0,0,0.6833333333333332,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0.07938489669055343
D96,0.6326530612244898,0,1,1,1,T2,0.3877551020408163,0.8888888888888888,1,1,1,0,0.4825,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0.46294358228341825
D33,0.2653061224489796,1,0,0,1,T75,0.08163265306122448,0.1111111111111111,0,0,1,1,0.6,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0.20055162039906876
D94,0.7959183673469388,0,1,1,1,T75,0.08163265306122448,0.1111111111111111,0,0,1,1,0.5,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0.17932815717906264
D28,0.32653061224489793,1,0,0,1,T30,0.6938775510204082,0.8888888888888888,1,1,1,0,0.5560714285714285,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0.5305456885851547
D95,0.9795918367346939,1,1,0,1,T69,0.8163265306122449,0.2222222222222222,0,1,1,0,0.56875,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0.40697060235428656
D44,0.6122448979591837,0,1,0,0,T28,0.7346938775510204,1.0,1,1,1,1,0.7156019656019655,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0.3530250447181752
D85,0.04081632653061224,0,1,0,0,T59,0.24489795918367346,0.4444444444444444,1,0,0,0,0.4605769230769231,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0.07432983293636425
D80,0.2653061224489796,0,0,1,1,T100,0.5510204081632653,0.2222222222222222,1,1,0,1,0.54375,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.2641819243510361
D96,0.6326530612244898,0,1,1,1,T54,0.02040816326530612,1.0,0,1,0,1,0.4818181818181818,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0.6060280042124632
D18,0.04081632653061224,0,0,1,1,T88,0.7755102040816326,0.3333333333333333,1,1,0,0,0.4976923076923077,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0.30454786954235924
D39,0.6530612244897959,0,1,1,1,T82,0.9795918367346939,0.7777777777777778,1,0,1,0,0.3506802721088435,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.1738648470748665
D7,0.4489795918367347,1,1,1,1,T21,0.6326530612244898,0.2222222222222222,1,1,1,1,0.5406250000000001,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0.6472169919467143
D42,0.12244897959183673,0,1,1,1,T20,0.7346938775510204,0.3333333333333333,0,1,1,1,0.558918918918919,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0.5718119773793345
D3,0.30612244897959184,0,1,0,0,T19,0.3673469387755102,0.6666666666666666,1,0,1,1,0.3185855263157894,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0.27620601689626345
D10,0.7755102040816326,1,0,0,0,T20,0.7346938775510204,0.3333333333333333,0,1,1,1,0.5650000000000001,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.4671733583167322
D65,0.32653061224489793,0,0,1,1,T48,0.5306122448979592,0.7777777777777778,0,0,0,0,0.4962962962962963,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0.43907489380909415
D40,0.673469387755102,0,1,0,1,T91,0.5102040816326531,0.5555555555555556,1,1,0,1,0.6607142857142856,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0.29098362578846837
D70,0.30612244897959184,1,1,1,1,T90,0.7755102040816326,0.6666666666666666,0,0,0,1,0.275400641025641,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0.18788984213374166
D94,0.7959183673469388,0,1,1,1,T61,0.46938775510204084,0.4444444444444444,1,0,0,1,0.3375,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0.21756651869864946
D53,0.04081632653061224,0,1,1,0,T35,0.12244897959183673,0.0,1,0,0,0,0.4553571428571428,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0.16322758636505297
D55,0.7346938775510204,1,0,1,1,T22,0.8163265306122449,0.6666666666666666,1,0,1,1,0.5496189024390243,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0.4404498901835101
D21,0.7755102040816326,1,0,1,1,T97,0.8163265306122449,0.6666666666666666,1,0,1,0,0.7044969512195122,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0.5311027207941638
D86,0.5714285714285714,0,0,1,0,T41,0.16326530612244897,0.5555555555555556,0,0,0,1,0.7607142857142856,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0.404385548311762
D37,0.8367346938775511,0,0,1,1,T17,0.22448979591836735,0.1111111111111111,1,1,1,0,0.5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.45070676442012136
D82,0.7755102040816326,1,0,0,1,T23,0.9591836734693877,1.0,0,1,0,0,0.5880681818181818,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0.7102057968742443
D35,0.673469387755102,1,1,1,1,T64,0.7346938775510204,0.0,1,1,1,0,0.6293918918918918,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0.8184206374153178
D11,0.08163265306122448,1,1,0,0,T63,0.9183673469387755,0.4444444444444444,1,1,1,1,0.4233695652173913,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0.36985037682936456
D1,0.04081632653061224,1,1,1,0,T61,0.46938775510204084,0.4444444444444444,1,0,0,1,0.275,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0.5588070095554595
D100,0.12244897959183673,0,1,0,0,T59,0.24489795918367346,0.4444444444444444,1,0,0,0,0.4163461538461538,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0.45723073593567737
D73,0.8979591836734694,1,1,0,0,T59,0.24489795918367346,0.4444444444444444,1,0,0,0,0.6375,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0.33742760770652025
D95,0.9795918367346939,1,1,0,1,T34,0.5510204081632653,0.4444444444444444,1,1,1,1,0.6124999999999999,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0.2355774523560032
D41,0.12244897959183673,0,1,0,0,T20,0.7346938775510204,0.3333333333333333,0,1,1,1,0.533918918918919,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0.30804861419125285
D78,1.0,0,1,0,0,T80,0.673469387755102,0.8888888888888888,0,0,1,1,0.6325,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0.3902888372288959
D23,0.5306122448979592,1,1,1,0,T80,0.673469387755102,0.8888888888888888,0,0,1,1,0.6119117647058823,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0.09277912821937088
D38,0.24489795918367346,0,1,1,0,T64,0.7346938775510204,0.0,1,1,1,0,0.5476351351351351,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.45471342062090464
D71,0.40816326530612246,0,1,0,0,T85,0.3673469387755102,0.5555555555555556,1,0,1,1,0.5357142857142857,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0.28265600957159775
D78,1.0,0,1,0,0,T9,0.2857142857142857,1.0,1,1,0,1,0.4568181818181818,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0.3712449365574124
D12,0.673469387755102,1,0,1,0,T27,0.02040816326530612,0.7777777777777778,0,1,0,1,0.6333333333333333,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0.41713397280284
D78,1.0,0,1,0,0,T95,0.4897959183673469,0.6666666666666666,1,1,0,0,0.6593749999999999,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0.2864067185401927
D60,0.04081632653061224,0,1,1,1,T25,0.10204081632653061,0.0,0,1,1,1,0.8124999999999999,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0.13756598384129648
D67,0.2653061224489796,1,0,1,1,T92,0.7551020408163265,0.2222222222222222,1,0,1,1,0.4055921052631579,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0.1890960710859632
D84,0.12244897959183673,1,1,0,0,T56,0.6122448979591837,0.0,1,0,0,0,0.6350806451612903,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0.43753113951624345
D91,0.061224489795918366,0,1,1,0,T79,0.9591836734693877,0.4444444444444444,1,1,0,1,0.4958333333333334,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0.590428141037224
D4,0.3469387755102041,1,0,0,0,T50,0.2653061224489796,0.0,0,0,1,1,0.8624999999999998,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0.30504568998451215
D43,0.1836734693877551,1,1,1,1,T67,0.8367346938775511,0.6666666666666666,0,0,0,0,0.6081845238095238,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0.42762514572330695
D7,0.4489795918367347,1,1,1,1,T98,0.12244897959183673,0.5555555555555556,0,1,1,1,0.6107142857142857,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0.778997369077094
D47,0.8775510204081632,1,0,0,0,T89,0.2653061224489796,0.3333333333333333,0,0,1,0,0.465,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0.3841085688924534
D4,0.3469387755102041,1,0,0,0,T23,0.9591836734693877,1.0,0,1,0,0,0.6193181818181818,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0.41307715881566204
D29,0.9591836734693877,0,0,0,0,T77,0.7959183673469388,0.8888888888888888,0,1,0,0,0.7574999999999998,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0.20799782821279653
D16,0.32653061224489793,0,1,0,1,T66,0.5510204081632653,0.2222222222222222,0,0,0,1,0.3794642857142857,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0.864494238548186
D87,0.9795918367346939,1,1,1,0,T82,0.9795918367346939,0.7777777777777778,1,0,1,0,0.4833333333333334,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.10047755544155289
D68,0.40816326530612246,0,0,1,0,T2,0.3877551020408163,0.8888888888888888,1,1,1,0,0.5325,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0.2421531459351564
D88,0.3877551020408163,1,0,1,1,T40,0.9795918367346939,0.4444444444444444,1,0,0,0,0.4533163265306122,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0.5751830498875359
D39,0.6530612244897959,0,1,1,1,T65,0.8367346938775511,1.0,1,1,1,1,0.4603896103896104,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0.40800363752208296
D43,0.1836734693877551,1,1,1,1,T87,0.14285714285714285,0.5555555555555556,0,0,1,0,0.4607142857142857,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0.7427519969971887
D85,0.04081632653061224,0,1,0,0,T76,0.2857142857142857,0.3333333333333333,1,0,0,1,0.31,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0.6653443324439484
D15,0.5306122448979592,0,0,0,1,T14,0.4897959183673469,0.6666666666666666,1,0,0,1,0.484375,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0.11781695186548352
D41,0.12244897959183673,0,1,0,0,T22,0.8163265306122449,0.6666666666666666,1,0,1,1,0.4014481707317073,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0.46395285797700014
D48,0.08163265306122448,1,1,1,0,T44,0.1836734693877551,0.7777777777777778,1,0,0,0,0.6833333333333332,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0.3965549371665644
D11,0.08163265306122448,1,1,0,0,T2,0.3877551020408163,0.8888888888888888,1,1,1,0,0.4575,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0.18663477339609977
D76,0.7346938775510204,0,0,0,1,T59,0.24489795918367346,0.4444444444444444,1,0,0,0,0.6375,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0.32400727522717476
D1,0.04081632653061224,1,1,1,0,T63,0.9183673469387755,0.4444444444444444,1,1,1,1,0.7190217391304348,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0.635946800426229
D69,0.22448979591836735,1,0,1,1,T76,0.2857142857142857,0.3333333333333333,1,0,0,1,0.62,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0.42008551500668756
D36,0.24489795918367346,0,0,1,0,T83,0.7346938775510204,0.0,0,1,0,1,0.5976351351351351,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0.04419075613642652
D55,0.7346938775510204,1,0,1,1,T85,0.3673469387755102,0.5555555555555556,1,0,1,1,0.5607142857142857,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0.2812579764383956
D100,0.12244897959183673,0,1,0,0,T30,0.6938775510204082,0.8888888888888888,1,1,1,0,0.3275,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0.5559882521589109
D49,0.10204081632653061,1,0,0,0,T10,0.8163265306122449,0.1111111111111111,0,1,0,1,0.6396341463414634,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0.3864087544630835
D77,0.5306122448979592,0,1,1,1,T5,0.9591836734693877,1.0,1,0,0,0,0.4380681818181818,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0.6603092458581218
D30,0.22448979591836735,1,0,0,0,T87,0.14285714285714285,0.5555555555555556,0,0,1,0,0.5107142857142857,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0.35049050044568897
D22,0.8979591836734694,0,0,0,0,T90,0.7755102040816326,0.6666666666666666,0,0,0,1,0.534375,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0.16019555153323772
D87,0.9795918367346939,1,1,1,0,T3,0.9183673469387755,0.3333333333333333,1,0,1,0,0.365,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0.8380952359334449
D46,0.8163265306122449,0,0,1,1,T5,0.9591836734693877,1.0,1,0,0,0,0.3672348484848485,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0.4106894954583068
D83,0.8163265306122449,0,1,1,0,T82,0.9795918367346939,0.7777777777777778,1,0,1,0,0.4420068027210884,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0.6680491339101833
D62,0.8367346938775511,0,1,1,0,T56,0.6122448979591837,0.0,1,0,0,0,0.4875,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0.35644409800671684
D4,0.3469387755102041,1,0,0,0,T60,0.3469387755102041,0.6666666666666666,1,0,0,1,0.8343749999999999,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0.3313452444102765
D85,0.04081632653061224,0,1,0,0,T2,0.3877551020408163,0.8888888888888888,1,1,1,0,0.5475,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0.20351383601250952
D14,0.5510204081632653,0,0,0,0,T89,0.2653061224489796,0.3333333333333333,0,0,1,0,0.49,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0.1732093648538115
D95,0.9795918367346939,1,1,0,1,T30,0.6938775510204082,0.8888888888888888,1,1,1,0,0.5075,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0.5059923539607663
D67,0.2653061224489796,1,0,1,1,T49,0.40816326530612246,0.0,1,0,1,1,0.5291666666666666,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.22567353374498844
D23,0.5306122448979592,1,1,1,0,T66,0.5510204081632653,0.2222222222222222,0,0,0,1,0.5901785714285714,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0.18098200742822013
D70,0.30612244897959184,1,1,1,1,T80,0.673469387755102,0.8888888888888888,0,0,1,1,0.4795588235294117,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0.1752801793499009
D9,0.5306122448979592,0,0,0,1,T51,0.7142857142857143,0.5555555555555556,0,0,1,1,0.5107142857142858,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0.09840391253691881
D82,0.7755102040816326,1,0,0,1,T32,0.7142857142857143,1.0,1,1,1,0,0.7068181818181818,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0.24945827912065377
D77,0.5306122448979592,0,1,1,1,T25,0.10204081632653061,0.0,0,1,1,1,0.7874999999999999,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0.3812080179900554
D34,0.5306122448979592,0,0,1,1,T15,0.2857142857142857,1.0,0,1,1,0,0.7318181818181817,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.3041467405500262
D45,0.7346938775510204,1,0,0,0,T76,0.2857142857142857,0.3333333333333333,1,0,0,1,0.6649999999999999,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0.5336614298192216
D37,0.8367346938775511,0,0,1,1,T37,0.2857142857142857,1.0,1,1,0,0,0.4818181818181818,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.25249236220076865
D37,0.8367346938775511,0,0,1,1,T28,0.7346938775510204,1.0,1,1,1,1,0.6318181818181817,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0.29879055950792305
D51,0.5306122448979592,1,0,1,0,T8,0.4897959183673469,0.6666666666666666,1,0,1,1,0.6593749999999999,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0.3314788689220697
D25,0.3877551020408163,1,0,1,1,T99,0.7551020408163265,0.8888888888888888,0,1,0,1,0.4851315789473684,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0.23395930901940049
D74,0.7551020408163265,0,1,1,0,T55,0.22448979591836735,0.7777777777777778,1,1,0,1,0.3583333333333334,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0.18025217717818737
D21,0.7755102040816326,1,0,1,1,T82,0.9795918367346939,0.7777777777777778,1,0,1,0,0.7129251700680271,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0.28474050019201314
D76,0.7346938775510204,0,0,0,1,T24,0.02040816326530612,0.2222222222222222,1,0,0,0,0.61875,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0.06602050278331988
D75,1.0,0,0,0,0,T14,0.4897959183673469,0.6666666666666666,1,0,0,1,0.509375,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0.45515295560459396
D31,0.5510204081632653,1,1,0,0,T92,0.7551020408163265,0.2222222222222222,1,0,1,1,0.4674342105263157,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0.37977690215989923
D88,0.3877551020408163,1,0,1,1,T87,0.14285714285714285,0.5555555555555556,0,0,1,0,0.7357142857142857,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0.4991064396857544
D99,1.0,1,0,0,1,T80,0.673469387755102,0.8888888888888888,0,0,1,1,0.5325,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0.39010406788734137
D2,0.14285714285714285,1,0,1,0,T68,0.8163265306122449,0.2222222222222222,1,1,1,0,0.5132621951219513,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.26137148097670937
D81,0.1836734693877551,1,1,0,1,T84,0.7346938775510204,0.1111111111111111,0,0,0,0,0.352027027027027,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0.4593019621850997
D5,0.9387755102040817,1,1,1,0,T67,0.8367346938775511,0.6666666666666666,0,0,0,0,0.684375,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0.7144932358849152
D44,0.6122448979591837,0,1,0,0,T93,0.22448979591836735,0.1111111111111111,1,0,0,1,0.475,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0.4570756451220667
D49,0.10204081632653061,1,0,0,0,T87,0.14285714285714285,0.5555555555555556,0,0,1,0,0.5107142857142857,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0.5734858765902605
D88,0.3877551020408163,1,0,1,1,T21,0.6326530612244898,0.2222222222222222,1,1,1,1,0.65625,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0.19089141389818856
D90,0.14285714285714285,0,0,1,1,T89,0.2653061224489796,0.3333333333333333,0,0,1,0,0.6221428571428571,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0.1390219679241813
D17,0.16326530612244897,1,1,0,0,T79,0.9591836734693877,0.4444444444444444,1,1,0,1,0.8562499999999998,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.2405160045283384
D95,0.9795918367346939,1,1,0,1,T85,0.3673469387755102,0.5555555555555556,1,0,1,1,0.6357142857142856,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0.4274521818322547
D23,0.5306122448979592,1,1,1,0,T78,0.6326530612244898,0.0,1,1,1,0,0.671875,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0.7292128061689592
D11,0.08163265306122448,1,1,0,0,T65,0.8367346938775511,1.0,1,1,1,1,0.5687229437229437,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.19010938926241416
D30,0.22448979591836735,1,0,0,0,T69,0.8163265306122449,0.2222222222222222,0,1,1,0,0.5730182926829268,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.2414923168214979
D17,0.16326530612244897,1,1,0,0,T78,0.6326530612244898,0.0,1,1,1,0,0.665625,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2423646512953041
D17,0.16326530612244897,1,1,0,0,T53,0.5714285714285714,1.0,1,0,0,1,0.6378526645768026,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0.20649281518560672
D90,0.14285714285714285,0,0,1,1,T54,0.02040816326530612,1.0,0,1,0,1,0.5568181818181818,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0.37082258184406963
D38,0.24489795918367346,0,1,1,0,T8,0.4897959183673469,0.6666666666666666,1,0,1,1,0.336375,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0.6216852272372495
D53,0.04081632653061224,0,1,1,0,T26,0.12244897959183673,0.7777777777777778,1,0,0,1,0.4761904761904763,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0.5111368430870062
D57,0.04081632653061224,0,1,0,0,T25,0.10204081632653061,0.0,0,1,1,1,0.5874999999999999,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0.5299275592908264
D16,0.32653061224489793,0,1,0,1,T88,0.7755102040816326,0.3333333333333333,1,1,0,0,0.6335897435897435,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0.24512026213916965
D4,0.3469387755102041,1,0,0,0,T18,0.10204081632653061,0.5555555555555556,0,0,1,0,0.7107142857142856,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0.25897412840444356
D42,0.12244897959183673,0,1,1,1,T32,0.7142857142857143,1.0,1,1,1,0,0.3512626262626263,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0.5207961949363596
D32,0.02040816326530612,0,0,1,0,T18,0.10204081632653061,0.5555555555555556,0,0,1,0,0.744047619047619,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0.27890211227768885
D13,0.32653061224489793,0,0,1,1,T19,0.3673469387755102,0.6666666666666666,1,0,1,1,0.3238486842105263,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0.2145255658997438
D21,0.7755102040816326,1,0,1,1,T70,0.3673469387755102,1.0,1,1,1,1,0.5568181818181818,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0.5154443034631602
D52,0.30612244897959184,1,1,1,0,T14,0.4897959183673469,0.6666666666666666,1,0,0,1,0.473375,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0.46588523608414906
D14,0.5510204081632653,0,0,0,0,T36,0.10204081632653061,0.7777777777777778,0,1,0,0,0.6333333333333333,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0.2777467880442724
D55,0.7346938775510204,1,0,1,1,T29,0.04081632653061224,0.2222222222222222,0,0,0,0,0.69375,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0.42248848342811
D5,0.9387755102040817,1,1,1,0,T64,0.7346938775510204,0.0,1,1,1,0,0.7874999999999999,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0.3268460104947988
D19,0.16326530612244897,1,0,1,0,T20,0.7346938775510204,0.3333333333333333,0,1,1,1,0.5643243243243243,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0.4732554640781465
D47,0.8775510204081632,1,0,0,0,T2,0.3877551020408163,0.8888888888888888,1,1,1,0,0.7574999999999998,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0.24468156101932403
D42,0.12244897959183673,0,1,1,1,T100,0.5510204081632653,0.2222222222222222,1,1,0,1,0.44375,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0.3996758565680142
D83,0.8163265306122449,0,1,1,0,T30,0.6938775510204082,0.8888888888888888,1,1,1,0,0.5824999999999999,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0.3487708039131435
D61,0.9183673469387755,1,1,1,0,T84,0.7346938775510204,0.1111111111111111,0,0,0,0,0.6,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0.235273625544261
D58,0.8571428571428571,1,1,0,0,T86,0.6122448979591837,0.4444444444444444,1,0,0,0,0.4375,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0.26620082366028863
D38,0.24489795918367346,0,1,1,0,T65,0.8367346938775511,1.0,1,1,1,1,0.5127705627705628,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.6286313028732794
D80,0.2653061224489796,0,0,1,1,T12,1.0,0.1111111111111111,1,1,1,0,0.453,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0.2803116463220801
D15,0.5306122448979592,0,0,0,1,T70,0.3673469387755102,1.0,1,1,1,1,0.2818181818181818,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0.6781259949480434
D21,0.7755102040816326,1,0,1,1,T2,0.3877551020408163,0.8888888888888888,1,1,1,0,0.4575,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0.2535405072424497
D16,0.32653061224489793,0,1,0,1,T56,0.6122448979591837,0.0,1,0,0,0,0.4923387096774193,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0.652674651779385
